ablation_id,case_id,center,modality_group,t2_present,metric_name,class_id,proposal_threshold,proposal_recall,proposal_precision,lesion_wise_recall,proposal_component_count,proposal_small_fp_count,proposal_remote_fp_count,pred_component_count,pred_remote_fp_count,roi_mean,roi_max,crop_mask_volume_ratio,residual_abs_mean
no_anatomy_roi_prior,Case2008,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.3454724409448819,0.3211344922232388,1.0,27,17,19,11,8,0.07397785037755966,0.8750601410865784,0.5279723303069607,5.447139263153076
no_anatomy_roi_prior,Case2008,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.5101304468498473,0.17919469630496246,0.4,121,79,95,106,84,0.1458214968442917,0.8977747559547424,1.0,4.245703220367432
no_anatomy_roi_prior,Case2031,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.6597222222222222,0.57,1.0,12,6,7,7,2,0.07481203228235245,0.9263941645622253,0.4092561721044693,4.33624792098999
no_anatomy_roi_prior,Case2031,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.07166123778501629,0.0028549182455229693,0.23076923076923078,127,76,100,109,82,0.1481265127658844,0.845710039138794,1.0,4.57486629486084
no_anatomy_roi_prior,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.40842648323301806,0.09005592947198787,1.0,153,125,147,18,11,0.08057808130979538,0.9355942606925964,1.0,10.331818580627441
no_anatomy_roi_prior,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.5348072901105467,0.04977061031558459,0.5714285714285714,549,378,522,386,363,0.1437031626701355,0.919356644153595,1.0,4.739136219024658
no_anatomy_roi_prior,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.343860894251242,0.09481409001956947,1.0,96,78,93,19,17,0.08347169309854507,0.9003850817680359,1.0,10.460049629211426
no_anatomy_roi_prior,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.5034213098729228,0.061191148076637454,0.3333333333333333,405,265,372,350,314,0.14519846439361572,0.8759297132492065,1.0,4.467957019805908
no_anatomy_roi_prior,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.4351421188630491,0.11829165495925822,1.0,268,251,265,7,6,0.09159697592258453,0.9427233934402466,1.0,10.957322120666504
no_anatomy_roi_prior,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.0,0.0,0.0,347,247,340,249,233,0.15071749687194824,0.8810927867889404,1.0,4.411981582641602
no_anatomy_roi_prior,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.32190252495596006,0.7867393800229621,1.0,44,31,31,5,3,0.09296410530805588,0.9755700826644897,1.0,10.530842781066895
no_anatomy_roi_prior,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.5438485804416404,0.03957759412304867,0.030303030303030304,221,128,195,196,166,0.14982493221759796,0.8663750290870667,1.0,4.013825416564941
no_anatomy_roi_prior,Case5005,CenterE,C0+LGE,False,myops_scar,5,0.5,0.39874664279319605,0.635740793605481,1.0,35,25,23,6,2,0.07812841981649399,0.9789166450500488,1.0,9.804898262023926
no_anatomy_roi_prior,Case5005,CenterE,C0+LGE,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0003600300697144121,0.005999679211527109,0.0,0.0
no_anatomy_roi_prior,Case7005,CenterG,C0+LGE,False,myops_scar,5,0.5,,0.0,,28,18,28,12,12,0.07402262091636658,0.8399238586425781,1.0,10.664069175720215
no_anatomy_roi_prior,Case7005,CenterG,C0+LGE,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.00047120649833232164,0.005999574437737465,0.0,0.0
no_anatomy_roi_prior,Case8011,CenterH,LGE-only,False,myops_scar,5,0.5,0.14697406340057637,0.17,0.25,13,9,6,3,0,0.07143370062112808,0.8407379388809204,0.6383056640625,6.829897403717041
no_anatomy_roi_prior,Case8011,CenterH,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0004028044349979609,0.005999985616654158,0.0,0.0
no_local_refinement,Case1029,CenterA,LGE-only,False,myops_scar,5,0.5,0.864957264957265,0.02530506101220244,1.0,102,74,75,102,75,0.012325196526944637,0.8772355914115906,0.0,0.0
no_local_refinement,Case1029,CenterA,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.00022475933656096458,0.005986067000776529,0.0,0.0
no_local_refinement,Case1045,CenterA,LGE-only,False,myops_scar,5,0.5,0.239247311827957,0.11596091205211727,0.5714285714285714,33,22,2,33,2,0.004637501668184996,0.692459225654602,0.0,0.0
no_local_refinement,Case1045,CenterA,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0001878371404018253,0.0059114317409694195,0.0,0.0
no_local_refinement,Case2002,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.4649298597194389,0.31120053655264923,1.0,23,16,16,26,16,0.007383651100099087,0.719795286655426,0.0,0.0
no_local_refinement,Case2002,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.3720159151193634,0.07834101382488479,0.4,167,110,144,161,144,0.015571178868412971,0.7162891626358032,0.0,0.0
no_local_refinement,Case2008,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.3188976377952756,0.31486880466472306,1.0,28,19,19,26,19,0.00972706638276577,0.7322428822517395,0.0,0.0
no_local_refinement,Case2008,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.501526505689703,0.186712130605497,0.4,121,80,95,119,95,0.01870490424335003,0.7514747977256775,0.0,0.0
no_local_refinement,Case2031,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.6585648148148148,0.5800203873598369,1.0,11,5,6,12,6,0.010024133138358593,0.8347235321998596,0.0,0.0
no_local_refinement,Case2031,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.07166123778501629,0.0030500485234992375,0.23076923076923078,122,74,95,124,94,0.016652541235089302,0.6808422207832336,0.0,0.0
no_local_refinement,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.3860705073086844,0.10798460798460799,1.0,90,65,84,89,83,0.0014674188569188118,0.5001077055931091,0.0,0.0
no_local_refinement,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.5162832387212429,0.053188869736518096,0.5,492,327,458,488,456,0.0031620364170521498,0.3521881401538849,0.0,0.0
no_local_refinement,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.29524485450674237,0.11015490533562823,1.0,91,70,84,89,87,0.0017806716496124864,0.40141457319259644,0.0,0.0
no_local_refinement,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.49266862170087977,0.0646734248684717,0.3333333333333333,408,285,374,412,376,0.0036605901550501585,0.4568926990032196,0.0,0.0
no_local_refinement,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.4129198966408269,0.495350278983261,1.0,21,13,17,19,18,0.0016741097206249833,0.5228249430656433,0.0,0.0
no_local_refinement,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.0,0.0,0.0,255,161,247,266,247,0.002972632646560669,0.4307186007499695,0.0,0.0
no_local_refinement,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.2862008220786847,0.8175109023817511,1.0,20,6,4,7,5,0.0007039521005935967,0.18202708661556244,0.0,0.0
no_local_refinement,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.5337539432176656,0.04326923076923077,0.030303030303030304,202,120,176,207,176,0.0015558743616566062,0.22335711121559143,0.0,0.0
no_local_refinement,Case5005,CenterE,C0+LGE,False,myops_scar,5,0.5,0.39677708146821844,0.670499243570348,1.0,31,23,19,31,19,0.009114793501794338,0.8792940378189087,0.0,0.0
no_local_refinement,Case5005,CenterE,C0+LGE,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0003107691591139883,0.0059949420392513275,0.0,0.0
no_local_refinement,Case7005,CenterG,C0+LGE,False,myops_scar,5,0.5,,0.0,,22,14,22,23,23,0.007140452042222023,0.5082805156707764,0.0,0.0
no_local_refinement,Case7005,CenterG,C0+LGE,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0005133773083798587,0.005919308867305517,0.0,0.0
no_local_refinement,Case8011,CenterH,LGE-only,False,myops_scar,5,0.5,0.14121037463976946,0.18631178707224336,0.25,14,11,7,15,7,0.00013387907529249787,0.1323997676372528,0.0,0.0
no_local_refinement,Case8011,CenterH,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.00011936769442399964,0.0033383811824023724,0.0,0.0
