epoch,mean_loss,max_loss,loss_is_finite,scar_changed_voxels_train_patches,no_t2_new_edema_voxels_train_patches
1,0.23388603329658508,0.5460687875747681,True,3462,6
2,0.23375040153662363,0.5431401133537292,True,7991,18
3,0.23776282188793024,0.516216516494751,True,7668,16
4,0.23456174990783135,0.5449631810188293,True,8162,10
5,0.2391674930850665,0.5463756322860718,True,9466,5
6,0.23758219291766486,0.5477063059806824,True,8190,20
7,0.22905266663680474,0.5477694869041443,True,8847,16
8,0.2345877828449011,0.5442126989364624,True,8221,10
9,0.22431550614535808,0.5101133584976196,True,8148,15
10,0.23834747747828564,0.5308042168617249,True,8850,0
11,0.23544815195103486,0.5475284457206726,True,9407,10
12,0.23217526937524477,0.5304239392280579,True,7889,13
13,0.22961729859312374,0.5056941509246826,True,7811,0
14,0.23468295749276877,0.5178202390670776,True,7307,0
15,0.23599075409273307,0.5166261196136475,True,8439,0
16,0.2380800989518563,0.5455577969551086,True,9297,20
17,0.22619758510341248,0.5459626913070679,True,9573,10
18,0.23334719002246856,0.5459941625595093,True,8527,0
19,0.232682457168897,0.5463603138923645,True,7953,10
20,0.2364999541391929,0.5468571782112122,True,9065,0
21,0.22242112093915542,0.5415366291999817,True,8376,0
22,0.23108469295005005,0.5456918478012085,True,8272,0
23,0.2308187867452701,0.5162000060081482,True,8172,20
24,0.23467092975974083,0.5102558732032776,True,8206,10
25,0.21844132671753566,0.5089993476867676,True,9754,20
26,0.2348537646358212,0.5473690629005432,True,8864,0
27,0.2309008752182126,0.5403663516044617,True,8952,0
28,0.2326496945694089,0.5077002048492432,True,7402,0
29,0.22601941297451655,0.5088380575180054,True,8126,10
30,0.23624404557049275,0.5459906458854675,True,7733,10
31,0.2270189360032479,0.507927656173706,True,8799,0
32,0.22145376309752465,0.54362952709198,True,9165,0
33,0.22501355583469074,0.5136669874191284,True,8707,0
34,0.22550710751364628,0.5473546385765076,True,8146,13
35,0.21952481283495823,0.47020983695983887,True,7320,0
36,0.21886264936377606,0.4977888762950897,True,7958,20
37,0.228016337963442,0.5432632565498352,True,7053,0
38,0.2298672497893373,0.5456825494766235,True,7520,1
39,0.21366095098356405,0.503025472164154,True,7118,0
40,0.2228043028836449,0.5075486302375793,True,7128,8
41,0.22387741514792045,0.49755188822746277,True,7669,16
42,0.21864637947330873,0.5071504712104797,True,7583,0
43,0.22302435566981635,0.5102080702781677,True,7098,17
44,0.22384123521546523,0.5152905583381653,True,7459,0
45,0.23066226554413635,0.5136518478393555,True,7380,9
46,0.22202476049462955,0.4990909695625305,True,7120,0
47,0.2267913942784071,0.5463458895683289,True,7479,1
48,0.22773271047820648,0.5462870597839355,True,7971,10
49,0.22591706006477277,0.5042388439178467,True,7792,9
50,0.21438476073245208,0.49985817074775696,True,7326,0
51,0.2219612659017245,0.4969334602355957,True,6769,0
52,0.22401874676346778,0.5469448566436768,True,7503,1
53,0.22554844041665395,0.49736180901527405,True,7713,0
54,0.22490479389826457,0.5143528580665588,True,7488,7
55,0.2208544771745801,0.5086996555328369,True,7288,0
56,0.23688173500200113,0.5286837816238403,True,7406,0
57,0.21444308079779148,0.4996058940887451,True,7922,0
58,0.22625304530064264,0.5186605453491211,True,7236,4
59,0.21788283882041773,0.5039697885513306,True,7339,0
60,0.22319083249817293,0.5464914441108704,True,7513,0
61,0.22791150694092116,0.5041225552558899,True,7287,0
62,0.2255033020923535,0.5457901358604431,True,7567,0
63,0.2235971891755859,0.5460883975028992,True,7903,1
64,0.21651229879508416,0.4968509078025818,True,6376,5
65,0.22874811121573052,0.545103132724762,True,7287,0
66,0.22405159495770932,0.5068216323852539,True,7501,10
67,0.22932405033459266,0.5450630187988281,True,7390,0
68,0.2259157658368349,0.5458172559738159,True,7361,2
69,0.21630111806094646,0.5022872686386108,True,7572,7
70,0.2217885645478964,0.5451709628105164,True,7897,3
71,0.22490400051077206,0.5030701160430908,True,6910,12
72,0.22338492582241695,0.5453194379806519,True,7828,2
73,0.21887317369381587,0.5162640810012817,True,7544,0
74,0.2143847025434176,0.5187981128692627,True,7018,4
75,0.2251373945052425,0.5431627631187439,True,7386,0
76,0.21454588701327643,0.5463723540306091,True,7494,2
77,0.22009506593147912,0.5263878107070923,True,8284,0
78,0.2217974404990673,0.5441992282867432,True,8082,5
79,0.21838833256314197,0.5439392924308777,True,7167,4
80,0.22554632363220056,0.5458149909973145,True,7286,3
81,0.22373927714924016,0.49316880106925964,True,7909,0
82,0.22080643312384685,0.5456234216690063,True,7164,6
83,0.2268548626701037,0.5040386915206909,True,7621,9
84,0.22377165569613378,0.5459449887275696,True,7698,0
85,0.2230345653494199,0.5449813604354858,True,7637,0
86,0.22041048521796863,0.5072974562644958,True,8863,1
87,0.22706358412901562,0.539857029914856,True,7270,2
88,0.22346030976623296,0.5432398319244385,True,7389,5
89,0.22938918401797612,0.5456927418708801,True,7968,0
90,0.22492361846069495,0.506964385509491,True,7698,1
