variant,step,stage,loss,evidence_loss,final_loss,scar_proposal_loss,edema_proposal_loss,proposal_margin_loss,roi_cover_loss,roi_remote_loss,proposal_weight,refine_weight,edema_supervised_batch_fraction,batch_cases,elapsed_seconds
srr_propref_no_proto_cascade,1,evidence_warmup,3.6055402755737305,3.6055402755737305,3.710113763809204,0.8047850728034973,0.5722312927246094,0.25,0.6960722208023071,0.3100489377975464,0.0,0.0,0.5,"Case1068,Case3029",0.34669109992682934
srr_propref_no_proto_cascade,50,evidence_warmup,2.1720850467681885,2.1720850467681885,2.186386823654175,0.590923547744751,0.62389075756073,0.25,0.6316409111022949,0.1449545919895172,0.0,0.0,1.0,"Case3027,Case2006",4.232913893647492
srr_propref_no_proto_cascade,100,evidence_warmup,1.871302604675293,1.871302604675293,1.87233304977417,0.5579710602760315,0.3755216896533966,0.25,0.4987659454345703,0.09772820770740509,0.0,0.0,0.5,"Case3021,Case8004",8.136127842590213
srr_propref_no_proto_cascade,150,evidence_warmup,2.056105613708496,2.056105613708496,2.062086582183838,0.6048060655593872,0.3690441846847534,0.25,0.5147175192832947,0.10503464937210083,0.0,0.0,0.5,"Case3032,Case1061",12.080385683104396
srr_propref_no_proto_cascade,200,evidence_warmup,1.2224770784378052,1.2224770784378052,1.2250829935073853,0.5724166035652161,-0.0,0.25,0.2984734773635864,0.0813232883810997,0.0,0.0,0.0,"Case3009,Case8024",16.073991999030113
srr_propref_no_proto_cascade,250,evidence_warmup,1.4842910766601562,1.4842910766601562,1.482140064239502,0.5216748714447021,0.5405176281929016,0.25,0.5735033750534058,0.09645979106426239,0.0,0.0,1.0,"Case2009,Case3010",19.94156630616635
srr_propref_no_proto_cascade,300,evidence_warmup,1.119966745376587,1.119966745376587,1.1196589469909668,0.5792869329452515,-0.0,0.25,0.29968562722206116,0.09992285072803497,0.0,0.0,0.0,"Case1011,Case1066",23.8459724644199
srr_propref_no_proto_cascade,300,evidence_warmup,,,,,,,,,,,,,24.140442247502506
srr_propref_no_proto_cascade,350,evidence_warmup,1.5661157369613647,1.5661157369613647,1.5725994110107422,0.5168148279190063,0.5966358780860901,0.25,0.5886988639831543,0.11792194843292236,0.0,0.0,1.0,"Case2029,Case2023",28.031351141631603
srr_propref_no_proto_cascade,360,evidence_warmup,,,,,,,,,,,,,29.101576023735106
srr_propref_no_proto_cascade,400,proposal_dictionary,1.626962423324585,1.3880058526992798,1.391941785812378,0.382951021194458,0.522875189781189,0.25,0.5158807039260864,0.05302412062883377,0.25,0.20000000298023224,1.0,"Case2021,Case3041",32.36277220863849
srr_propref_no_proto_cascade,450,proposal_dictionary,1.7408376932144165,1.5471590757369995,1.5460213422775269,0.4407835304737091,0.28393107652664185,0.25,0.40827178955078125,0.044697754085063934,0.25,0.20000000298023224,0.5,"Case3024,Case2028",36.36589904781431
srr_propref_no_proto_cascade,500,proposal_dictionary,1.0919828414916992,0.9456598162651062,0.9454280138015747,0.5352923274040222,-0.0,0.25,0.2812930643558502,0.04176747426390648,0.25,0.20000000298023224,0.0,"Case8016,Case3005",40.41079446859658
srr_propref_no_proto_cascade,550,proposal_dictionary,1.5504837036132812,1.320375919342041,1.3160200119018555,0.45328664779663086,0.417144238948822,0.25,0.5063567161560059,0.05549177899956703,0.25,0.20000000298023224,1.0,"Case2027,Case3010",44.39345542900264
srr_propref_no_proto_cascade,600,proposal_dictionary,0.9624991416931152,0.8243352174758911,0.8228240013122559,0.502655565738678,-0.0,0.25,0.2655574679374695,0.04658879339694977,0.25,0.20000000298023224,0.0,"Case6003,Case1025",48.42117768432945
srr_propref_no_proto_cascade,600,proposal_dictionary,,,,,,,,,,,,,48.715674724429846
srr_propref_no_proto_cascade,650,proposal_dictionary,1.460993766784668,1.260657787322998,1.2557686567306519,0.3344382047653198,0.41690593957901,0.25,0.4616778492927551,0.04324502870440483,0.25,0.20000000298023224,1.0,"Case2035,Case2001",52.72996963188052
srr_propref_no_proto_cascade,700,proposal_dictionary,1.6552762985229492,1.4804376363754272,1.4801183938980103,0.4304661154747009,0.21888837218284607,0.25,0.38341015577316284,0.027156811207532883,0.25,0.20000000298023224,0.5,"Case2030,Case2005",56.736443534493446
srr_propref_no_proto_cascade,750,proposal_dictionary,1.5286085605621338,1.3582689762115479,1.3493516445159912,0.39812949299812317,0.23322907090187073,0.25,0.38670027256011963,0.031546853482723236,0.25,0.20000000298023224,0.5,"Case3014,Case1078",60.72502158768475
srr_propref_no_proto_cascade,800,proposal_dictionary,1.514879584312439,1.355390191078186,1.3501871824264526,0.40111714601516724,0.18684035539627075,0.25,0.35926583409309387,0.04030177742242813,0.25,0.20000000298023224,0.5,"Case1003,Case2014",64.76230617891997
srr_propref_no_proto_cascade,850,proposal_dictionary,1.1481527090072632,0.9795568585395813,0.9737941026687622,0.24039430916309357,0.3839888870716095,0.25,0.4340879023075104,0.04063131660223007,0.25,0.20000000298023224,1.0,"Case2010,Case2003",68.7726123854518
srr_propref_no_proto_cascade,900,proposal_dictionary,1.7355387210845947,1.5661486387252808,1.5671708583831787,0.4117344915866852,0.21582593023777008,0.25,0.3848270773887634,0.038967013359069824,0.25,0.20000000298023224,0.5,"Case1076,Case2034",72.8381904726848
srr_propref_no_proto_cascade,900,proposal_dictionary,,,,,,,,,,,,,73.13180352840573
srr_propref_no_proto_cascade,950,proposal_dictionary,1.302266240119934,1.144909143447876,1.1403508186340332,0.3867482542991638,0.19268018007278442,0.25,0.36490991711616516,0.04840414971113205,0.25,0.20000000298023224,0.5,"Case8013,Case2005",77.24575496744365
