baseline_component_count_mean,baseline_dice_mean,baseline_empty_prediction_rate,baseline_hd95_mean,baseline_hd_mean,baseline_pred_gt_volume_ratio_mean,baseline_remote_fp_mean,baseline_small_fp_mean,candidate_component_count_mean,candidate_dice_mean,candidate_empty_prediction_rate,candidate_hd95_mean,candidate_hd_mean,candidate_pred_gt_volume_ratio_mean,candidate_remote_fp_mean,candidate_small_fp_mean,class_id,delta_component_count_mean_improvement,delta_dice_mean,delta_empty_prediction_rate_improvement,delta_hd95_mean_improvement,delta_hd_mean_improvement,delta_pred_gt_volume_ratio_mean,delta_remote_fp_mean_improvement,delta_small_fp_mean_improvement,group,metric_name,variant
9.125,0.3944358976789887,0.0,20.011536366061485,29.60888731738582,1.6121482631185355,0.125,5.125,8.6875,0.39741518081505883,0.0,20.061867141134147,29.589049909625885,1.6856845829177332,0.125,4.8125,4,0.4375,0.0029792831360701544,0.0,-0.0503307750726627,0.019837407759933257,0.07353631979919761,0.0,0.3125,gt_positive_only,myops_edema,scar_precision_edema_recall_dual_refiner
0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,no_T2_empty_GT,myops_edema,scar_precision_edema_recall_dual_refiner
9.125,0.3944358976789887,0.0,20.011536366061485,29.60888731738582,1.6121482631185355,0.125,5.125,8.6875,0.39741518081505883,0.0,20.061867141134147,29.589049909625885,1.6856845829177332,0.125,4.8125,4,0.4375,0.0029792831360701544,0.0,-0.0503307750726627,0.019837407759933257,0.07353631979919761,0.0,0.3125,t2_present,myops_edema,scar_precision_edema_recall_dual_refiner
2.2857142857142856,0.6131815991584468,0.0,12.440137428805636,22.295908965464097,0.9393918668686351,0.0,0.8571428571428571,2.2857142857142856,0.6133498964361283,0.0,12.614381768497436,22.435854278113993,0.9431103960797532,0.0,0.7142857142857143,5,0.0,0.00016829727768141733,0.0,-0.17424433969179987,-0.13994531264989618,0.003718529211118149,0.0,0.1428571428571428,CenterB,myops_scar,scar_precision_edema_recall_dual_refiner
1.5555555555555556,0.7556758410852353,0.0,6.799401617662012,22.899671694698274,0.958832990880399,0.3333333333333333,0.3333333333333333,1.7777777777777777,0.7554634395373163,0.0,6.810958354043978,22.971313375957887,0.9636691557556316,0.5555555555555556,0.4444444444444444,5,-0.2222222222222221,-0.00021240154791901666,0.0,-0.011556736381966637,-0.07164168125961368,0.00483616487523264,-0.22222222222222227,-0.1111111111111111,CenterC,myops_scar,scar_precision_edema_recall_dual_refiner
6.041666666666667,0.5017892925791079,0.041666666666666664,16.875689912336288,28.632545887828623,1.3199311129477658,0.25,3.5416666666666665,5.666666666666667,0.503487007774414,0.041666666666666664,16.895631132644198,28.585749225939445,1.3396975910824174,0.25,3.3333333333333335,5,0.375,0.0016977151953061487,0.0,-0.0199412203079099,0.04679666188917864,0.0197664781346516,0.0,0.20833333333333304,LGE-only,myops_scar,scar_precision_edema_recall_dual_refiner
4.681818181818182,0.5601692281262312,0.022727272727272728,13.600533414596173,25.970645720273883,1.1342902419246623,0.36363636363636365,2.5454545454545454,4.5227272727272725,0.5615282803487108,0.022727272727272728,13.637223001196675,25.980992709118105,1.1476908051044232,0.4090909090909091,2.4318181818181817,5,0.15909090909090917,0.001359052222479673,0.0,-0.036689586600502366,-0.010346988844222693,0.013400563179760905,-0.04545454545454547,0.11363636363636376,all_cases,myops_scar,scar_precision_edema_recall_dual_refiner
1.875,0.6933346102422654,0.0,9.267223535037347,22.63552550065832,0.9503274991252523,0.1875,0.5625,2.0,0.6932887644305465,0.0,9.349956097867366,22.737050020651186,0.9546746983974348,0.3125,0.5625,5,-0.125,-4.584581171884761e-05,0.0,-0.08273256283001906,-0.10152451999286427,0.0043471992721825226,-0.125,0.0,complete_modality,myops_scar,scar_precision_edema_recall_dual_refiner
4.627906976744186,0.573196419478004,0.023255813953488372,13.600533414596173,25.970645720273883,1.1342902419246623,0.20930232558139536,2.4651162790697674,4.465116279069767,0.5745870775661228,0.023255813953488372,13.637223001196675,25.980992709118105,1.1476908051044232,0.2558139534883721,2.3488372093023258,5,0.1627906976744189,0.0013906580881187791,0.0,-0.036689586600502366,-0.010346988844222693,0.013400563179760905,-0.046511627906976744,0.11627906976744162,gt_positive_only,myops_scar,scar_precision_edema_recall_dual_refiner
7.0,0.0,0.0,,,,7.0,6.0,7.0,0.0,0.0,,,,7.0,6.0,5,0.0,0.0,0.0,,,,0.0,0.0,no_T2_empty_GT,myops_scar,scar_precision_edema_recall_dual_refiner
1.875,0.6933346102422654,0.0,9.267223535037347,22.63552550065832,0.9503274991252523,0.1875,0.5625,2.0,0.6932887644305465,0.0,9.349956097867366,22.737050020651186,0.9546746983974348,0.3125,0.5625,5,-0.125,-4.584581171884761e-05,0.0,-0.08273256283001906,-0.10152451999286427,0.0043471992721825226,-0.125,0.0,t2_present,myops_scar,scar_precision_edema_recall_dual_refiner
