case_id,mode,center,modality_group,t2_present,active_slice_count,all_depth_slice_count,supported_slice_count,raw_valid_angle_fraction,valid_angle_fraction,valid_angle_fraction_supported,valid_slice_fraction_all_depth,valid_slice_fraction_supported,geometry_valid,wall_roundtrip_dice,wall_roundtrip_hd95_mm,centroid_inside_lv_fraction,ray_no_crossing_fraction,ray_single_crossing_fraction,ray_multi_crossing_fraction,failed_slice_reason_counts
Case7001,G3_repaired_predicted,CenterG,C0+LGE,False,11,20,11,0.07599431818181818,0.07599431818181818,0.07599431818181818,0.0,0.0,False,0.10283548935058147,21.213203435596427,1.0,0.0,1.0,0.0,"{""low_valid_angle_slice"": 11, ""unsupported_slice"": 9}"
Case7010,G0_current_predicted,CenterG,C0+LGE,False,8,20,8,1.0,1.0,1.0,0.4,1.0,True,1.0,0.0,1.0,0.0,0.99609375,0.00390625,"{""unsupported_slice"": 12}"
Case7010,G1_GT_anatomy,CenterG,C0+LGE,False,8,20,8,1.0,1.0,1.0,0.4,1.0,True,1.0,0.0,1.0,0.0,0.99951171875,0.00048828125,"{""unsupported_slice"": 12}"
Case7010,G2_supported_denominator,CenterG,C0+LGE,False,8,20,8,1.0,1.0,1.0,0.4,1.0,True,1.0,0.0,1.0,0.0,0.99609375,0.00390625,"{""unsupported_slice"": 12}"
Case7010,G3_repaired_predicted,CenterG,C0+LGE,False,8,20,8,0.0,0.0,0.0,0.0,0.0,False,0.0,,1.0,0.0,1.0,0.0,"{""low_valid_angle_slice"": 8, ""unsupported_slice"": 12}"
Case8003,G0_current_predicted,CenterH,LGE-only,False,0,20,0,0.0333984375,0.0333984375,0.0,0.0,0.0,False,0.7918494686555523,2.23606797749979,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8003,G1_GT_anatomy,CenterH,LGE-only,False,0,20,0,0.03359375,0.03359375,0.0,0.0,0.0,False,0.7841527250333573,2.0,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8003,G2_supported_denominator,CenterH,LGE-only,False,0,20,0,0.0333984375,0.0333984375,0.0,0.0,0.0,False,0.7917866052581078,2.23606797749979,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8003,G3_repaired_predicted,CenterH,LGE-only,False,0,20,0,0.0333984375,0.0333984375,0.0,0.0,0.0,False,0.7900274907574177,2.23606797749979,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8022,G0_current_predicted,CenterH,LGE-only,False,0,20,0,0.0107421875,0.0107421875,0.0,0.0,0.0,False,0.6030551250830197,3.1622776601683795,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8022,G1_GT_anatomy,CenterH,LGE-only,False,0,20,0,0.009765625,0.009765625,0.0,0.0,0.0,False,0.5514918190567853,4.123105625617661,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8022,G2_supported_denominator,CenterH,LGE-only,False,0,20,0,0.0107421875,0.0107421875,0.0,0.0,0.0,False,0.6052803840279293,3.1622776601683795,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8022,G3_repaired_predicted,CenterH,LGE-only,False,0,20,0,0.0111328125,0.0111328125,0.0,0.0,0.0,False,0.6083207587842208,3.1622776601683795,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8027,G0_current_predicted,CenterH,LGE-only,False,0,20,0,0.01953125,0.01953125,0.0,0.0,0.0,False,0.8512010317588263,1.4142135623730951,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8027,G1_GT_anatomy,CenterH,LGE-only,False,0,20,0,0.019921875,0.019921875,0.0,0.0,0.0,False,0.8405246807041767,1.4142135623730951,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8027,G2_supported_denominator,CenterH,LGE-only,False,0,20,0,0.01953125,0.01953125,0.0,0.0,0.0,False,0.8517871326449563,1.4142135623730951,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8027,G3_repaired_predicted,CenterH,LGE-only,False,0,20,0,0.01953125,0.01953125,0.0,0.0,0.0,False,0.8518343567942056,1.4142135623730951,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8028,G0_current_predicted,CenterH,LGE-only,False,0,20,0,0.0,0.0,0.0,0.0,0.0,False,0.0,,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8028,G1_GT_anatomy,CenterH,LGE-only,False,0,20,0,0.0,0.0,0.0,0.0,0.0,False,1.0,,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8028,G2_supported_denominator,CenterH,LGE-only,False,0,20,0,0.0,0.0,0.0,0.0,0.0,False,0.0,,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
Case8028,G3_repaired_predicted,CenterH,LGE-only,False,0,20,0,0.0,0.0,0.0,0.0,0.0,False,0.0,,0.0,0.0,0.0,0.0,"{""unsupported_slice"": 20}"
