case_count,case_id_sample,edema_negative,edema_positive,encoder_profile_expected,mean_weight_mean,row_count,scar_negative,scar_positive,selected_case_ids,semantic_task,slot_group,slot_kind,slot_modalities,slot_modality,source_model_variant,source_path,status,step_max,step_min,task,usage_source,valid_fraction_mean,variant
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.09086013251356734,992,,,,anatomy,shared,shared,,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale0,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.012025558577372595,496,,,,anatomy,lge_private,private,,LGE,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale0,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0026960610501250374,496,,,,anatomy,t2_private,private,,T2,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale0,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.023501168342796343,496,,,,anatomy,c0_private,private,,C0,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale0,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0007031249711402661,496,,,,anatomy,interaction_lge_t2,interaction,LGE;T2,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale0,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.019213435644961727,496,,,,anatomy,interaction_lge_c0,interaction,LGE;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale0,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.010140388665956467,496,,,,anatomy,interaction_t2_c0,interaction,T2;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale0,retrieval_usage_summary,0.49193548387096775,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.040963493421875156,992,,,,scar,shared,shared,,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale0,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.09908487759680758,496,,,,scar,lge_private,private,,LGE,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale0,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0007031249720790995,496,,,,scar,t2_private,private,,T2,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale0,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0006063507814448507,496,,,,scar,c0_private,private,,C0,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale0,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.045525237898654,496,,,,scar,interaction_lge_t2,interaction,LGE;T2,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale0,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.021692236311683964,496,,,,scar,interaction_lge_c0,interaction,LGE;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale0,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.00046118949830997735,496,,,,scar,interaction_t2_c0,interaction,T2;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale0,retrieval_usage_summary,0.49193548387096775,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.04769022277885655,992,,,,edema,shared,shared,,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale0,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0023488909472718896,496,,,,edema,lge_private,private,,LGE,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale0,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.08216287993092274,496,,,,edema,t2_private,private,,T2,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale0,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0007934292755840767,496,,,,edema,c0_private,private,,C0,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale0,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
