case_count,case_id_sample,edema_negative,edema_positive,encoder_profile_expected,mean_weight_mean,row_count,scar_negative,scar_positive,selected_case_ids,semantic_task,slot_group,slot_kind,slot_modalities,slot_modality,source_model_variant,source_path,status,step_max,step_min,task,usage_source,valid_fraction_mean,variant
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.042726886134445405,496,,,,edema,interaction_lge_t2,interaction,LGE;T2,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale0,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0006063507936496828,496,,,,edema,interaction_lge_c0,interaction,LGE;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale0,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.025981123605531814,496,,,,edema,interaction_t2_c0,interaction,T2;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale0,retrieval_usage_summary,0.49193548387096775,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0767995806581307,992,,,,anatomy,shared,shared,,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale1,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.00433004510329826,496,,,,anatomy,lge_private,private,,LGE,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale1,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.015349298443212436,496,,,,anatomy,t2_private,private,,T2,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale1,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0037441310853483308,496,,,,anatomy,c0_private,private,,C0,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale1,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.007252380239679629,496,,,,anatomy,interaction_lge_t2,interaction,LGE;T2,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale1,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.039298956785416755,496,,,,anatomy,interaction_lge_c0,interaction,LGE;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale1,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.026426032048602204,496,,,,anatomy,interaction_t2_c0,interaction,T2;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale1,retrieval_usage_summary,0.49193548387096775,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.02190208385582082,992,,,,scar,shared,shared,,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale1,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.12031676438404716,496,,,,scar,lge_private,private,,LGE,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale1,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0008603405689017006,496,,,,scar,t2_private,private,,T2,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale1,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.022775200482541433,496,,,,scar,c0_private,private,,C0,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale1,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.047583508738288434,496,,,,scar,interaction_lge_t2,interaction,LGE;T2,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale1,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.012549659236444109,496,,,,scar,interaction_lge_c0,interaction,LGE;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale1,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0021103644172516425,496,,,,scar,interaction_t2_c0,interaction,T2;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale1,retrieval_usage_summary,0.49193548387096775,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.04897994235720797,992,,,,edema,shared,shared,,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale1,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0017111371074157256,496,,,,edema,lge_private,private,,LGE,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale1,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.09266255138021323,496,,,,edema,t2_private,private,,T2,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale1,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0006063507706482685,496,,,,edema,c0_private,private,,C0,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale1,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.030281307615364166,496,,,,edema,interaction_lge_t2,interaction,LGE;T2,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale1,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0006063507706482685,496,,,,edema,interaction_lge_c0,interaction,LGE;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale1,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.026172421258618874,496,,,,edema,interaction_t2_c0,interaction,T2;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,edema_scale1,retrieval_usage_summary,0.49193548387096775,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.07221600450511981,992,,,,anatomy,shared,shared,,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale2,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.042232938265383824,496,,,,anatomy,lge_private,private,,LGE,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale2,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.012132573380034544,496,,,,anatomy,t2_private,private,,T2,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale2,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.004314095188625112,496,,,,anatomy,c0_private,private,,C0,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale2,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.007616553624698539,496,,,,anatomy,interaction_lge_t2,interaction,LGE;T2,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale2,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.038810646126348144,496,,,,anatomy,interaction_lge_c0,interaction,LGE;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale2,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0004611895015958937,496,,,,anatomy,interaction_t2_c0,interaction,T2;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,anatomy_scale2,retrieval_usage_summary,0.49193548387096775,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.014811422997809132,992,,,,scar,shared,shared,,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale2,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.1298442057985437,496,,,,scar,lge_private,private,,LGE,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale2,retrieval_usage_summary,1.0,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0008924487691171723,496,,,,scar,t2_private,private,,T2,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale2,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.000606350782383684,496,,,,scar,c0_private,private,,C0,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale2,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.0424860908603859,496,,,,scar,interaction_lge_t2,interaction,LGE;T2,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale2,retrieval_usage_summary,0.6532258064516129,m7_full_srr_context_arbitration
76,Case1001;Case1004;Case1012;Case1017;Case1020;Case1025;Case1030;Case1037;Case1039;Case1056;Case1061;Case1066,,,balanced_4scale,0.046086873432936805,496,,,,scar,interaction_lge_c0,interaction,LGE;C0,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/retrieval_usage.csv,,12300.0,1.0,scar_scale2,retrieval_usage_summary,0.5887096774193549,m7_full_srr_context_arbitration
