variant,step_min,step_max,branch_correction_open_rate_mean,proposal_weight_mean,refiner_weight_mean,final_logit_delta_roi_abs_mean,correction_opportunity_loss_last,evidence_status
m7_followup2_primary_repair,1,3300,0.9054054054054054,0.07451656805603085,0.07860382475160263,1.3753634377105817,0.1336931586265564,POST_JOB_RUNTIME_AGGREGATED
