component,source_path,stage,step,value,variant
edema_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/training_log.csv,low_lr_calibration,12300,0.33828896284103394,m7_full_srr_context_arbitration
scar_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/training_log.csv,low_lr_calibration,12300,0.6975376009941101,m7_full_srr_context_arbitration
scar_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/training_log.csv,low_lr_calibration,12300,0.6559677124023438,m7_full_srr_context_arbitration
scar_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/training_log.csv,low_lr_calibration,12300,0.9812500476837158,m7_full_srr_context_arbitration
scar_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/training_log.csv,low_lr_calibration,12300,0.7163071632385254,m7_full_srr_context_arbitration
loss_anatomy_union_lv_rv,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,1.5835912227630615,m7_conservative_component_arbitration
loss_scar_proposal,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.26869523525238037,m7_conservative_component_arbitration
loss_edema_proposal_t2_present_only,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,-0.0,m7_conservative_component_arbitration
loss_scar_refiner_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.8583618402481079,m7_conservative_component_arbitration
loss_edema_refiner_t2_present_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,-0.0,m7_conservative_component_arbitration
loss_anchor_preservation_outside_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,6.883736318741285e-07,m7_conservative_component_arbitration
loss_branch_arbitration_consistency,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,3.124732756987214e-07,m7_conservative_component_arbitration
loss_bounded_correction,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,3.985187292098999,m7_conservative_component_arbitration
loss_component_remote_fp,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.5759615302085876,m7_conservative_component_arbitration
loss_no_t2_edema_safety,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.0001350797392660752,m7_conservative_component_arbitration
loss_dictionary_entropy_coverage_load_balance,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.0038680126890540123,m7_conservative_component_arbitration
loss_prototype_diversity_margin,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.37706488370895386,m7_conservative_component_arbitration
m6_expanded_total_loss,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,2.9242026805877686,m7_conservative_component_arbitration
anatomy_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.9880000948905945,m7_conservative_component_arbitration
anatomy_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.8087857365608215,m7_conservative_component_arbitration
anatomy_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.9879999756813049,m7_conservative_component_arbitration
anatomy_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.9880000352859497,m7_conservative_component_arbitration
edema_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.0,m7_conservative_component_arbitration
edema_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.0,m7_conservative_component_arbitration
edema_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.0,m7_conservative_component_arbitration
edema_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.0,m7_conservative_component_arbitration
scar_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.8866799473762512,m7_conservative_component_arbitration
scar_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.8835716843605042,m7_conservative_component_arbitration
scar_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.8737390637397766,m7_conservative_component_arbitration
scar_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,1,0.8839678168296814,m7_conservative_component_arbitration
loss_anatomy_union_lv_rv,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.8130637407302856,m7_conservative_component_arbitration
loss_scar_proposal,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.12291266769170761,m7_conservative_component_arbitration
loss_edema_proposal_t2_present_only,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.5234431624412537,m7_conservative_component_arbitration
loss_scar_refiner_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.5342023372650146,m7_conservative_component_arbitration
loss_edema_refiner_t2_present_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.5303089618682861,m7_conservative_component_arbitration
loss_anchor_preservation_outside_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,4.016217189928284e-06,m7_conservative_component_arbitration
loss_branch_arbitration_consistency,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,3.5833363654091954e-07,m7_conservative_component_arbitration
loss_bounded_correction,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,3.9868762493133545,m7_conservative_component_arbitration
loss_component_remote_fp,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.2879200577735901,m7_conservative_component_arbitration
loss_no_t2_edema_safety,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,-0.0,m7_conservative_component_arbitration
loss_dictionary_entropy_coverage_load_balance,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.0025172363966703415,m7_conservative_component_arbitration
loss_prototype_diversity_margin,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.19832134246826172,m7_conservative_component_arbitration
m6_expanded_total_loss,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,2.67262864112854,m7_conservative_component_arbitration
anatomy_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.9833333492279053,m7_conservative_component_arbitration
anatomy_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.9833333492279053,m7_conservative_component_arbitration
anatomy_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.9833333492279053,m7_conservative_component_arbitration
anatomy_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.9833333492279053,m7_conservative_component_arbitration
edema_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.9800000190734863,m7_conservative_component_arbitration
edema_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.7900803089141846,m7_conservative_component_arbitration
edema_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.9800001382827759,m7_conservative_component_arbitration
edema_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.9800000190734863,m7_conservative_component_arbitration
scar_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.9800000786781311,m7_conservative_component_arbitration
scar_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.9800000190734863,m7_conservative_component_arbitration
scar_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.9800000190734863,m7_conservative_component_arbitration
scar_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,100,0.833359956741333,m7_conservative_component_arbitration
loss_anatomy_union_lv_rv,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.6334660649299622,m7_conservative_component_arbitration
loss_scar_proposal,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.05682573840022087,m7_conservative_component_arbitration
loss_edema_proposal_t2_present_only,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,-0.0,m7_conservative_component_arbitration
loss_scar_refiner_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.5373545289039612,m7_conservative_component_arbitration
loss_edema_refiner_t2_present_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,-0.0,m7_conservative_component_arbitration
loss_anchor_preservation_outside_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,1.1989993708994007e-07,m7_conservative_component_arbitration
loss_branch_arbitration_consistency,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,5.941910785622895e-08,m7_conservative_component_arbitration
loss_bounded_correction,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,3.997826337814331,m7_conservative_component_arbitration
loss_component_remote_fp,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.13447196781635284,m7_conservative_component_arbitration
loss_no_t2_edema_safety,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.0001350797392660752,m7_conservative_component_arbitration
loss_dictionary_entropy_coverage_load_balance,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.0029570702463388443,m7_conservative_component_arbitration
loss_prototype_diversity_margin,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.18243926763534546,m7_conservative_component_arbitration
m6_expanded_total_loss,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,1.3581968545913696,m7_conservative_component_arbitration
anatomy_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.9880000352859497,m7_conservative_component_arbitration
anatomy_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.9880000352859497,m7_conservative_component_arbitration
anatomy_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.9879999756813049,m7_conservative_component_arbitration
anatomy_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.9879999160766602,m7_conservative_component_arbitration
edema_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.0,m7_conservative_component_arbitration
edema_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.0,m7_conservative_component_arbitration
edema_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.0,m7_conservative_component_arbitration
edema_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.0,m7_conservative_component_arbitration
scar_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.8392744064331055,m7_conservative_component_arbitration
scar_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.8598271608352661,m7_conservative_component_arbitration
scar_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.8421093225479126,m7_conservative_component_arbitration
scar_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,200,0.8362430334091187,m7_conservative_component_arbitration
loss_anatomy_union_lv_rv,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.6438532471656799,m7_conservative_component_arbitration
loss_scar_proposal,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.1504836082458496,m7_conservative_component_arbitration
loss_edema_proposal_t2_present_only,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,-0.0,m7_conservative_component_arbitration
loss_scar_refiner_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.46677130460739136,m7_conservative_component_arbitration
loss_edema_refiner_t2_present_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,-0.0,m7_conservative_component_arbitration
loss_anchor_preservation_outside_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,3.901091531588463e-06,m7_conservative_component_arbitration
loss_branch_arbitration_consistency,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,4.1649400372989476e-07,m7_conservative_component_arbitration
loss_bounded_correction,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,3.9854793548583984,m7_conservative_component_arbitration
loss_component_remote_fp,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.08766753226518631,m7_conservative_component_arbitration
loss_no_t2_edema_safety,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.0001350797392660752,m7_conservative_component_arbitration
loss_dictionary_entropy_coverage_load_balance,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.0028401438612490892,m7_conservative_component_arbitration
loss_prototype_diversity_margin,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.17090047895908356,m7_conservative_component_arbitration
m6_expanded_total_loss,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,1.3844010829925537,m7_conservative_component_arbitration
anatomy_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.9880000352859497,m7_conservative_component_arbitration
anatomy_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.9879999756813049,m7_conservative_component_arbitration
anatomy_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.9879999160766602,m7_conservative_component_arbitration
anatomy_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.9879999160766602,m7_conservative_component_arbitration
edema_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.0,m7_conservative_component_arbitration
edema_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.0,m7_conservative_component_arbitration
edema_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.0,m7_conservative_component_arbitration
edema_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.0,m7_conservative_component_arbitration
scar_scale0_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.8293231129646301,m7_conservative_component_arbitration
scar_scale1_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.8735173940658569,m7_conservative_component_arbitration
scar_scale2_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.8579179048538208,m7_conservative_component_arbitration
scar_scale3_semantic_family_mass,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,300,0.7757461071014404,m7_conservative_component_arbitration
loss_anatomy_union_lv_rv,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,0.5066229701042175,m7_conservative_component_arbitration
loss_scar_proposal,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,0.07079531252384186,m7_conservative_component_arbitration
loss_edema_proposal_t2_present_only,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,-0.0,m7_conservative_component_arbitration
loss_scar_refiner_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,0.4938420355319977,m7_conservative_component_arbitration
loss_edema_refiner_t2_present_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,-0.0,m7_conservative_component_arbitration
loss_anchor_preservation_outside_roi,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,6.447701821343799e-07,m7_conservative_component_arbitration
loss_branch_arbitration_consistency,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,8.636197890155017e-08,m7_conservative_component_arbitration
loss_bounded_correction,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,3.997249126434326,m7_conservative_component_arbitration
loss_component_remote_fp,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,0.0916493833065033,m7_conservative_component_arbitration
loss_no_t2_edema_safety,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,0.0001350797392660752,m7_conservative_component_arbitration
loss_dictionary_entropy_coverage_load_balance,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,0.0027969619259238243,m7_conservative_component_arbitration
loss_prototype_diversity_margin,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,0.16838282346725464,m7_conservative_component_arbitration
m6_expanded_total_loss,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/training_log.csv,evidence_warmup,400,1.194674015045166,m7_conservative_component_arbitration
