variant,model_variant,source_model_variant,step,stage,component,loss_value,requires_grad,grad_l2_norm,param_with_grad_count,status,zero_justification,batch_cases,t2_present_batch_fraction,target_voxel_count,checkpoint_name,checkpoint_path
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,loss_dictionary_entropy_coverage_load_balance,0.002345975721254945,True,0.0013904350518629963,120,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,loss_prototype_diversity_margin,0.09471192955970764,True,0.41637037414092243,922,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,m6_expanded_total_loss,1.6271041631698608,True,1.4248256208671903,990,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,anatomy_scale0_semantic_family_mass,0.9347918629646301,True,0.15890047419563771,22,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,anatomy_scale0_semantic_interaction_mass,0.24648545682430267,True,0.40864416269562204,22,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,anatomy_scale1_semantic_family_mass,0.9294126033782959,True,0.1302811051882291,40,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,anatomy_scale1_semantic_interaction_mass,0.469166100025177,True,0.5902342119342789,40,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,anatomy_scale2_semantic_family_mass,0.7322150468826294,True,0.560489795550987,58,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,anatomy_scale2_semantic_interaction_mass,0.2443113625049591,True,0.7399739737544284,58,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,anatomy_scale3_semantic_family_mass,0.8733837604522705,True,0.20662145916812505,76,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,anatomy_scale3_semantic_interaction_mass,0.12876851856708527,True,0.35834519181769875,76,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,edema_scale0_semantic_family_mass,0.4650018513202667,True,0.07742752790517472,22,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,edema_scale0_semantic_interaction_mass,0.5292248725891113,True,0.5535304249128352,22,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,edema_scale1_semantic_family_mass,0.4906250834465027,True,0.0,40,PASS_ZERO_JUSTIFIED,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,edema_scale1_semantic_interaction_mass,0.40070536732673645,True,0.353075445366567,40,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,edema_scale2_semantic_family_mass,0.2825792133808136,True,0.29734302002778257,58,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,edema_scale2_semantic_interaction_mass,0.2214478850364685,True,0.6026313157435067,58,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,edema_scale3_semantic_family_mass,0.1687258630990982,True,0.4594807799031354,76,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,edema_scale3_semantic_interaction_mass,0.3337017297744751,True,0.9189615522134955,76,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,scar_scale0_semantic_family_mass,0.519014298915863,True,0.3780459436078448,22,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,scar_scale0_semantic_interaction_mass,0.38993045687675476,True,0.36664631803142816,22,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,scar_scale1_semantic_family_mass,0.6089251041412354,True,0.3644859078887098,40,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,scar_scale1_semantic_interaction_mass,0.4286234974861145,True,0.3709707384178293,40,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,scar_scale2_semantic_family_mass,0.789199948310852,True,0.2244211984599072,58,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,scar_scale2_semantic_interaction_mass,0.5412737131118774,True,0.5168301860371335,58,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,scar_scale3_semantic_family_mass,0.6124318838119507,True,0.6620004433318861,76,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_full_srr_context_arbitration,m7_full_srr_context_arbitration,m6_full_srr_context_arbitration,12382,continued_gradient_sanity,scar_scale3_semantic_interaction_mass,0.394199401140213,True,0.8124855322508515,76,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_full_srr_context_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,loss_anatomy_union_lv_rv,0.5283054709434509,True,1.0446827814558886,546,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,loss_scar_proposal,0.1288125067949295,True,0.15284825724022305,591,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,loss_edema_proposal_t2_present_only,0.264780730009079,True,0.4374211607415014,591,PASS,,"Case2002,Case1002",0.5,1431,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,loss_scar_refiner_roi,0.28922560811042786,True,0.2380302467673054,599,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,loss_edema_refiner_t2_present_roi,0.3341643512248993,True,0.5214445287846583,599,PASS,,"Case2002,Case1002",0.5,1431,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,loss_anchor_preservation_outside_roi,4.1303698594674643e-07,True,2.3227902687083288e-07,654,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,loss_branch_arbitration_consistency,4.1692146623972803e-08,True,4.4475874498536594e-07,638,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,loss_bounded_correction,3.821324110031128,True,0.39703817306672584,652,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,loss_component_remote_fp,0.012403901666402817,True,0.06337300464885363,652,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,loss_no_t2_edema_safety,0.0001350797392660752,True,0.0,599,PASS_ZERO_JUSTIFIED,"LEGITIMATE_SATURATED_NO_T2_SAFETY_BOUNDARY: no-T2 safety scalar is recorded, requires_grad is true, and zero local gradient reflects saturated near-zero edema outputs","Case2002,Case1002",0.5,1,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,loss_dictionary_entropy_coverage_load_balance,0.0036882569547742605,True,0.002334373968000689,120,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,loss_prototype_diversity_margin,0.0883105918765068,True,0.5060130532792505,586,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,m6_expanded_total_loss,1.6414231061935425,True,1.4529022092232708,654,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,anatomy_scale0_semantic_family_mass,0.8229830265045166,True,0.3074703254031192,22,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,anatomy_scale1_semantic_family_mass,0.8060464262962341,True,0.3245235224281205,40,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,anatomy_scale2_semantic_family_mass,0.9856667518615723,True,5.813704659537807e-10,58,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,anatomy_scale3_semantic_family_mass,0.9856666326522827,True,3.55333814693549e-10,76,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,edema_scale0_semantic_family_mass,0.21090513467788696,True,0.39893649750573756,22,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,edema_scale0_semantic_interaction_mass,0.0033333336468786,True,0.0,22,PASS_ZERO_JUSTIFIED,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,edema_scale1_semantic_family_mass,0.49000000953674316,True,0.0,40,PASS_ZERO_JUSTIFIED,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,edema_scale1_semantic_interaction_mass,0.13599348068237305,True,0.2149319728078525,40,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,edema_scale2_semantic_family_mass,0.49000000953674316,True,0.0,58,PASS_ZERO_JUSTIFIED,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
m7_conservative_component_arbitration,m7_conservative_component_arbitration,m6_conservative_component_arbitration,17660,continued_gradient_sanity,edema_scale2_semantic_interaction_mass,0.19765296578407288,True,0.3411546258219015,58,PASS,,"Case2002,Case1002",0.5,3298,checkpoint_final,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/checkpoints/fold_0/propref_config/checkpoint_final.pt
