epoch,mean_loss,max_loss,loss_is_finite,scar_changed_voxels_train_patches,no_t2_new_edema_voxels_train_patches
1,0.2288495823442936,0.5507818460464478,True,0,0
2,0.22593765829503537,0.5490756630897522,True,0,0
3,0.22486394910514354,0.5524846911430359,True,0,0
4,0.22254061840474607,0.553223729133606,True,0,0
5,0.2152935000360012,0.5186938047409058,True,0,0
6,0.23377850046753884,0.5536743402481079,True,0,0
7,0.2402326720058918,0.5542272925376892,True,0,0
8,0.23053584891557694,0.5530630946159363,True,0,0
9,0.21842551600933074,0.5189898610115051,True,0,0
10,0.22841207899153232,0.5212928056716919,True,0,0
11,0.22266169284284115,0.5545148253440857,True,0,0
12,0.22467648880183697,0.5534536242485046,True,0,0
13,0.23526450999081136,0.543107271194458,True,0,0
14,0.23684242747724057,0.551604151725769,True,0,0
15,0.23106638897955417,0.5254803895950317,True,0,0
16,0.2296274212896824,0.5290569067001343,True,0,0
17,0.22367432476580143,0.518120288848877,True,0,0
18,0.21827881740033628,0.5176279544830322,True,0,0
19,0.22242025741934776,0.519154965877533,True,0,0
20,0.2348278974890709,0.525363564491272,True,0,0
21,0.21479591611027718,0.5188657641410828,True,0,0
22,0.221700459882617,0.5547566413879395,True,0,0
23,0.22115448421239853,0.48659899830818176,True,0,0
24,0.23178732754290104,0.5198450088500977,True,0,0
25,0.228266648709774,0.5532369613647461,True,0,0
26,0.2239363903105259,0.5188637971878052,True,0,0
27,0.22184110790491104,0.5531359314918518,True,0,0
28,0.2330382755845785,0.5540397763252258,True,0,0
29,0.22337981724739076,0.5089625716209412,True,0,0
30,0.22547064976394177,0.518872857093811,True,0,0
31,0.22784013377130033,0.5521675944328308,True,0,0
32,0.22189517429471015,0.551595151424408,True,0,0
33,0.22348436515033246,0.5433242917060852,True,0,0
34,0.2120815734863281,0.5229491591453552,True,0,0
35,0.22950993171334266,0.554105818271637,True,0,0
36,0.2268467251509428,0.5532740950584412,True,0,0
37,0.2202145718485117,0.5479329228401184,True,0,0
38,0.22771187713742255,0.5499100685119629,True,0,0
39,0.21756345622241496,0.5182804465293884,True,0,0
40,0.22132567727565766,0.5192984342575073,True,0,0
41,0.22790508043766022,0.5171952843666077,True,0,0
42,0.2191967493891716,0.5536584854125977,True,0,0
43,0.23137111876904964,0.5263605117797852,True,0,0
44,0.2171716755479574,0.5188525319099426,True,0,0
45,0.21787599973380567,0.552853524684906,True,0,0
