case_id,mode,source_fold,image_shape_zyx,availability_lge_t2_c0,source_probability_path,source_prediction_path,output_prediction_path,gt_path,model_forward_count,checkpoint_actual_load_count,prototype_memory_actual_load_count,memory_query_policy,raw_anchor_used_for_final_baseline,safety_context_used_for_srr_evidence,changed_voxels,raw_label_mismatch,anchor_identity_softmax_max_abs_delta,nonidentity_downstream_tensor_max_abs_delta,no_t2_case,no_t2_full_chain_exact_zero,geometry_matches_gt,output_sha256
Case1045,srr_no_anchor_control,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case1045.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1045.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,20136,0,,3.91953182220459,True,True,True,7aa3c0737533962e69f28712a61cf7523d8479bbfe9b6bbbaef28109f487fb4d
Case1047,srr_no_anchor_control,0,"[24, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1047.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1047.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case1047.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1047.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,70427,0,,3.7749240398406982,True,True,True,ffc055edb5173d33578601509489af69c49bbb64e8ee03329225dae9ea363513
Case1053,srr_no_anchor_control,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1053.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1053.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case1053.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1053.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,36189,0,,3.853213310241699,True,True,True,5434caf69837841d44437217e18f627d27e8db5dfc8939a14e6d46a712a7b453
Case1062,srr_no_anchor_control,0,"[20, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1062.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1062.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case1062.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1062.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,58414,0,,3.7452383041381836,True,True,True,9b28e4b8bcc783310bb28e345792d11212feb1a3ea06f63daa8d03fba9bc9c99
Case1070,srr_no_anchor_control,0,"[20, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1070.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1070.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case1070.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1070.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,44911,0,,3.7662248611450195,True,True,True,82f56c00c73c309f2809ad545ac4f9d836b75434a74a73180d6a5d4b83879796
Case1073,srr_no_anchor_control,0,"[10, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1073.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1073.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case1073.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1073.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,52023,0,,3.7077016830444336,True,True,True,6e49bdbf373215c92eff21571dbd14bca8aadd62aec2fc39b85bcae15c1c7384
Case1080,srr_no_anchor_control,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1080.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1080.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case1080.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1080.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,22025,0,,3.975919008255005,True,True,True,b22b18b445cf44a1ae974ccb8fa50f5feab7ecef1bc5068982c62c3339b89e9f
Case2002,srr_no_anchor_control,0,"[6, 251, 264]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case2002.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2002.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,88984,0,,3.2626256942749023,False,True,True,cc48e0397246130aa8ed534d96f2bf3506d132ec92b79fa22fd92df0ee7af714
Case2007,srr_no_anchor_control,0,"[6, 166, 160]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2007.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2007.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case2007.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2007.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,14992,0,,3.3478357791900635,False,True,True,638af3a59720db0e5b56f7509e55c640efe4aac6284af1a652392d0701dd1586
Case2008,srr_no_anchor_control,0,"[5, 257, 225]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case2008.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2008.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,64792,0,,3.4385533332824707,False,True,True,41e6716a92202648be5609cd1afd899f1d52252c0304b8ef25f3bac38d80c651
Case2017,srr_no_anchor_control,0,"[5, 257, 248]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2017.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2017.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case2017.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2017.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,70605,0,,3.2763614654541016,False,True,True,08d7e44e11ec41c4e25cdc23ca2ff0e652bdf211be1d609542faf32b9fbc7a7b
Case2020,srr_no_anchor_control,0,"[6, 160, 160]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2020.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2020.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case2020.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2020.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,26088,0,,3.456705331802368,False,True,True,ac67dfde3faebc51235636056d33ca6e3403c4fba2d7c815fb0ecc8f67a36856
Case2031,srr_no_anchor_control,0,"[3, 255, 247]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case2031.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2031.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,55274,0,,3.4206295013427734,False,True,True,92c6201a65e44dc1ad2feb4c3234586e9c8a545e65b68bef1dbda8516ca37fff
Case2033,srr_no_anchor_control,0,"[7, 247, 225]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2033.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2033.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case2033.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2033.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,83974,0,,3.1963956356048584,False,True,True,1ed9fdb3e01eff59bfacadf015c6d8a0ba09cb097622dc4bfe41cb613d8bed2c
Case3004,srr_no_anchor_control,0,"[6, 478, 481]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case3004.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3004.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,248562,0,,3.4529995918273926,False,True,False,98c0d0c7c9840103698160383e1419d5b621489fa768b9b6b791f3023bee82e1
Case3011,srr_no_anchor_control,0,"[2, 498, 489]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3011.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3011.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case3011.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3011.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,72721,0,,3.304520606994629,False,True,False,89d346969df220c05e2ab612210fc5d94726abbab622f25f68003c4fb952698d
Case3012,srr_no_anchor_control,0,"[5, 477, 477]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case3012.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3012.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,193706,0,,3.3926947116851807,False,True,False,3963d88f4b02d1ae5150e7b2613bebd799f2058a3e2ba7fef26a31f01e33b081
Case3023,srr_no_anchor_control,0,"[3, 479, 481]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case3023.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3023.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,135378,0,,3.5942840576171875,False,True,False,c8d679996e0fe8eff161156ceb6b02e726cac9b658e4b7a3338cc1e3b5fabd9d
Case3026,srr_no_anchor_control,0,"[5, 471, 474]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3026.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3026.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case3026.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3026.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,136507,0,,3.3888564109802246,False,True,False,b9d5b7a99afec04e446f502fbaec012211a4329135098971d49bbda82786df92
Case3034,srr_no_anchor_control,0,"[4, 458, 462]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3034.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3034.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case3034.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3034.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,172032,0,,3.301882028579712,False,True,False,a80916dc65de57855495435caa30a7363c6e65a7866b1e94aa34ea161c9ae235
Case3038,srr_no_anchor_control,0,"[3, 508, 506]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case3038.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3038.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,58774,0,,3.85434889793396,False,True,True,afd0faa7fee133d7b3566da9e94e2b87b40dd2e0768b7282b30b80e42bddff79
Case3040,srr_no_anchor_control,0,"[3, 495, 498]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3040.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3040.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case3040.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3040.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,123462,0,,3.5079784393310547,False,True,False,f9b1bfaff5a7070ddfc6cc4e2ce829b3a271e201ccb8dbe1ab8463c70ad358b2
Case3044,srr_no_anchor_control,0,"[3, 499, 501]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3044.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3044.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case3044.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3044.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,133400,0,,3.375403881072998,False,True,True,15fb6f2d8de4d5060215d5edbaed9e56cdae2fea8bcd4e048c896941b4722387
Case5005,srr_no_anchor_control,0,"[6, 256, 256]","1.0,0.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/srr_no_anchor_control/predictions/Case5005.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5005.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,11085,0,,3.996234893798828,True,True,True,c164f86fcc9d0ffe370ec3d6b781291c752a57a55f403902393cda70ebb9caf6
