case_id,mode,source_fold,image_shape_zyx,availability_lge_t2_c0,source_probability_path,source_prediction_path,output_prediction_path,gt_path,model_forward_count,checkpoint_actual_load_count,prototype_memory_actual_load_count,memory_query_policy,raw_anchor_used_for_final_baseline,safety_context_used_for_srr_evidence,changed_voxels,raw_label_mismatch,anchor_identity_softmax_max_abs_delta,nonidentity_downstream_tensor_max_abs_delta,no_t2_case,no_t2_full_chain_exact_zero,geometry_matches_gt,output_sha256
Case1045,anchor_bounded_srr_correction,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case1045.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1045.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,17,0,,3.91953182220459,True,True,True,8f103b772d5346e854d8f060baaa6e59ed3a9253147694f401e948bb35dbb336
Case1047,anchor_bounded_srr_correction,0,"[24, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1047.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1047.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case1047.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1047.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,55,0,,3.7749240398406982,True,True,True,382328b18a73025aed05bdd45871cdb57165abf65fc4713ca4f8b4aac13530e0
Case1053,anchor_bounded_srr_correction,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1053.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1053.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case1053.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1053.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,20,0,,3.853213310241699,True,True,True,69e7132818f369747efab98ac1431d003e03165eb4a2368b75fac6f2db1229cd
Case1062,anchor_bounded_srr_correction,0,"[20, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1062.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1062.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case1062.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1062.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,13,0,,3.7452383041381836,True,True,True,65eacfeafaf422c6e703731fbb873de937240beabd8425d3019004bff7604c91
Case1070,anchor_bounded_srr_correction,0,"[20, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1070.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1070.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case1070.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1070.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,24,0,,3.7662248611450195,True,True,True,fa3c36ef7c088c53dd126a5b267bc919b477f107231a0658fe16ff032d76dd8a
Case1073,anchor_bounded_srr_correction,0,"[10, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1073.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1073.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case1073.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1073.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,11,0,,3.7077016830444336,True,True,True,d7fd108d071423c74ab82f4f1d422fdf5f5dea49986f055fe67a65a6b9fb7301
Case1080,anchor_bounded_srr_correction,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1080.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1080.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case1080.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1080.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,220,0,,3.975919008255005,True,True,True,4ed57ecbe412d1744864235fd2b750aca974e197c55440ae1ca71396ff25d85e
Case2002,anchor_bounded_srr_correction,0,"[6, 251, 264]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case2002.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2002.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,19,0,,3.2626256942749023,False,True,True,9aa0889580e4858daabf726ca614219e35f9301d907beeb65a3a9860631d4935
Case2007,anchor_bounded_srr_correction,0,"[6, 166, 160]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2007.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2007.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case2007.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2007.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,11,0,,3.3478357791900635,False,True,True,59fc837d7cb12929c3d8af3cfc713e991985787db5d9f1c1dcf4b0beaa811bdc
Case2008,anchor_bounded_srr_correction,0,"[5, 257, 225]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case2008.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2008.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,7,0,,3.4385533332824707,False,True,True,2bfdd6a321d1399b81cc92516906e946b67fa919e8739601c990b334f79cf9e9
Case2017,anchor_bounded_srr_correction,0,"[5, 257, 248]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2017.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2017.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case2017.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2017.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,13,0,,3.2763614654541016,False,True,True,bb67e85a8d8bf5dbfaf487558979ecf9b7cf6de6ac6d00eafffaacb8dc573cfe
Case2020,anchor_bounded_srr_correction,0,"[6, 160, 160]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2020.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2020.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case2020.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2020.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,2,0,,3.456705331802368,False,True,True,f34be3ebc809b9942d6a7350791f41d00e9178d69548ded7b6a4d7a577f30aac
Case2031,anchor_bounded_srr_correction,0,"[3, 255, 247]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case2031.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2031.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,0,0,,3.4206295013427734,False,True,True,2b679fd882bf706a2776dba39359d9bf49b4ce4c1f5940896ae6476b643dc9b0
Case2033,anchor_bounded_srr_correction,0,"[7, 247, 225]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2033.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2033.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case2033.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2033.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,6,0,,3.1963956356048584,False,True,True,2c3e3a83ef5adeba0a997efdb54b69d09a8d00415f7c253f5a3ede595894e2f5
Case3004,anchor_bounded_srr_correction,0,"[6, 478, 481]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case3004.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3004.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,3,0,,3.4529995918273926,False,True,False,dcc8f4671ef2b8e5df67d18ba96aa7db94324627e84a12ba1cf7dcf295ffe8df
Case3011,anchor_bounded_srr_correction,0,"[2, 498, 489]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3011.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3011.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case3011.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3011.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,1,0,,3.304520606994629,False,True,False,1e37383299fd3bcebaade2dd9283b4397a51a6c8436952919ebce1c1366a1953
Case3012,anchor_bounded_srr_correction,0,"[5, 477, 477]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case3012.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3012.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,12,0,,3.3926947116851807,False,True,False,93f1620135c231f962cee480cc61eadb3a77f435bb11a339d6640e9a23f03c9a
Case3023,anchor_bounded_srr_correction,0,"[3, 479, 481]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case3023.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3023.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,2,0,,3.5942840576171875,False,True,False,65571d163cf1a0859835d57a136c6c4ca2c427f7af46970ff94238ddf626a2f1
Case3026,anchor_bounded_srr_correction,0,"[5, 471, 474]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3026.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3026.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case3026.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3026.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,2,0,,3.3888564109802246,False,True,False,b5bf4991032de32e9a3bac8283eeb94e876552d6a6aa9239e39d2e6a73f57f7c
Case3034,anchor_bounded_srr_correction,0,"[4, 458, 462]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3034.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3034.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case3034.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3034.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,17,0,,3.301882028579712,False,True,False,0027fcf5209e1baf536491a4afddddbe6cd845752bf41bd0025b20a8e62418a8
Case3038,anchor_bounded_srr_correction,0,"[3, 508, 506]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case3038.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3038.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,78,0,,3.85434889793396,False,True,True,dbb848291f1575a8039c7eddd74820044c12c82687896ab39f5cfb21095bc9e0
Case3040,anchor_bounded_srr_correction,0,"[3, 495, 498]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3040.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3040.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case3040.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3040.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,11,0,,3.5079784393310547,False,True,False,1ac6f0e776d55d9fca1f5063a595124c20cf2201cbbeca62732cff9e9f86f0f9
Case3044,anchor_bounded_srr_correction,0,"[3, 499, 501]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3044.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3044.nii.gz,results/20260721_srr_batch4_forced_fold0_training/selected_checkpoint_controls/anchor_bounded_srr_correction/predictions/Case3044.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3044.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,17,0,,3.375403881072998,False,True,True,a82f3dba566afccab7dad521bc0aa7339207f1b0afaee3019f8db5a1b8b7d803
