source,actual_optimizer_steps,asset_provenance_path,best_step,checkpoint_best,checkpoint_final,checkpoint_selection_mode,checkpoint_selection_status,design,eval_cases,phase,prediction_dirs,required_optimizer_steps,required_train_loop_seconds,required_validation_events,status,stop_reason,train_loop_seconds,validation_event_count
pretrained_adapter,18228,results/20260714_srr_v3_m10_followup_cine_runtime/runtime/cinema_adapter/variants/m10_cinema_adapter/asset_provenance.json,16250,results/20260714_srr_v3_m10_followup_cine_runtime/runtime/cinema_adapter/variants/m10_cinema_adapter/checkpoints/checkpoint_best.pt,results/20260714_srr_v3_m10_followup_cine_runtime/runtime/cinema_adapter/variants/m10_cinema_adapter/checkpoints/checkpoint_final.pt,mean_lowres_cine_class_dice,M10_CINE_ADAPTER_SELECTION,CineMA CARE adapter,12,cinema_adapter,results/20260714_srr_v3_m10_followup_cine_runtime/runtime/cinema_adapter/variants/m10_cinema_adapter/lowres_validation_predictions,10000,3600,8,TERMINAL_RUNTIME_EVIDENCE,max_steps_min_train_loop_seconds_satisfied,3602.2813261389965,14
