source,actual_optimizer_steps,best_step,checkpoint_best,checkpoint_final,checkpoint_selection_mode,checkpoint_selection_status,design,eval_cases,phase,prediction_dirs,registration_gate_passed,registration_gate_path,required_optimizer_steps,required_train_loop_seconds,required_validation_events,status,stop_reason,train_loop_seconds,validation_event_count
learned_registration,25000,7500,results/20260714_srr_v3_m10_followup_cine_runtime/runtime/cine_registration/variants/m10_cine_registration/checkpoints/checkpoint_best.pt,results/20260714_srr_v3_m10_followup_cine_runtime/runtime/cine_registration/variants/m10_cine_registration/checkpoints/checkpoint_final.pt,median_warped_anatomy_dice_gain,M10_REGISTRATION_GATE_SELECTION,learned diffeomorphic Cine registration,36,cine_registration,results/20260714_srr_v3_m10_followup_cine_runtime/runtime/cine_registration/variants/m10_cine_registration/lowres_registration_qc,True,results/20260714_srr_v3_m10_followup_cine_runtime/runtime/cine_registration/variants/m10_cine_registration/registration_gate.json,25000,7200,10,TERMINAL_RUNTIME_EVIDENCE,max_steps_min_train_loop_seconds_satisfied,9234.71562547586,10
