variant,case_id,availability_pattern,scale,task,group,slot_count,active_slot_count,mean_usage,entropy,max_weight,collapse_warning,masked_invalid_slot_usage,t2_private_usage_when_no_t2,gradient_norm_or_one_step_update_status
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,shared,1,1,0.13073182106018066,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,shared,1,1,0.12700285017490387,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,shared,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,shared,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,shared,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,shared,1,1,0.13336390256881714,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,shared,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,shared,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,lge_private,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,lge_private,1,1,0.11088991910219193,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,lge_private,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,lge_private,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,t2_private,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,t2_private,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,t2_private,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,t2_private,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,c0_private,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,c0_private,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,c0_private,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,c0_private,1,1,0.12796927988529205,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,interaction_lge_t2,1,1,0.11232731491327286,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,interaction_lge_t2,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,interaction_lge_t2,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,interaction_lge_t2,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,interaction_lge_c0,1,1,0.11855268478393555,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,interaction_lge_c0,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,interaction_lge_c0,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,interaction_lge_c0,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,interaction_t2_c0,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,interaction_t2_c0,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,interaction_t2_c0,1,1,0.0009374997462145984,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,anatomy,interaction_t2_c0,1,1,0.11666206270456314,2.2096292972564697,0.13336390256881714,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,scar,shared,1,1,0.0009374998626299202,2.1860263347625732,0.17114834487438202,False,0.0,0.0,covered_by_loss_backward_sanity
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,LGE+T2+C0,0,scar,shared,1,1,0.0009374998626299202,2.1860263347625732,0.17114834487438202,False,0.0,0.0,covered_by_loss_backward_sanity
