variant,case_id,class,segmentation_weight,srr_retrieval_weight,proposal_weight,refiner_weight,chosen_source,fallback_reason,anchor_confidence,srr_confidence,correction_mask_rate,label_delta_vs_anchor,logit_delta_abs_mean,sanity_type,status,final_equals_anchor_labels,evidence_mutation
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,global,0.9362876415252686,0.06371226161718369,0.06371226161718369,0.06371226161718369,srr_v3_full_context,evidence_arbitration,0.9106167554855347,0.010684146545827389,1.0,0.14624999463558197,0.23966360092163086,correction_positive,PASS,,
m6_full_srr_context_arbitration,synthetic_low_quality_srr_evidence_empty,global,1.0,0.0,0.0,0.0,segmentation_branch,low_quality_srr_evidence_empty,0.9106167554855347,2.061153470123145e-09,0.0,0.0,0.0,low_quality_srr,PASS,True,disable_srr_evidence=True; proposal logits set to -20; ROI masks zeroed; prototypes not used for arbitration
m6_conservative_component_arbitration,synthetic_anchor_derived_t2_present,global,0.9994515180587769,0.0005484606372192502,0.0005484606372192502,0.0005484606372192502,srr_v3_conservative_component,evidence_arbitration,0.9106167554855347,0.011812299489974976,0.2016666680574417,0.0,0.0018497357377782464,correction_positive,PASS,,
m6_conservative_component_arbitration,synthetic_low_quality_srr_evidence_empty,global,1.0,0.0,0.0,0.0,segmentation_branch,low_quality_srr_evidence_empty,0.9106167554855347,2.061153470123145e-09,0.0,0.0,0.0,low_quality_srr,PASS,True,disable_srr_evidence=True; proposal logits set to -20; ROI masks zeroed; prototypes not used for arbitration
m6_scar_precision_edema_safe,synthetic_anchor_derived_t2_present,global,0.9171261787414551,0.08287384361028671,0.08287384361028671,0.08287384361028671,srr_v3_scar_precision_edema_safe,evidence_arbitration,0.9106167554855347,0.012345694936811924,1.0,0.0008333333535119891,0.3131650686264038,correction_positive,PASS,,
m6_scar_precision_edema_safe,synthetic_low_quality_srr_evidence_empty,global,1.0,0.0,0.0,0.0,segmentation_branch,low_quality_srr_evidence_empty,0.9106167554855347,2.061153470123145e-09,0.0,0.0,0.0,low_quality_srr,PASS,True,disable_srr_evidence=True; proposal logits set to -20; ROI masks zeroed; prototypes not used for arbitration
