variant,case_id,class,anchor_source_path,anchor_probabilities_shape,anchor_hard_prediction_shape,component_mask_shape,anchor_nonzero_rate,component_nonzero_rate,component_count,anchor_entropy_mean,anchor_margin_mean,anchor_confidence_mean,used_by_proposal,used_by_refiner,used_by_arbitration
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,scar,synthetic_known_error_anchor_probabilities,1x6x6x20x20,1x1x6x20x20,1x1x6x20x20,0.20208333432674408,0.0033333334140479565,1,0.07881735265254974,0.822394073009491,0.9106167554855347,True,True,True
m6_full_srr_context_arbitration,synthetic_anchor_derived_t2_present,edema,synthetic_known_error_anchor_probabilities,1x6x6x20x20,1x1x6x20x20,1x1x6x20x20,0.20208333432674408,0.007499999832361937,1,0.07881735265254974,0.822394073009491,0.9106167554855347,True,True,True
m6_conservative_component_arbitration,synthetic_anchor_derived_t2_present,scar,synthetic_known_error_anchor_probabilities,1x6x6x20x20,1x1x6x20x20,1x1x6x20x20,0.20208333432674408,0.0033333334140479565,1,0.07881735265254974,0.822394073009491,0.9106167554855347,True,True,True
m6_conservative_component_arbitration,synthetic_anchor_derived_t2_present,edema,synthetic_known_error_anchor_probabilities,1x6x6x20x20,1x1x6x20x20,1x1x6x20x20,0.20208333432674408,0.007499999832361937,1,0.07881735265254974,0.822394073009491,0.9106167554855347,True,True,True
m6_scar_precision_edema_safe,synthetic_anchor_derived_t2_present,scar,synthetic_known_error_anchor_probabilities,1x6x6x20x20,1x1x6x20x20,1x1x6x20x20,0.20208333432674408,0.0033333334140479565,1,0.07881735265254974,0.822394073009491,0.9106167554855347,True,True,True
m6_scar_precision_edema_safe,synthetic_anchor_derived_t2_present,edema,synthetic_known_error_anchor_probabilities,1x6x6x20x20,1x1x6x20x20,1x1x6x20x20,0.20208333432674408,0.007499999832361937,1,0.07881735265254974,0.822394073009491,0.9106167554855347,True,True,True
