variant,step,stage,loss,evidence_loss,final_loss,scar_proposal_loss,edema_proposal_loss,proposal_margin_loss,roi_cover_loss,roi_remote_loss,proposal_weight,refine_weight,edema_supervised_batch_fraction,batch_cases,elapsed_seconds
srr_propref_shared_dual_dict,1,evidence_warmup,3.735300302505493,3.735300302505493,3.7352685928344727,0.787746250629425,0.5761624574661255,0.28371405601501465,0.6866505742073059,0.3033248484134674,0.0,0.0,0.5,"Case1068,Case3029",0.19259868099470623
srr_propref_shared_dual_dict,50,evidence_warmup,2.443006753921509,2.443006753921509,2.456254005432129,0.7025203704833984,0.6952599287033081,0.27952247858047485,0.7184401750564575,0.2128138393163681,0.0,0.0,1.0,"Case3027,Case2006",3.5993324009905336
srr_propref_shared_dual_dict,100,evidence_warmup,2.118760347366333,2.118760347366333,2.135021924972534,0.6613576412200928,0.43118903040885925,0.26639315485954285,0.5702078938484192,0.1514938771724701,0.0,0.0,0.5,"Case3021,Case8004",7.0007638319948455
srr_propref_shared_dual_dict,150,evidence_warmup,2.296694278717041,2.296694278717041,2.304100275039673,0.6876934170722961,0.39697709679603577,0.27736666798591614,0.5642105340957642,0.15638308227062225,0.0,0.0,0.5,"Case3032,Case1061",10.455930639000144
srr_propref_shared_dual_dict,200,evidence_warmup,1.3321343660354614,1.3321343660354614,1.334817886352539,0.6513066291809082,-0.0,0.16990098357200623,0.33612433075904846,0.13305138051509857,0.0,0.0,0.0,"Case3009,Case8024",13.971510930001386
srr_propref_shared_dual_dict,250,evidence_warmup,1.635149598121643,1.635149598121643,1.6430165767669678,0.5947480201721191,0.5308899879455566,0.2508249580860138,0.6013325452804565,0.11118977516889572,0.0,0.0,1.0,"Case2009,Case3010",17.357227546002832
srr_propref_shared_dual_dict,300,evidence_warmup,1.1603666543960571,1.1603666543960571,1.1608847379684448,0.6365036964416504,-0.0,0.1637057662010193,0.32799339294433594,0.1553078442811966,0.0,0.0,0.0,"Case1011,Case1066",20.7799141019932
srr_propref_shared_dual_dict,300,evidence_warmup,,,,,,,,,,,,,21.043121502996655
srr_propref_shared_dual_dict,350,evidence_warmup,1.6346615552902222,1.6346615552902222,1.6382334232330322,0.5662294030189514,0.5525341033935547,0.25195130705833435,0.5904017686843872,0.11694563180208206,0.0,0.0,1.0,"Case2029,Case2023",24.448484954002197
srr_propref_shared_dual_dict,360,evidence_warmup,,,,,,,,,,,,,25.394807639997452
srr_propref_shared_dual_dict,400,proposal_dictionary,1.8348866701126099,1.4796160459518433,1.479393482208252,0.28842082619667053,0.4734286367893219,0.13820424675941467,0.4686184227466583,0.035181835293769836,0.44999998807907104,0.20000000298023224,1.0,"Case2021,Case3041",28.455267953992006
srr_propref_shared_dual_dict,450,proposal_dictionary,1.8551034927368164,1.6001981496810913,1.6044085025787354,0.35421931743621826,0.1842460036277771,0.13995426893234253,0.35880446434020996,0.03143565356731415,0.44999998807907104,0.20000000298023224,0.5,"Case3024,Case2028",32.17864670199924
srr_propref_shared_dual_dict,500,proposal_dictionary,1.3250031471252441,1.0722798109054565,1.070962905883789,0.5396806597709656,-0.0,0.10963374376296997,0.2858135402202606,0.04947292432188988,0.44999998807907104,0.20000000298023224,0.0,"Case8016,Case3005",35.93182841899397
srr_propref_shared_dual_dict,550,proposal_dictionary,1.8130884170532227,1.4238693714141846,1.4286303520202637,0.40552839636802673,0.40898433327674866,0.25209277868270874,0.4989604949951172,0.04362489655613899,0.44999998807907104,0.20000000298023224,1.0,"Case2027,Case3010",39.6429514449992
srr_propref_shared_dual_dict,600,proposal_dictionary,1.0722122192382812,0.8641043305397034,0.8616582155227661,0.4506490230560303,-0.0,0.05906521528959274,0.24975834786891937,0.04356986656785011,0.44999998807907104,0.20000000298023224,0.0,"Case6003,Case1025",43.395865769998636
srr_propref_shared_dual_dict,600,proposal_dictionary,,,,,,,,,,,,,43.65319917099259
srr_propref_shared_dual_dict,650,proposal_dictionary,1.6841328144073486,1.3808212280273438,1.3846865892410278,0.31868404150009155,0.3376803398132324,0.08830755203962326,0.43851906061172485,0.036504942923784256,0.44999998807907104,0.20000000298023224,1.0,"Case2035,Case2001",47.38125923399639
srr_propref_shared_dual_dict,700,proposal_dictionary,1.8401978015899658,1.5629345178604126,1.5679508447647095,0.39907270669937134,0.19498082995414734,0.11043518781661987,0.3600146174430847,0.02163618803024292,0.44999998807907104,0.20000000298023224,0.5,"Case2030,Case2005",51.139262083990616
srr_propref_shared_dual_dict,750,proposal_dictionary,1.799228310585022,1.505210280418396,1.5122363567352295,0.4272325336933136,0.19729003310203552,0.14425425231456757,0.37602129578590393,0.025638893246650696,0.44999998807907104,0.20000000298023224,0.5,"Case3014,Case1078",54.85879929899238
srr_propref_shared_dual_dict,800,proposal_dictionary,1.780526876449585,1.5290504693984985,1.5378167629241943,0.40751194953918457,0.13840371370315552,0.06460456550121307,0.3487723767757416,0.047656141221523285,0.44999998807907104,0.20000000298023224,0.5,"Case1003,Case2014",58.633285855990835
srr_propref_shared_dual_dict,850,proposal_dictionary,1.449939250946045,1.1730653047561646,1.1774353981018066,0.27652662992477417,0.3303438723087311,0.0420239083468914,0.4200577139854431,0.03897561505436897,0.44999998807907104,0.20000000298023224,1.0,"Case2010,Case2003",62.39102863299195
srr_propref_shared_dual_dict,900,proposal_dictionary,1.9066064357757568,1.635930061340332,1.6392349004745483,0.4041614532470703,0.18353867530822754,0.06901468336582184,0.3737476170063019,0.04228978976607323,0.44999998807907104,0.20000000298023224,0.5,"Case1076,Case2034",66.18372720699699
srr_propref_shared_dual_dict,900,proposal_dictionary,,,,,,,,,,,,,66.44552298399503
srr_propref_shared_dual_dict,950,proposal_dictionary,1.7069833278656006,1.4336578845977783,1.4395768642425537,0.4130189120769501,0.18293507397174835,0.05718030035495758,0.36566123366355896,0.05381062999367714,0.44999998807907104,0.20000000298023224,0.5,"Case8013,Case2005",70.27780370799883
srr_propref_shared_dual_dict,1000,proposal_dictionary,1.782022476196289,1.4441957473754883,1.4507074356079102,0.44791898131370544,0.29452359676361084,0.04141701012849808,0.4487780034542084,0.018079722300171852,0.44999998807907104,0.20000000298023224,1.0,"Case3005,Case2032",74.05816945599508
srr_propref_shared_dual_dict,1050,proposal_dictionary,2.107987880706787,1.8327282667160034,1.8431674242019653,0.38606196641921997,0.20882532000541687,0.0840042382478714,0.34334343671798706,0.012571906670928001,0.44999998807907104,0.20000000298023224,0.5,"Case7001,Case3024",77.82573403799324
srr_propref_shared_dual_dict,1080,proposal_dictionary,,,,,,,,,,,,,80.3176489819889
srr_propref_shared_dual_dict,1100,soft_roi_refinement,2.4330406188964844,1.4194607734680176,1.419177532196045,0.3873058259487152,0.47067517042160034,0.12330364435911179,0.4745505452156067,0.024511465802788734,0.44999998807907104,1.0,1.0,"Case3022,Case3025",81.92865019099554
