variant,step,loss,anatomy_loss,scar_loss,edema_loss,retrieval_loss,soft_containment_loss,component_compactness_loss,proposal_bce_loss,proposal_margin_loss,proposal_uncertainty_loss,edema_supervised_batch_fraction,batch_cases,elapsed_seconds
repaired_uncertainty_hardneg,1,4.106839656829834,1.4245558977127075,0.7168717384338379,0.9147713780403137,0.0006614151643589139,-0.0,-0.0,0.9111354351043701,0.2723320722579956,1.5688281059265137,1.0,"Case2022,Case3043",0.5474946862086654
repaired_uncertainty_hardneg,1,4.106839656829834,,,,,,,,,,,,0.7684292858466506
repaired_uncertainty_hardneg,500,2.4166626930236816,0.6245311498641968,0.500071108341217,0.6050493717193604,0.0009187613031826913,-0.0,-0.0,0.5831955671310425,0.31778693199157715,0.7647209167480469,1.0,"Case3027,Case2030",22.81183343566954
repaired_uncertainty_hardneg,1000,1.9200055599212646,0.7156783938407898,0.43475341796875,0.35675227642059326,0.0014158900594338775,-0.0,-0.0,0.2839943468570709,0.10394693166017532,0.6883290410041809,0.5,"Case7001,Case2022",44.919476634822786
repaired_uncertainty_hardneg,1500,1.5762783288955688,0.19455581903457642,0.41932642459869385,0.47139713168144226,0.0008647150243632495,-0.0,-0.0,0.44208312034606934,0.04356745630502701,0.6030417680740356,1.0,"Case2026,Case3032",66.0094691682607
repaired_uncertainty_hardneg,2000,1.8705828189849854,0.31418734788894653,0.5126976370811462,0.5108668804168701,0.0016339682042598724,-0.0,-0.0,0.41472119092941284,0.17977121472358704,0.5272665619850159,0.5,"Case8010,Case2015",87.85598679352552
repaired_uncertainty_hardneg,2500,1.8247778415679932,0.5859444737434387,0.37761935591697693,0.37609753012657166,0.0015762366820126772,-0.0,-0.0,0.4367372393608093,0.12947523593902588,0.7338246703147888,1.0,"Case3016,Case3020",109.97106590960175
repaired_uncertainty_hardneg,3000,1.4860682487487793,0.5403384566307068,0.3327568471431732,0.250003844499588,0.0005967146134935319,-0.0,-0.0,0.3019828200340271,0.06370086967945099,0.7327130436897278,0.5,"Case2014,Case2005",131.64403341710567
repaired_uncertainty_hardneg,3500,2.100832939147949,0.8555101156234741,0.36547011137008667,0.44370555877685547,0.0020088236778974533,-0.0,-0.0,0.3118212819099426,0.10779087245464325,0.6549454927444458,0.5,"Case3039,Case3033",153.50001753959805
repaired_uncertainty_hardneg,4000,1.5840482711791992,0.24094176292419434,0.4903380572795868,0.37061023712158203,0.0023559427354484797,-0.0,-0.0,0.4162554442882538,0.10993163287639618,0.6180053353309631,0.5,"Case3025,Case8002",174.89879852812737
repaired_uncertainty_hardneg,4500,1.6589972972869873,0.38206321001052856,0.4631766378879547,0.35060787200927734,0.001051594503223896,-0.0,-0.0,0.3908860385417938,0.1167718693614006,0.659464955329895,1.0,"Case2015,Case2016",196.60142907779664
repaired_uncertainty_hardneg,5000,1.4599710702896118,0.23258459568023682,0.40344440937042236,0.3787858784198761,0.0018966712523251772,-0.0,-0.0,0.3758307099342346,0.08272510766983032,0.6495332717895508,0.5,"Case8030,Case3006",218.62082322780043
repaired_uncertainty_hardneg,5000,1.4599710702896118,,,,,,,,,,,,218.8165452964604
repaired_uncertainty_hardneg,5500,1.6119120121002197,0.6909658908843994,0.20929282903671265,0.34193670749664307,0.0007848005625419319,-0.0,-0.0,0.31884926557540894,0.08095384389162064,0.6512603759765625,1.0,"Case3029,Case3037",240.74537374265492
repaired_uncertainty_hardneg,6000,1.4650542736053467,0.46658629179000854,0.31245094537734985,0.3189852237701416,0.0030935315880924463,-0.0,-0.0,0.27906543016433716,0.07544776797294617,0.6523869037628174,0.5,"Case3037,Case1018",262.72040354367346
repaired_uncertainty_hardneg,6500,1.547408938407898,0.3476291596889496,0.2816203236579895,0.4458972215652466,0.0010373099939897656,-0.0,-0.0,0.4286588430404663,0.11550317704677582,0.6625498533248901,1.0,"Case3041,Case3043",284.67725957371294
repaired_uncertainty_hardneg,7000,1.1631401777267456,0.2520114481449127,0.21275942027568817,0.3521029055118561,0.0008514996734447777,-0.0,-0.0,0.2687237858772278,0.0613059476017952,0.6472358703613281,1.0,"Case3031,Case2015",306.9070178549737
