variant,case_id,step,loss,evidence_loss,final_loss,scar_proposal_loss,edema_proposal_loss,proposal_margin_loss,elapsed_seconds
srr_propref_no_proto_cascade,Case1037,1,4.102067470550537,2.8905467987060547,2.8766164779663086,0.5169625282287598,-0.0,0.25,1.034964632242918
srr_propref_no_proto_cascade,Case1037,10,2.0073401927948,1.3569862842559814,1.3292325735092163,0.4948160648345947,-0.0,0.25,3.2118658274412155
srr_propref_no_proto_cascade,Case1037,20,1.7608081102371216,1.1866869926452637,1.145433783531189,0.48695558309555054,-0.0,0.25,5.780253336764872
srr_propref_no_proto_cascade,Case1037,30,1.5640546083450317,1.0479158163070679,1.003227710723877,0.47058501839637756,-0.0,0.25,8.205937721766531
srr_propref_no_proto_cascade,Case1037,40,1.414960503578186,0.9408506751060486,0.9017331004142761,0.4407416582107544,-0.0,0.25,10.744831602089107
