case_count,empty_prediction_count,empty_prediction_rate,gt_positive_cases,harm_count_vs_nnunet,help_count_vs_nnunet,mean_component_count,mean_dice,mean_hd95,mean_precision,mean_recall,mean_remote_fp_volume_mm3,mean_volume_ratio,no_t2_edema_predicted_voxels_sum,pathology,population,seed,source,source_prefix,variant
44,28,0.6363636363636364,16,11,5,2.590909090909091,0.3684902552285815,8.959495645723647,0.3678810565281623,0.480151918280858,182.67221900662696,2.298389713546805,0,edema,full44,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
16,0,0.0,16,11,5,7.125,0.3684902552285815,24.638613025740028,0.3678810565281623,0.480151918280858,502.34860226822417,2.298389713546805,0,edema,positive_gt,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
44,28,0.6363636363636364,16,11,5,2.590909090909091,0.3684902552285815,8.959495645723647,0.3678810565281623,0.480151918280858,182.67221900662696,2.298389713546805,0,edema,all_cases_empty_safe,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
16,0,0.0,16,11,5,7.125,0.3684902552285815,24.638613025740028,0.3678810565281623,0.480151918280858,502.34860226822417,2.298389713546805,0,edema,complete_trimodal,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
22,14,0.6363636363636364,8,4,4,1.8181818181818181,0.3643251773741668,7.926512248139855,0.3241834899740381,0.5155689962637967,0.0,2.3421657868921586,0,edema,calibration,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
22,14,0.6363636363636364,8,7,1,3.3636363636363638,0.37265533308299625,9.992479043307435,0.41157862308228654,0.4447348402979193,365.3444380132539,2.2546136402014514,0,edema,audit,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
7,0,0.0,7,4,3,6.428571428571429,0.4772551586332721,20.897129385047656,0.4946716886777588,0.5038416546089229,1148.2253766130839,1.252172972180239,0,edema,CenterB,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
9,0,0.0,9,7,2,7.666666666666667,0.28389533035826653,27.548655857389647,0.2692661204118095,0.4617265678034742,0.0,3.112113845720801,0,edema,CenterC,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
24,24,1.0,0,0,0,0.0,,0.0,,,0.0,,0,edema,lge_only,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
4,4,1.0,0,0,0,0.0,,0.0,,,0.0,,0,edema,lge_c0,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
44,0,0.0,43,30,13,4.75,0.5131670766276691,19.883700267072673,0.5008584655948051,0.6118511943432111,2379.9368792330733,1.7492905261818392,0,scar,full44,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
43,0,0.0,43,30,13,4.72093023255814,0.5251011946887777,19.883700267072673,0.5125063368877075,0.6118511943432111,2435.284248517564,1.7492905261818392,0,scar,positive_gt,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
44,0,0.0,43,30,13,4.75,0.5131670766276691,19.883700267072673,0.5008584655948051,0.6118511943432111,2379.9368792330733,1.7492905261818392,0,scar,all_cases_empty_safe,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
16,0,0.0,16,12,4,2.0625,0.6371057164511363,12.417924306831797,0.6876526545130484,0.6454393170383008,366.5025663613861,1.0273810811273507,0,scar,complete_trimodal,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
22,0,0.0,21,14,7,5.590909090909091,0.4482305248988982,24.180611426097613,0.46090224846732686,0.5494515051280707,2762.004728555896,2.105779096523931,0,scar,calibration,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
22,0,0.0,22,16,6,3.909090909090909,0.57810362835644,15.782103251639773,0.5408146827222833,0.6714145340485725,1997.8690299102514,1.4090059817643876,0,scar,audit,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
7,0,0.0,7,6,1,2.0,0.48683341877630754,20.92734566848963,0.5480252749430612,0.5366996411239239,837.7201516831682,1.1396949188073582,0,scar,CenterB,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
9,0,0.0,9,6,3,2.111111111111111,0.7539841701982255,5.799485469986818,0.7962517275119274,0.7300146205272606,0.0,0.9400258740429006,0,scar,CenterC,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
24,0,0.0,24,18,6,6.625,0.4449827668940451,25.804996605403588,0.3809414241567877,0.5968549828840238,4118.882567686377,2.3291685614811515,0,scar,lge_only,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
4,0,0.0,3,0,3,4.25,0.4265183757355442,12.330801348376681,0.4731839585499356,0.5526842316428991,0.0,0.9604499507446121,0,scar,lge_c0,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
43,0,0.0,43,30,13,4.72093023255814,0.5251011946887777,19.883700267072673,0.5125063368877075,0.6118511943432111,2435.284248517564,1.7492905261818392,0,scar,large_scar,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,student_direct_reliable
44,28,0.6363636363636364,16,9,7,2.25,0.3751212624382259,7.69037913892824,0.390889623922554,0.4631907665356041,0.0,2.0154857390738137,0,edema,full44,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
16,0,0.0,16,9,7,6.1875,0.3751212624382259,21.14854263205266,0.390889623922554,0.4631907665356041,0.0,2.0154857390738137,0,edema,positive_gt,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
44,28,0.6363636363636364,16,9,7,2.25,0.3751212624382259,7.69037913892824,0.390889623922554,0.4631907665356041,0.0,2.0154857390738137,0,edema,all_cases_empty_safe,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
16,0,0.0,16,9,7,6.1875,0.3751212624382259,21.14854263205266,0.390889623922554,0.4631907665356041,0.0,2.0154857390738137,0,edema,complete_trimodal,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
22,14,0.6363636363636364,8,3,5,1.9545454545454546,0.3822409111077999,7.596905851654924,0.3402574442191515,0.5109156885055726,0.0,2.188550886728172,0,edema,calibration,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
22,14,0.6363636363636364,8,6,2,2.5454545454545454,0.368001613768652,7.783852426201557,0.4415218036259565,0.4154658445656355,0.0,1.8424205914194558,0,edema,audit,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
7,0,0.0,7,3,4,6.0,0.4816250968987,13.606293284462595,0.5281087257426103,0.500423316916031,0.0,0.9316814484748013,0,edema,CenterB,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
9,0,0.0,9,6,3,6.333333333333333,0.2922849467467461,27.014736569067153,0.284163655840288,0.4342321162397164,0.0,2.8584446317619348,0,edema,CenterC,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
24,24,1.0,0,0,0,0.0,,0.0,,,0.0,,0,edema,lge_only,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
4,4,1.0,0,0,0,0.0,,0.0,,,0.0,,0,edema,lge_c0,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
44,0,0.0,43,34,9,3.4545454545454546,0.5052064149307531,17.660384487122375,0.5301702575729179,0.5905126036296161,1441.0231502415547,1.5828132262742585,0,scar,full44,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
43,0,0.0,43,34,9,3.4651162790697674,0.5169554013244915,17.660384487122375,0.5424997984467068,0.5905126036296161,1474.5353165262422,1.5828132262742585,0,scar,positive_gt,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
44,0,0.0,43,34,9,3.4545454545454546,0.5052064149307531,17.660384487122375,0.5301702575729179,0.5905126036296161,1441.0231502415547,1.5828132262742585,0,scar,all_cases_empty_safe,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
16,0,0.0,16,13,3,1.6875,0.6158085303060774,10.161011180307288,0.7419220582604334,0.5797733452527496,0.0,0.8378675405906663,0,scar,complete_trimodal,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
22,0,0.0,21,14,7,4.2727272727272725,0.4359016483499222,23.741714515324045,0.4814624850029165,0.5470729750355231,1741.8844411579512,1.9239666747503352,0,scar,calibration,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
22,0,0.0,22,20,2,2.6363636363636362,0.5745111815115839,11.855478551111695,0.5788780301429193,0.6319777036512506,1140.1618593251587,1.2571667527289123,0,scar,audit,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
7,0,0.0,7,6,1,2.0,0.5307932402984504,11.690414532063732,0.6685783859103276,0.5194623092492135,0.0,0.8757835523219014,0,scar,CenterB,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
9,0,0.0,9,7,2,1.4444444444444444,0.6819315336453429,8.97147524005227,0.7989671367549602,0.6266819288110553,0.0,0.8083773092441502,0,scar,CenterC,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
24,0,0.0,24,19,5,4.75,0.45450104784304596,21.79932258463997,0.3983701343387285,0.6202746824929184,2641.87577544285,2.1911760188867313,0,scar,lge_only,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
4,0,0.0,3,2,1,2.75,0.36703015595569805,24.545537343328785,0.47396379422799273,0.4096920173998211,0.0,0.6889545423536304,0,scar,lge_c0,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
43,0,0.0,43,34,9,3.4651162790697674,0.5169554013244915,17.660384487122375,0.5424997984467068,0.5905126036296161,1474.5353165262422,1.5828132262742585,0,scar,large_scar,20260723,phase1_no_tta,phase1_student_direct_reliable_seed20260723_epoch150_e29829d4,student_direct_reliable
