case_count,empty_prediction_count,empty_prediction_rate,gt_positive_cases,harm_count_vs_nnunet,help_count_vs_nnunet,mean_component_count,mean_dice,mean_hd95,mean_precision,mean_recall,mean_remote_fp_volume_mm3,mean_volume_ratio,no_t2_edema_predicted_voxels_sum,pathology,population,seed,source,source_prefix,variant
44,28,0.6363636363636364,16,10,6,3.090909090909091,0.3765080749462718,8.19434071157616,0.3822742258118961,0.4797615982514105,0.0,2.2878825835846692,0,edema,full44,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
16,0,0.0,16,10,6,8.5,0.3765080749462718,22.53443695683444,0.3822742258118961,0.4797615982514105,0.0,2.2878825835846692,0,edema,positive_gt,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
44,28,0.6363636363636364,16,10,6,3.090909090909091,0.3765080749462718,8.19434071157616,0.3822742258118961,0.4797615982514105,0.0,2.2878825835846692,0,edema,all_cases_empty_safe,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
16,0,0.0,16,10,6,8.5,0.3765080749462718,22.53443695683444,0.3822742258118961,0.4797615982514105,0.0,2.2878825835846692,0,edema,complete_trimodal,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
22,14,0.6363636363636364,8,5,3,3.272727272727273,0.3337083639501891,8.932419558571345,0.31491427607826605,0.4582796396548735,0.0,2.356445676414473,0,edema,calibration,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
22,14,0.6363636363636364,8,5,3,2.909090909090909,0.4193077859423545,7.456261864580975,0.44963417554552604,0.5012435568479474,0.0,2.2193194907548657,0,edema,audit,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
7,0,0.0,7,4,3,6.0,0.514186822620829,14.47704104415835,0.5184259462186347,0.5657177627367083,0.0,1.2256569057822255,0,edema,CenterB,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
9,0,0.0,9,6,3,10.444444444444445,0.2694246045327273,28.8013004444714,0.2763784432733215,0.41290680365173443,0.0,3.114058110764348,0,edema,CenterC,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
24,24,1.0,0,0,0,0.0,,0.0,,,0.0,,0,edema,lge_only,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
4,4,1.0,0,0,0,0.0,,0.0,,,0.0,,0,edema,lge_c0,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
44,0,0.0,43,28,15,5.204545454545454,0.4999866265064451,19.24562720339484,0.484193402154581,0.607253232016586,1543.8563418268902,1.7610057929794785,0,scar,full44,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
43,0,0.0,43,28,15,5.162790697674419,0.5116142224717113,19.24562720339484,0.4954537138325945,0.607253232016586,1579.7599776833295,1.7610057929794785,0,scar,positive_gt,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
44,0,0.0,43,28,15,5.204545454545454,0.4999866265064451,19.24562720339484,0.484193402154581,0.607253232016586,1543.8563418268902,1.7610057929794785,0,scar,all_cases_empty_safe,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
16,0,0.0,16,10,6,2.4375,0.6359529494080386,13.02370955326463,0.6553106232013866,0.6662224324731244,0.0,1.0918828690590252,0,scar,complete_trimodal,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
22,0,0.0,21,11,10,6.090909090909091,0.43794455434194274,23.67678065752337,0.4303963186063363,0.5786673518790523,1974.7215225134596,2.2178957602004976,0,scar,calibration,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
22,0,0.0,22,17,5,4.318181818181818,0.5620286986709474,15.015889815363057,0.5379904857028255,0.6345397539660499,1112.9911611403206,1.3248835515412336,0,scar,audit,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
7,0,0.0,7,5,2,3.142857142857143,0.5427023857092663,12.546536035377821,0.5903696280527466,0.5514258728477414,0.0,1.0010874952446411,0,scar,CenterB,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
9,0,0.0,9,5,4,1.8888888888888888,0.7084811656181949,13.39484451162104,0.7058202860947732,0.755508645515089,0.0,1.1625014931368796,0,scar,CenterC,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
24,0,0.0,24,18,6,7.0,0.42692430940104953,24.33918334067776,0.3789677863962712,0.5778868755795846,2830.4032933492986,2.2969961872338533,0,scar,lge_only,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
4,0,0.0,3,0,3,5.5,0.39449523753244364,11.68073890582591,0.4310782125172169,0.5276816810777256,0.0,1.0417382331869034,0,scar,lge_c0,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
43,0,0.0,43,28,15,5.162790697674419,0.5116142224717113,19.24562720339484,0.4954537138325945,0.607253232016586,1579.7599776833295,1.7610057929794785,0,scar,large_scar,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9,student_direct_reliable
44,28,0.6363636363636364,16,13,3,2.227272727272727,0.3369012753874918,8.724728408394089,0.3833703538234555,0.3942336749392929,60.846196207208486,1.718601259885077,0,edema,full44,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
16,0,0.0,16,13,3,6.125,0.3369012753874918,23.993003123083742,0.3833703538234555,0.3942336749392929,167.32703956982334,1.718601259885077,0,edema,positive_gt,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
44,28,0.6363636363636364,16,13,3,2.227272727272727,0.3369012753874918,8.724728408394089,0.3833703538234555,0.3942336749392929,60.846196207208486,1.718601259885077,0,edema,all_cases_empty_safe,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
16,0,0.0,16,13,3,6.125,0.3369012753874918,23.993003123083742,0.3833703538234555,0.3942336749392929,167.32703956982334,1.718601259885077,0,edema,complete_trimodal,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
22,14,0.6363636363636364,8,6,2,2.1818181818181817,0.3310076129805638,7.492005111355199,0.3346772866209794,0.3910844780608667,0.0,1.7249150807420386,0,edema,calibration,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
22,14,0.6363636363636364,8,7,1,2.272727272727273,0.34279493779441983,9.95745170543298,0.43206342102593176,0.3973828718177191,121.69239241441697,1.7122874390281158,0,edema,audit,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
7,0,0.0,7,6,1,6.571428571428571,0.4458196257710766,21.842606889447378,0.5200329289681417,0.4316156127489488,382.46180473102476,0.8506834517893235,0,edema,CenterB,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
9,0,0.0,9,7,2,5.777777777777778,0.2521870028669259,25.66553352702314,0.27707723982203314,0.36515883442067165,0.0,2.3936484439595525,0,edema,CenterC,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
24,24,1.0,0,0,0,0.0,,0.0,,,0.0,,0,edema,lge_only,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
4,4,1.0,0,0,0,0.0,,0.0,,,0.0,,0,edema,lge_c0,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
44,0,0.0,43,30,13,3.522727272727273,0.5302837831757258,17.58196352689333,0.5318455771492313,0.6107498742861465,1362.3201902124754,1.4928380992600327,0,scar,full44,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
43,0,0.0,43,30,13,3.5813953488372094,0.5426159641798124,17.58196352689333,0.5442140789433995,0.6107498742861465,1394.0020551011376,1.4928380992600327,0,scar,positive_gt,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
44,0,0.0,43,30,13,3.522727272727273,0.5302837831757258,17.58196352689333,0.5318455771492313,0.6107498742861465,1362.3201902124754,1.4928380992600327,0,scar,all_cases_empty_safe,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
16,0,0.0,16,11,5,2.5,0.6425390672637692,11.921458393210695,0.6736636107313064,0.6736833290833873,82.31608442341292,1.1147328095156706,0,scar,complete_trimodal,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
22,0,0.0,21,14,7,3.9545454545454546,0.4614977790394761,22.443778996046987,0.4729578685240827,0.5577007648393563,1740.7885099062864,1.7564680809493125,0,scar,calibration,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
22,0,0.0,22,16,6,3.090909090909091,0.5990697873119752,12.941139669973923,0.5907332857743798,0.6613876605762646,983.8518705186642,1.2411912985566291,0,scar,audit,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
7,0,0.0,7,5,2,2.857142857142857,0.5645360166777565,14.193251959531068,0.603577885884094,0.6230115578129498,188.1510501106581,1.1824078998487224,0,scar,CenterB,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
9,0,0.0,9,6,3,2.2222222222222223,0.7032081066084456,10.154507841628181,0.728174730056916,0.7130947067381723,0.0,1.0620966281455193,0,scar,CenterC,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
24,0,0.0,24,17,7,4.333333333333333,0.4824657015306551,21.73145760686955,0.44183249311003037,0.592350325882352,2442.7096257739295,1.845922669401556,0,scar,lge_only,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
4,0,0.0,3,2,1,2.75,0.3681711366939753,14.575371600057577,0.5046519470561354,0.42230116926455086,0.0,0.6847230834311095,0,scar,lge_c0,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
43,0,0.0,43,30,13,3.5813953488372094,0.5426159641798124,17.58196352689333,0.5442140789433995,0.6107498742861465,1394.0020551011376,1.4928380992600327,0,scar,large_scar,20260724,phase1_no_tta,phase1_student_direct_reliable_seed20260724_epoch250_dfaf49e5,student_direct_reliable
44,28,0.6363636363636364,16,11,5,2.272727272727273,0.374507544178841,7.42987396831692,0.39260511395113173,0.44762675675456937,29.220428236882512,1.7670427635028871,0,edema,full44,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
16,0,0.0,16,11,5,6.25,0.374507544178841,20.432153412871525,0.39260511395113173,0.44762675675456937,80.3561776514269,1.7670427635028871,0,edema,positive_gt,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
44,28,0.6363636363636364,16,11,5,2.272727272727273,0.374507544178841,7.42987396831692,0.39260511395113173,0.44762675675456937,29.220428236882512,1.7670427635028871,0,edema,all_cases_empty_safe,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
16,0,0.0,16,11,5,6.25,0.374507544178841,20.432153412871525,0.39260511395113173,0.44762675675456937,80.3561776514269,1.7670427635028871,0,edema,complete_trimodal,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
22,14,0.6363636363636364,8,4,4,2.272727272727273,0.3774075997983787,7.2499641376312915,0.3429943381361035,0.48590953044572704,0.0,1.781901546893489,0,edema,calibration,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
22,14,0.6363636363636364,8,7,1,2.272727272727273,0.3716074885593034,7.609783799002545,0.44221588976615994,0.4093439830634118,58.440856473765024,1.7521839801122854,0,edema,audit,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
7,0,0.0,7,4,3,7.714285714285714,0.4845865886236721,17.804843800226227,0.5189036156114735,0.494086316451135,183.6712632032615,0.9956982053365708,0,edema,CenterB,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
9,0,0.0,9,7,2,5.111111111111111,0.2888905096106392,22.475616444928985,0.29437294599308816,0.4114915436572406,0.0,2.366977419854466,0,edema,CenterC,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
24,24,1.0,0,0,0,0.0,,0.0,,,0.0,,0,edema,lge_only,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
4,4,1.0,0,0,0,0.0,,0.0,,,0.0,,0,edema,lge_c0,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
44,1,0.022727272727272728,43,32,11,4.25,0.511791328144054,18.356818522608297,0.5646360189332903,0.5402028602392276,866.892738784877,1.2713880644326645,0,scar,full44,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
43,0,0.0,43,32,11,4.348837209302325,0.511791328144054,18.783721278948025,0.5646360189332903,0.5402028602392276,887.0530350356881,1.2713880644326645,0,scar,positive_gt,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
44,1,0.022727272727272728,43,32,11,4.25,0.511791328144054,18.356818522608297,0.5646360189332903,0.5402028602392276,866.892738784877,1.2713880644326645,0,scar,all_cases_empty_safe,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
16,0,0.0,16,12,4,2.4375,0.6200152929636402,13.533444626003117,0.7016362106310459,0.6020213325278287,199.91049074257424,0.9321178239256223,0,scar,complete_trimodal,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
22,1,0.045454545454545456,21,12,9,4.136363636363637,0.47388072693321676,20.568996233707335,0.5360227726997342,0.5045748155287344,979.5480771905422,1.470541667910185,0,scar,calibration,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
22,0,0.0,22,20,2,4.363636363636363,0.5479787202089444,16.144640811509255,0.5919486630653213,0.574211448371971,754.2374003792116,1.0812868974768493,0,scar,audit,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
7,0,0.0,7,5,2,2.5714285714285716,0.5311163740718713,18.035037059077535,0.5843444683323169,0.5568061265337924,456.93826455445543,1.051746252676318,0,scar,CenterB,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
9,0,0.0,9,7,2,2.3333333333333335,0.6891588965461274,10.032206066945234,0.7928631213078352,0.6371887149676349,0.0,0.8390734904528591,0,scar,CenterC,20260723,phase1_no_tta,phase1_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,student_direct_reliable_legacy
