candidate_status,checkpoint_exists,checkpoint_path,checkpoint_sha256,receipts,required_source,seed,stale_conflict_paths,stale_receipt_conflict_count,variant
FOUND_WITH_STALE_RECEIPT_CONFLICT,1,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt,e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5,"[{""epoch"": null, ""receipt"": ""slurm_formal_chain.json"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt"", ""selection_rule"": ""authoritative_batch10_runtime_binding""}, {""epoch"": null, ""receipt"": ""checkpoint_selection.csv"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""selection_rule"": ""runtime_selected_checkpoint""}, {""epoch"": ""150"", ""receipt"": ""direct_checkpoint_selection.csv"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt"", ""selection_rule"": ""reject_gt_positive_empty_no_t2_nonzero_or_missing_checkpoint_then_max_min_complete_trimodal_scar_edema_dice_then_mean_then_positive_gt_hd95""}]",selected_from_runtime_receipt,20260723,"[""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt""]",1,student_direct_reliable
FOUND_WITH_STALE_RECEIPT_CONFLICT,1,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt,fe9ca2b95daa2afe0bb2aa8db513d6e1023672cc8db7a8a2f858b1356649d68e,"[{""epoch"": null, ""receipt"": ""slurm_formal_chain.json"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""selection_rule"": ""authoritative_batch10_runtime_binding""}, {""epoch"": null, ""receipt"": ""checkpoint_selection.csv"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch350.pt"", ""selection_rule"": ""runtime_selected_checkpoint""}, {""epoch"": ""50"", ""receipt"": ""direct_checkpoint_selection.csv"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""selection_rule"": ""reject_gt_positive_empty_no_t2_nonzero_or_missing_checkpoint_then_max_min_complete_trimodal_scar_edema_dice_then_mean_then_positive_gt_hd95""}]",selected_from_runtime_receipt,20260724,"[""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch350.pt""]",1,student_direct_reliable
FOUND,1,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"[{""epoch"": null, ""receipt"": ""slurm_formal_chain.json"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt"", ""selection_rule"": ""authoritative_batch10_runtime_binding""}, {""epoch"": null, ""receipt"": ""checkpoint_selection.csv"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt"", ""selection_rule"": ""runtime_selected_checkpoint""}]",selected_from_runtime_receipt,20260723,[],0,teacher_full_view
FOUND,1,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/teacher_full_view/checkpoint_epoch75.pt,74efedf67bb2b1c5832ae8d0f0ebcf40dd2246e01e28177992990e1b9d5692fe,"[{""epoch"": null, ""receipt"": ""slurm_formal_chain.json"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/teacher_full_view/checkpoint_epoch75.pt"", ""selection_rule"": ""authoritative_batch10_runtime_binding""}, {""epoch"": null, ""receipt"": ""checkpoint_selection.csv"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/teacher_full_view/checkpoint_epoch75.pt"", ""selection_rule"": ""runtime_selected_checkpoint""}]",selected_from_runtime_receipt,20260724,[],0,teacher_full_view
FOUND,1,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_moddrop_control/checkpoint_epoch25.pt,d8d22dc3e2c275c2e40625ac80c825d52e870d29ab5b02332d286c97f73c67f2,"[{""epoch"": null, ""receipt"": ""fixed_epoch25_path"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_moddrop_control/checkpoint_epoch25.pt"", ""selection_rule"": ""batch10_fixed_epoch25_existing_checkpoint""}]",epoch25,20260723,[],0,student_moddrop_control
FOUND,1,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_moddrop_control/checkpoint_epoch25.pt,591281878cb8317e2698c0065df19c89125060720d1eccf312c8ffbe1f704885,"[{""epoch"": null, ""receipt"": ""fixed_epoch25_path"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_moddrop_control/checkpoint_epoch25.pt"", ""selection_rule"": ""batch10_fixed_epoch25_existing_checkpoint""}]",epoch25,20260724,[],0,student_moddrop_control
FOUND,1,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_reliable_distill/checkpoint_epoch25.pt,366722497a47f292e07a0d1c1a3da57c2502b61042bc89b5cfc56b5a89e6a3a0,"[{""epoch"": null, ""receipt"": ""fixed_epoch25_path"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_reliable_distill/checkpoint_epoch25.pt"", ""selection_rule"": ""batch10_fixed_epoch25_existing_checkpoint""}]",epoch25,20260723,[],0,student_reliable_distill
FOUND,1,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"[{""epoch"": null, ""receipt"": ""fixed_epoch25_path"", ""selected_checkpoint"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt"", ""selection_rule"": ""batch10_fixed_epoch25_existing_checkpoint""}]",epoch25,20260724,[],0,student_reliable_distill
