case_count,empty_prediction_count,empty_prediction_rate,gt_positive_cases,harm_count_vs_nnunet,help_count_vs_nnunet,mean_component_count,mean_dice,mean_hd95,mean_precision,mean_recall,mean_remote_fp_volume_mm3,mean_volume_ratio,no_t2_edema_predicted_voxels_sum,pathology,population,seed,source,source_prefix,variant
44,28,0.6363636363636364,16,10,6,2.2045454545454546,0.37808325338059773,7.932145803696781,0.4002566967254218,0.44606242394106366,3.5634668581564033,1.7292194646735357,0,edema,full44,20260723,phase1_no_tta,phase1_teacher_full_view_seed20260723_epoch050_e92521fc,teacher_full_view
16,0,0.0,16,10,6,6.0625,0.37808325338059773,21.81340096016615,0.4002566967254218,0.44606242394106366,9.79953385993011,1.7292194646735357,0,edema,positive_gt,20260723,phase1_no_tta,phase1_teacher_full_view_seed20260723_epoch050_e92521fc,teacher_full_view
44,28,0.6363636363636364,16,10,6,2.2045454545454546,0.37808325338059773,7.932145803696781,0.4002566967254218,0.44606242394106366,3.5634668581564033,1.7292194646735357,0,edema,all_cases_empty_safe,20260723,phase1_no_tta,phase1_teacher_full_view_seed20260723_epoch050_e92521fc,teacher_full_view
16,0,0.0,16,10,6,6.0625,0.37808325338059773,21.81340096016615,0.4002566967254218,0.44606242394106366,9.79953385993011,1.7292194646735357,0,edema,complete_trimodal,20260723,phase1_no_tta,phase1_teacher_full_view_seed20260723_epoch050_e92521fc,teacher_full_view
22,14,0.6363636363636364,8,4,4,1.8181818181818181,0.3730595735254183,7.351987248464067,0.35344280779602893,0.4646552425560343,0.0,1.7237344594170751,0,edema,calibration,20260723,phase1_no_tta,phase1_teacher_full_view_seed20260723_epoch050_e92521fc,teacher_full_view
22,14,0.6363636363636364,8,6,2,2.590909090909091,0.3831069332357772,8.512304358929498,0.4470705856548146,0.42746960532609307,7.126933716312807,1.7347044699299965,0,edema,audit,20260723,phase1_no_tta,phase1_teacher_full_view_seed20260723_epoch050_e92521fc,teacher_full_view
7,0,0.0,7,3,4,5.428571428571429,0.49239704023113523,18.94189201631344,0.5243183065519884,0.5009480875110391,22.39893453698311,0.9832293679640294,0,edema,CenterB,20260723,phase1_no_tta,phase1_teacher_full_view_seed20260723_epoch050_e92521fc,teacher_full_view
9,0,0.0,9,7,2,6.555555555555555,0.2891725302746242,24.046796805384925,0.3037643335269811,0.4033735744977494,0.0,2.309433984336485,0,edema,CenterC,20260723,phase1_no_tta,phase1_teacher_full_view_seed20260723_epoch050_e92521fc,teacher_full_view
24,24,1.0,0,0,0,0.0,,0.0,,,0.0,,0,edema,lge_only,20260723,phase1_no_tta,phase1_teacher_full_view_seed20260723_epoch050_e92521fc,teacher_full_view
4,4,1.0,0,0,0,0.0,,0.0,,,0.0,,0,edema,lge_c0,20260723,phase1_no_tta,phase1_teacher_full_view_seed20260723_epoch050_e92521fc,teacher_full_view
