phase,design,runtime_summary,slurm_job_id,slurm_state,slurm_exit_code,slurm_log_path,partition,status,actual_optimizer_steps,required_optimizer_steps,train_loop_seconds,required_train_loop_seconds,validation_event_count,required_validation_events,eval_cases,required_eval_cases,stop_reason
cinema_adapter,CineMA CARE adapter,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_cine_temporal_executor/variants/m10_cinema_adapter/summary.json,58848099,COMPLETED,0:0,logs/M10CineMA_58848099_20260713_162011.log,htzhulab,TERMINAL_RUNTIME_EVIDENCE,18495,10000,3602.2924587709713,3600,14,8,12,12,max_steps_min_train_loop_seconds_satisfied
