phase,status,checkpoint_best,checkpoint_final,best_step,checkpoint_selection_mode,checkpoint_selection_status
cinema_adapter,TERMINAL_RUNTIME_EVIDENCE,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_cine_temporal_executor/variants/m10_cinema_adapter/checkpoints/checkpoint_best.pt,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_cine_temporal_executor/variants/m10_cinema_adapter/checkpoints/checkpoint_final.pt,17500,mean_lowres_cine_class_dice,M10_CINE_ADAPTER_SELECTION
