variant,step,loss,anatomy_loss,scar_loss,edema_loss,retrieval_loss,soft_containment_loss,component_compactness_loss,proposal_bce_loss,proposal_margin_loss,proposal_uncertainty_loss,edema_supervised_batch_fraction,batch_cases,elapsed_seconds
srr_v2_multiscale_private_proposal,1,4.276740074157715,1.4711017608642578,1.0415250062942505,0.8319438695907593,3.373212166479789e-05,0.0,0.0,0.8971855640411377,0.2693534791469574,0.0,1.0,Case2022,0.6696359813213348
srr_v2_multiscale_private_proposal,1,4.276740074157715,,,,,,,,,,,,0.8783954549580812
srr_v2_multiscale_private_proposal,250,1.9489262104034424,0.6909586787223816,0.44105255603790283,0.4170372188091278,6.387312896549702e-05,-0.0,-0.0,0.358537495136261,0.10528929531574249,-0.0,1.0,Case2029,11.601346224546432
srr_v2_multiscale_private_proposal,500,0.8900969624519348,0.15424194931983948,0.5155571699142456,-0.0,0.0032310565002262592,-0.0,-0.0,0.2508159577846527,1.3523144843929913e-05,-0.0,0.0,Case8033,22.37612638436258
srr_v2_multiscale_private_proposal,750,1.1371817588806152,0.25596579909324646,0.5708577632904053,-0.0,0.0032617105171084404,-0.0,-0.0,0.29046791791915894,0.2693830132484436,-0.0,0.0,Case8010,33.58094488456845
srr_v2_multiscale_private_proposal,1000,1.9268176555633545,0.46181344985961914,0.4472004771232605,0.5027697086334229,0.00015941038145683706,-0.0,-0.0,0.4778191149234772,0.2593803107738495,-0.0,1.0,Case2030,43.984927620738745
srr_v2_multiscale_private_proposal,1250,1.8562198877334595,0.7099743485450745,0.3730236291885376,0.39304739236831665,0.00019532615260686725,-0.0,-0.0,0.33273249864578247,0.16340108215808868,-0.0,1.0,Case2027,54.137219693511724
srr_v2_multiscale_private_proposal,1500,2.075707197189331,0.6934168338775635,0.4431268572807312,0.442749559879303,0.00018729627481661737,-0.0,-0.0,0.48287415504455566,0.25381508469581604,-0.0,1.0,Case3013,65.09297875501215
srr_v2_multiscale_private_proposal,1750,1.1737405061721802,0.40277940034866333,0.5305872559547424,-0.0,0.0033632211852818727,-0.0,-0.0,0.2739810049533844,0.029495639726519585,-0.0,0.0,Case1064,77.43451579101384
srr_v2_multiscale_private_proposal,2000,1.402174949645996,0.4265107214450836,0.3500410318374634,0.3040601313114166,0.0002188370272051543,-0.0,-0.0,0.30376219749450684,0.09994012862443924,-0.0,1.0,Case2022,88.46260008215904
srr_v2_multiscale_private_proposal,2250,2.098787307739258,0.4471489191055298,0.530752420425415,0.5042222142219543,0.00021471465879585594,-0.0,-0.0,0.5587323904037476,0.4845772385597229,-0.0,1.0,Case2013,98.34702513553202
srr_v2_multiscale_private_proposal,2500,1.1893861293792725,0.4819451868534088,0.47542816400527954,-0.0,0.0033280663192272186,-0.0,-0.0,0.22287505865097046,0.1489080935716629,-0.0,0.0,Case1077,108.38345046155155
srr_v2_multiscale_private_proposal,2500,1.1893861293792725,,,,,,,,,,,,108.59612151049078
srr_v2_multiscale_private_proposal,2750,2.0343265533447266,0.6819561719894409,0.4428867697715759,0.4407958984375,0.0002636504068505019,-0.0,-0.0,0.47134995460510254,0.15622684359550476,-0.0,1.0,Case3013,118.40658283419907
srr_v2_multiscale_private_proposal,3000,1.523794412612915,0.028254738077521324,0.5021079182624817,0.5078960061073303,0.00017837592167779803,-0.0,-0.0,0.5074011087417603,0.016001982614398003,-0.0,1.0,Case3032,128.46244286745787
srr_v2_multiscale_private_proposal,3250,1.5618906021118164,0.3199669122695923,0.2799685299396515,0.5071405172348022,0.00019573752069845796,-0.0,-0.0,0.4125305414199829,0.27275562286376953,-0.0,1.0,Case3022,138.7173843421042
srr_v2_multiscale_private_proposal,3500,1.5209048986434937,0.6437122821807861,0.15139928460121155,0.4201488196849823,0.00023566999880131334,-0.0,-0.0,0.28478461503982544,0.09247738867998123,-0.0,1.0,Case3037,149.56449843384326
srr_v2_multiscale_private_proposal,3750,1.2754511833190918,0.8890828490257263,0.2576582431793213,-0.0,0.0011276687728241086,-0.0,-0.0,0.12309601157903671,0.09044613689184189,-0.0,0.0,Case3036,160.489189369604
srr_v2_multiscale_private_proposal,4000,1.883252501487732,0.2942468822002411,0.5500144362449646,0.5158762335777283,0.00021325032867025584,-0.0,-0.0,0.5508404970169067,0.0399259589612484,-0.0,1.0,Case2015,170.73632315546274
srr_v2_multiscale_private_proposal,4250,1.216165542602539,0.29688990116119385,0.32804062962532043,0.28197383880615234,0.00021952102542854846,-0.0,-0.0,0.31136655807495117,0.08168121427297592,-0.0,1.0,Case2027,180.8207680694759
srr_v2_multiscale_private_proposal,4500,1.1258264780044556,0.2814784348011017,0.19639311730861664,0.35866203904151917,0.00023021236120257527,-0.0,-0.0,0.2699734568595886,0.09197944402694702,-0.0,1.0,Case2006,191.0929004419595
srr_v2_multiscale_private_proposal,4750,2.4861600399017334,0.37506601214408875,0.47008734941482544,0.8964667320251465,0.00021826605370733887,-0.0,-0.0,0.7290517687797546,0.23741890490055084,-0.0,1.0,Case3027,201.60210517793894
srr_v2_multiscale_private_proposal,5000,2.0622072219848633,0.587238073348999,0.5826156139373779,0.37142470479011536,0.00025602945243008435,-0.0,-0.0,0.5160711407661438,0.2721683382987976,-0.0,1.0,Case3020,212.58536903373897
srr_v2_multiscale_private_proposal,5000,2.0622072219848633,,,,,,,,,,,,212.79738129675388
srr_v2_multiscale_private_proposal,5250,1.0519917011260986,0.2965553402900696,0.5130428671836853,-0.0,0.003381673013791442,-0.0,-0.0,0.27101314067840576,0.06126832216978073,-0.0,0.0,Case1011,222.68181637860835
srr_v2_multiscale_private_proposal,5500,1.665389895439148,0.12172378599643707,0.5180130004882812,0.5216274261474609,0.0002287985262228176,-0.0,-0.0,0.5280168652534485,0.02397998794913292,-0.0,1.0,Case3035,233.11437935195863
srr_v2_multiscale_private_proposal,5750,1.3106250762939453,0.4466854929924011,0.285190612077713,0.2891088128089905,0.0011681478936225176,-0.0,-0.0,0.2900744676589966,0.06307412683963776,-0.0,1.0,Case2025,247.1186256017536
srr_v2_multiscale_private_proposal,6000,0.774616003036499,0.3804903030395508,0.26698505878448486,-0.0,0.0012072660028934479,-0.0,-0.0,0.1395191252231598,0.04169652611017227,-0.0,0.0,Case2005,269.5924850758165
srr_v2_multiscale_private_proposal,6250,1.4378477334976196,0.25910475850105286,0.3072986602783203,0.46214938163757324,0.00023829440760891885,-0.0,-0.0,0.3903951048851013,0.14860914647579193,-0.0,1.0,Case3007,298.1027178224176
srr_v2_multiscale_private_proposal,6500,1.2500842809677124,0.19402863085269928,0.3329889178276062,0.36217451095581055,0.0002308775146957487,-0.0,-0.0,0.34709596633911133,0.13004741072654724,-0.0,1.0,Case2026,316.24216912314296
srr_v2_multiscale_private_proposal,6750,0.8487243056297302,0.29039913415908813,0.37996789813041687,-0.0,0.003292073728516698,-0.0,-0.0,0.1832951307296753,0.07254023849964142,-0.0,0.0,Case1075,331.168895797804
srr_v2_multiscale_private_proposal,7000,0.9441385269165039,0.4891376197338104,0.2978347837924957,-0.0,0.0012203814694657922,-0.0,-0.0,0.15786601603031158,0.11003224551677704,-0.0,0.0,Case3033,356.34116199426353
srr_v2_multiscale_private_proposal,7250,1.1714775562286377,0.3826676309108734,0.5237153172492981,-0.0,0.003308693179860711,-0.0,-0.0,0.26773756742477417,0.1634240746498108,-0.0,0.0,Case1030,371.58640974015
srr_v2_multiscale_private_proposal,7500,1.2759342193603516,0.2658737599849701,0.2822648286819458,0.38140130043029785,0.0003236225456930697,-0.0,-0.0,0.3228527903556824,0.13380001485347748,-0.0,1.0,Case3019,388.193634416908
srr_v2_multiscale_private_proposal,7500,1.2759342193603516,,,,,,,,,,,,388.40165804699063
srr_v2_multiscale_private_proposal,7750,0.9145362973213196,0.20233497023582458,0.25151050090789795,0.2218249887228012,0.00024273393501061946,-0.0,-0.0,0.233412966132164,0.07326991856098175,-0.0,1.0,Case2003,416.01507329009473
