phase,design,runtime_summary,slurm_job_id,slurm_state,slurm_exit_code,slurm_log_path,partition,status,actual_optimizer_steps,required_optimizer_steps,train_loop_seconds,required_train_loop_seconds,validation_event_count,required_validation_events,eval_cases,required_eval_cases,stop_reason
cine_registration,learned diffeomorphic Cine registration,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_cine_temporal_executor/variants/m10_cine_registration/summary.json,58848203,FAILED,2:0,logs/M10CineReg_58848203_20260713_172035.log,htzhulab,REGISTRATION_GATE_FAILED_BLOCKS_TEMPORAL,25000,25000,9243.858623155043,7200,10,10,36,12,max_steps_min_train_loop_seconds_satisfied
