phase,status,checkpoint_best,checkpoint_final,best_step,checkpoint_selection_mode,checkpoint_selection_status
cine_registration,REGISTRATION_GATE_FAILED_BLOCKS_TEMPORAL,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_cine_temporal_executor/variants/m10_cine_registration/checkpoints/checkpoint_best.pt,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_cine_temporal_executor/variants/m10_cine_registration/checkpoints/checkpoint_final.pt,10000,median_warped_anatomy_dice_gain,M10_REGISTRATION_GATE_SELECTION
