epoch,mean_loss,max_loss,loss_is_finite,scar_changed_voxels_train_patches,no_t2_new_edema_voxels_train_patches
1,0.2585567111671844,0.6338566541671753,True,0,0
2,0.2474202620282449,0.6343262195587158,True,0,0
3,0.25393637472312547,0.6206446290016174,True,0,6
4,0.2610464445059188,0.6297208070755005,True,0,0
5,0.25200763866538184,0.6335881948471069,True,0,0
6,0.23762657133018364,0.6308293342590332,True,0,6
7,0.2508152057493862,0.6337544322013855,True,0,5
8,0.23943665798782604,0.6328396201133728,True,0,0
9,0.24608436709320813,0.6339610815048218,True,0,0
10,0.21832767974839953,0.6327890157699585,True,0,4
11,0.2470785885569785,0.6342268586158752,True,0,0
12,0.255335312038369,0.6345261335372925,True,0,4
13,0.23565974785276922,0.633727490901947,True,0,0
14,0.2506041981533053,0.633228063583374,True,0,0
15,0.26675056615720677,0.6330087780952454,True,0,0
16,0.25106570001771616,0.6348222494125366,True,0,0
17,0.22694123537228733,0.6329255104064941,True,0,2
18,0.24326113151917525,0.6328123211860657,True,0,0
19,0.233377637612939,0.6279521584510803,True,0,0
20,0.23923362065426773,0.632779061794281,True,0,0
21,0.23968865596754768,0.6341201066970825,True,0,1
22,0.2225686067933566,0.6256398558616638,True,0,0
23,0.21941835224650277,0.6323058009147644,True,0,0
24,0.20554652246930347,0.6334335803985596,True,0,0
25,0.2447158616870729,0.6344150304794312,True,0,0
26,0.242175931214515,0.6330190300941467,True,0,0
27,0.24949947627861546,0.6331852674484253,True,0,0
28,0.2518384436509223,0.6335216164588928,True,0,0
29,0.24504916758633044,0.6250608563423157,True,0,0
30,0.2288671142923704,0.6332127451896667,True,0,0
