variant,step,loss,anatomy_loss,scar_loss,edema_loss,retrieval_loss,edema_supervised_batch_fraction,batch_cases,elapsed_seconds
retrieval_no_sip_or_weak_sip,1,4.238467216491699,2.057955741882324,0.8808317184448242,0.8562746644020081,8.701368642505258e-05,1.0,"Case2022,Case3043",0.76015305519104
retrieval_no_sip_or_weak_sip,1,4.238467216491699,,,,,,,1.3129800595343113
retrieval_no_sip_or_weak_sip,500,1.4614298343658447,0.2114935666322708,0.48857077956199646,0.5092983841896057,0.001062996918335557,1.0,"Case3027,Case2030",41.302682131528854
retrieval_no_sip_or_weak_sip,1000,1.3156551122665405,0.42851752042770386,0.4139402210712433,0.2997379004955292,0.0012531905667856336,0.5,"Case7001,Case2022",65.7568562719971
retrieval_no_sip_or_weak_sip,1500,1.1227585077285767,0.05558544024825096,0.4140871465206146,0.4381844103336334,0.0010524413082748652,1.0,"Case2026,Case3032",80.97807464748621
retrieval_no_sip_or_weak_sip,2000,1.428418517112732,0.12932439148426056,0.5221765041351318,0.5162714719772339,0.0009884594473987818,0.5,"Case8010,Case2015",99.4446616191417
retrieval_no_sip_or_weak_sip,2500,1.1288673877716064,0.3355978727340698,0.29153722524642944,0.34028249979019165,0.0010742588201537728,1.0,"Case3016,Case3020",117.86386026069522
retrieval_no_sip_or_weak_sip,3000,0.819141149520874,0.20322616398334503,0.2795393466949463,0.21533401310443878,0.0010602629045024514,0.5,"Case2014,Case2005",135.27860760688782
retrieval_no_sip_or_weak_sip,3500,1.284929871559143,0.41131195425987244,0.28198084235191345,0.4110381007194519,0.0007579394150525331,0.5,"Case3039,Case3033",153.65684684179723
retrieval_no_sip_or_weak_sip,4000,1.0211403369903564,0.09550967067480087,0.38599836826324463,0.35510486364364624,0.0009782601846382022,0.5,"Case3025,Case8002",177.1981150303036
retrieval_no_sip_or_weak_sip,4500,1.046911358833313,0.1834186613559723,0.3793610632419586,0.31365326046943665,0.0009633993613533676,1.0,"Case2015,Case2016",216.37551780976355
retrieval_no_sip_or_weak_sip,5000,0.9638317227363586,0.08610501140356064,0.36682653427124023,0.3359237015247345,0.000989758176729083,0.5,"Case8030,Case3006",257.73400348238647
retrieval_no_sip_or_weak_sip,5000,0.9638317227363586,,,,,,,258.278962707147
retrieval_no_sip_or_weak_sip,5500,0.8193870782852173,0.22367484867572784,0.16972702741622925,0.30112969875335693,0.0009736297652125359,1.0,"Case3029,Case3037",299.45112315937877
retrieval_no_sip_or_weak_sip,6000,0.8257035613059998,0.1911609023809433,0.2773054242134094,0.2316458821296692,0.0010119442595168948,0.5,"Case3037,Case1018",340.79956977814436
retrieval_no_sip_or_weak_sip,6500,0.8456834554672241,0.10168784111738205,0.24563299119472504,0.34529608488082886,0.0009477798594161868,1.0,"Case3041,Case3043",381.5010667014867
retrieval_no_sip_or_weak_sip,7000,0.7551677227020264,0.11825409531593323,0.18086954951286316,0.32260724902153015,0.0009651030995883048,1.0,"Case3031,Case2015",423.0336627308279
retrieval_no_sip_or_weak_sip,7500,1.1961055994033813,0.28232473134994507,0.31849077343940735,0.40843936800956726,0.0010010151891037822,0.5,"Case1077,Case3041",463.96474880352616
retrieval_no_sip_or_weak_sip,8000,1.3512790203094482,0.16700206696987152,0.44449323415756226,0.5001288652420044,0.0010166249703615904,0.5,"Case1068,Case2021",504.08217320777476
retrieval_no_sip_or_weak_sip,8500,1.3170021772384644,0.1257651448249817,0.4422253966331482,0.5076577663421631,0.0009506543283350766,0.5,"Case3006,Case8014",544.2653913982213
retrieval_no_sip_or_weak_sip,9000,0.9466581344604492,0.3781106173992157,0.47318607568740845,-0.0,0.0029477053321897984,0.0,"Case1022,Case1076",584.1723197754472
retrieval_no_sip_or_weak_sip,9500,1.23486328125,0.3591955602169037,0.34261375665664673,0.3567567765712738,0.001002531498670578,0.5,"Case3041,Case1032",625.0044354666024
retrieval_no_sip_or_weak_sip,10000,0.8416446447372437,0.11724696308374405,0.24459229409694672,0.3310677111148834,0.0009492018725723028,0.5,"Case3014,Case8026",666.1102901808918
retrieval_no_sip_or_weak_sip,10000,0.8416446447372437,,,,,,,666.6823042556643
retrieval_no_sip_or_weak_sip,10500,1.1726117134094238,0.10244237631559372,0.5037332773208618,0.3579126000404358,0.0008807943668216467,1.0,"Case2010,Case3032",707.993352683261
retrieval_no_sip_or_weak_sip,11000,1.2916595935821533,0.3555435240268707,0.27975165843963623,0.4614788889884949,0.0009675092878751457,0.5,"Case1022,Case3001",748.9071073401719
retrieval_no_sip_or_weak_sip,11500,0.8706385493278503,0.13109861314296722,0.36375290155410767,0.23276175558567047,0.0008251862600445747,0.5,"Case3017,Case3029",790.6253734026104
retrieval_no_sip_or_weak_sip,12000,0.5907196998596191,0.0402756966650486,0.45798632502555847,-0.0,0.0022415476851165295,0.0,"Case8027,Case8032",832.1603724528104
retrieval_no_sip_or_weak_sip,12500,0.6988025307655334,0.1409623920917511,0.15993769466876984,0.2810755670070648,0.0008492141496390104,1.0,"Case3037,Case2018",873.927805410698
retrieval_no_sip_or_weak_sip,13000,1.0197110176086426,0.15995317697525024,0.36960262060165405,0.3197726011276245,0.0008831844897940755,0.5,"Case3014,Case8012",915.8910620827228
retrieval_no_sip_or_weak_sip,13500,1.353328824043274,0.15792836248874664,0.4537573754787445,0.5002551674842834,0.0008632459212094545,0.5,"Case3031,Case1037",956.8959370702505
retrieval_no_sip_or_weak_sip,14000,0.7165809273719788,0.258117139339447,0.3813287913799286,-0.0,0.00253162975423038,0.0,"Case1036,Case8024",994.1448826249689
retrieval_no_sip_or_weak_sip,14500,0.70415860414505,0.164822518825531,0.4488319754600525,-0.0,0.0011007956927642226,0.0,"Case3022,Case1028",1017.2738043144345
retrieval_no_sip_or_weak_sip,15000,0.6507953405380249,0.1307334452867508,0.18569380044937134,0.228315532207489,0.0008281789487227798,1.0,"Case2011,Case2011",1032.5311628468335
retrieval_no_sip_or_weak_sip,15000,0.6507953405380249,,,,,,,1032.7280158344656
retrieval_no_sip_or_weak_sip,15500,0.7676519155502319,0.16087722778320312,0.28651049733161926,0.20197491347789764,0.0007177663501352072,1.0,"Case2014,Case3015",1048.673846790567
retrieval_no_sip_or_weak_sip,16000,1.4540631771087646,0.4769655764102936,0.4782848060131073,0.30942025780677795,0.0013049253029748797,0.5,"Case2023,Case7004",1064.4874888584018
retrieval_no_sip_or_weak_sip,16500,0.6830888390541077,0.18837472796440125,0.41179153323173523,-0.0,0.001809071283787489,0.0,"Case1056,Case1019",1080.4656490758061
retrieval_no_sip_or_weak_sip,17000,0.9339462518692017,0.14307372272014618,0.330807626247406,0.3027110695838928,0.000753173662815243,1.0,"Case2022,Case3014",1096.3136969972402
retrieval_no_sip_or_weak_sip,17500,0.6579455733299255,0.1453978717327118,0.11469040811061859,0.2881310284137726,0.0006506252684630454,1.0,"Case3036,Case2021",1114.403321294114
retrieval_no_sip_or_weak_sip,18000,1.5616868734359741,0.30014997720718384,0.5091215968132019,0.5000194311141968,0.0008146237232722342,0.5,"Case1067,Case2029",1151.109758997336
retrieval_no_sip_or_weak_sip,18500,1.4967199563980103,0.2005503922700882,0.5206036567687988,0.5160706043243408,0.0008187347557395697,0.5,"Case3001,Case1003",1191.1159067433327
retrieval_no_sip_or_weak_sip,19000,1.2611496448516846,0.09108422696590424,0.43306630849838257,0.5000952482223511,0.0007845227955840528,0.5,"Case3018,Case3007",1231.0035982187837
retrieval_no_sip_or_weak_sip,19500,0.6199296712875366,0.08597176522016525,0.20054513216018677,0.22537128627300262,0.0007634016219526529,1.0,"Case2026,Case3010",1270.7864601388574
retrieval_no_sip_or_weak_sip,20000,0.9007454514503479,0.1707594245672226,0.295335054397583,0.2884880006313324,0.0008468801970593631,0.5,"Case1015,Case3019",1310.6759820114821
retrieval_no_sip_or_weak_sip,20000,0.9007454514503479,,,,,,,1311.217399643734
retrieval_no_sip_or_weak_sip,20500,1.0201371908187866,0.13748127222061157,0.3669064939022064,0.3400120735168457,0.0006591667188331485,1.0,"Case3028,Case3030",1351.1800629068166
retrieval_no_sip_or_weak_sip,21000,1.009036898612976,0.23325933516025543,0.313019722700119,0.3073909282684326,0.0008526153396815062,0.5,"Case2030,Case1001",1391.4880921952426
retrieval_no_sip_or_weak_sip,21500,1.1573724746704102,0.36771705746650696,0.3021623492240906,0.3282003402709961,0.0008799328352324665,0.5,"Case1078,Case2013",1431.3808449152857
retrieval_no_sip_or_weak_sip,22000,0.7721438407897949,0.06968793272972107,0.36090028285980225,0.2069719433784485,0.0007464231457561255,1.0,"Case3002,Case3002",1471.3253635708243
retrieval_no_sip_or_weak_sip,22500,1.5240267515182495,0.2879837453365326,0.48646777868270874,0.5012724995613098,0.000803503964561969,0.5,"Case3043,Case1034",1511.2736511249095
retrieval_no_sip_or_weak_sip,23000,0.8975550532341003,0.23731695115566254,0.30020731687545776,0.23049773275852203,0.0007084247190505266,0.5,"Case7008,Case3029",1551.5760127231479
