lane,fold,checkpoint_step,case_id,status,device,elapsed_seconds,outer_cases_accessed
m3_care_tds,2,500,Case2001,COMPLETED,cuda,3.14,False
m3_care_tds,2,500,Case2010,COMPLETED,cuda,1.154,False
m3_care_tds,2,500,Case2011,COMPLETED,cuda,1.298,False
m3_care_tds,2,500,Case2012,COMPLETED,cuda,1.214,False
m3_care_tds,2,500,Case2026,COMPLETED,cuda,1.002,False
m3_care_tds,2,500,Case2029,COMPLETED,cuda,1.123,False
m3_care_tds,2,500,Case3004,COMPLETED,cuda,1.025,False
m3_care_tds,2,500,Case3018,COMPLETED,cuda,1.117,False
m3_care_tds,2,500,Case3022,COMPLETED,cuda,1.051,False
m3_care_tds,2,500,Case3033,COMPLETED,cuda,1.056,False
m3_care_tds,2,500,Case3034,COMPLETED,cuda,1.291,False
m3_care_tds,2,500,Case3038,COMPLETED,cuda,1.065,False
m3_care_tds,2,500,Case3039,COMPLETED,cuda,1.058,False
m3_care_tds,2,1000,Case2001,COMPLETED,cuda,2.671,False
m3_care_tds,2,1000,Case2010,COMPLETED,cuda,1.132,False
m3_care_tds,2,1000,Case2011,COMPLETED,cuda,1.316,False
m3_care_tds,2,1000,Case2012,COMPLETED,cuda,1.22,False
m3_care_tds,2,1000,Case2026,COMPLETED,cuda,1.009,False
m3_care_tds,2,1000,Case2029,COMPLETED,cuda,1.052,False
m3_care_tds,2,1000,Case3004,COMPLETED,cuda,1.127,False
m3_care_tds,2,1000,Case3018,COMPLETED,cuda,1.102,False
m3_care_tds,2,1000,Case3022,COMPLETED,cuda,1.038,False
m3_care_tds,2,1000,Case3033,COMPLETED,cuda,1.032,False
m3_care_tds,2,1000,Case3034,COMPLETED,cuda,1.25,False
m3_care_tds,2,1000,Case3038,COMPLETED,cuda,1.031,False
m3_care_tds,2,1000,Case3039,COMPLETED,cuda,1.026,False
m3_care_tds,2,1500,Case2001,COMPLETED,cuda,2.506,False
m3_care_tds,2,1500,Case2010,COMPLETED,cuda,1.094,False
m3_care_tds,2,1500,Case2011,COMPLETED,cuda,1.284,False
m3_care_tds,2,1500,Case2012,COMPLETED,cuda,1.178,False
m3_care_tds,2,1500,Case2026,COMPLETED,cuda,0.971,False
m3_care_tds,2,1500,Case2029,COMPLETED,cuda,1.011,False
m3_care_tds,2,1500,Case3004,COMPLETED,cuda,1.025,False
m3_care_tds,2,1500,Case3018,COMPLETED,cuda,1.187,False
m3_care_tds,2,1500,Case3022,COMPLETED,cuda,1.043,False
m3_care_tds,2,1500,Case3033,COMPLETED,cuda,1.023,False
m3_care_tds,2,1500,Case3034,COMPLETED,cuda,1.258,False
m3_care_tds,2,1500,Case3038,COMPLETED,cuda,1.027,False
m3_care_tds,2,1500,Case3039,COMPLETED,cuda,1.03,False
m3_care_tds,2,2000,Case2001,COMPLETED,cuda,2.367,False
m3_care_tds,2,2000,Case2010,COMPLETED,cuda,1.097,False
m3_care_tds,2,2000,Case2011,COMPLETED,cuda,1.289,False
m3_care_tds,2,2000,Case2012,COMPLETED,cuda,1.183,False
m3_care_tds,2,2000,Case2026,COMPLETED,cuda,0.967,False
m3_care_tds,2,2000,Case2029,COMPLETED,cuda,1.011,False
m3_care_tds,2,2000,Case3004,COMPLETED,cuda,1.025,False
m3_care_tds,2,2000,Case3018,COMPLETED,cuda,1.111,False
m3_care_tds,2,2000,Case3022,COMPLETED,cuda,1.101,False
m3_care_tds,2,2000,Case3033,COMPLETED,cuda,1.03,False
m3_care_tds,2,2000,Case3034,COMPLETED,cuda,1.255,False
m3_care_tds,2,2000,Case3038,COMPLETED,cuda,1.027,False
m3_care_tds,2,2000,Case3039,COMPLETED,cuda,1.019,False
m3_care_tds,2,2500,Case2001,COMPLETED,cuda,2.672,False
m3_care_tds,2,2500,Case2010,COMPLETED,cuda,1.092,False
m3_care_tds,2,2500,Case2011,COMPLETED,cuda,1.283,False
