lane,fold,checkpoint_step,case_id,status,device,elapsed_seconds,outer_cases_accessed
m3_care_tds,2,2500,Case2012,COMPLETED,cuda,1.174,False
m3_care_tds,2,2500,Case2026,COMPLETED,cuda,0.967,False
m3_care_tds,2,2500,Case2029,COMPLETED,cuda,1.011,False
m3_care_tds,2,2500,Case3004,COMPLETED,cuda,1.026,False
m3_care_tds,2,2500,Case3018,COMPLETED,cuda,1.103,False
m3_care_tds,2,2500,Case3022,COMPLETED,cuda,1.04,False
m3_care_tds,2,2500,Case3033,COMPLETED,cuda,1.084,False
m3_care_tds,2,2500,Case3034,COMPLETED,cuda,1.259,False
m3_care_tds,2,2500,Case3038,COMPLETED,cuda,1.028,False
m3_care_tds,2,2500,Case3039,COMPLETED,cuda,1.021,False
m3_care_tds,2,3000,Case2001,COMPLETED,cuda,2.438,False
m3_care_tds,2,3000,Case2010,COMPLETED,cuda,1.09,False
m3_care_tds,2,3000,Case2011,COMPLETED,cuda,1.278,False
m3_care_tds,2,3000,Case2012,COMPLETED,cuda,1.177,False
m3_care_tds,2,3000,Case2026,COMPLETED,cuda,0.965,False
m3_care_tds,2,3000,Case2029,COMPLETED,cuda,1.013,False
m3_care_tds,2,3000,Case3004,COMPLETED,cuda,1.015,False
m3_care_tds,2,3000,Case3018,COMPLETED,cuda,1.085,False
m3_care_tds,2,3000,Case3022,COMPLETED,cuda,1.027,False
m3_care_tds,2,3000,Case3033,COMPLETED,cuda,1.017,False
m3_care_tds,2,3000,Case3034,COMPLETED,cuda,1.329,False
m3_care_tds,2,3000,Case3038,COMPLETED,cuda,1.026,False
m3_care_tds,2,3000,Case3039,COMPLETED,cuda,1.027,False
m3_care_tds,2,3500,Case2001,COMPLETED,cuda,2.351,False
m3_care_tds,2,3500,Case2010,COMPLETED,cuda,1.088,False
m3_care_tds,2,3500,Case2011,COMPLETED,cuda,1.271,False
m3_care_tds,2,3500,Case2012,COMPLETED,cuda,1.183,False
m3_care_tds,2,3500,Case2026,COMPLETED,cuda,0.961,False
m3_care_tds,2,3500,Case2029,COMPLETED,cuda,1.014,False
m3_care_tds,2,3500,Case3004,COMPLETED,cuda,1.013,False
m3_care_tds,2,3500,Case3018,COMPLETED,cuda,1.1,False
m3_care_tds,2,3500,Case3022,COMPLETED,cuda,1.036,False
m3_care_tds,2,3500,Case3033,COMPLETED,cuda,1.032,False
m3_care_tds,2,3500,Case3034,COMPLETED,cuda,1.257,False
m3_care_tds,2,3500,Case3038,COMPLETED,cuda,1.096,False
m3_care_tds,2,3500,Case3039,COMPLETED,cuda,1.015,False
m3_care_tds,2,4000,Case2001,COMPLETED,cuda,2.907,False
m3_care_tds,2,4000,Case2010,COMPLETED,cuda,1.092,False
m3_care_tds,2,4000,Case2011,COMPLETED,cuda,1.277,False
m3_care_tds,2,4000,Case2012,COMPLETED,cuda,1.172,False
m3_care_tds,2,4000,Case2026,COMPLETED,cuda,0.967,False
m3_care_tds,2,4000,Case2029,COMPLETED,cuda,1.015,False
m3_care_tds,2,4000,Case3004,COMPLETED,cuda,1.024,False
m3_care_tds,2,4000,Case3018,COMPLETED,cuda,1.102,False
m3_care_tds,2,4000,Case3022,COMPLETED,cuda,1.027,False
m3_care_tds,2,4000,Case3033,COMPLETED,cuda,1.015,False
m3_care_tds,2,4000,Case3034,COMPLETED,cuda,1.25,False
m3_care_tds,2,4000,Case3038,COMPLETED,cuda,1.022,False
m3_care_tds,2,4000,Case3039,COMPLETED,cuda,1.089,False
m3_care_tds,3,500,Case2016,COMPLETED,cuda,4.772,False
m3_care_tds,3,500,Case2023,COMPLETED,cuda,1.532,False
m3_care_tds,3,500,Case2025,COMPLETED,cuda,1.772,False
m3_care_tds,3,500,Case2030,COMPLETED,cuda,1.389,False
m3_care_tds,3,500,Case2031,COMPLETED,cuda,2.453,False
m3_care_tds,3,500,Case3004,COMPLETED,cuda,1.824,False
m3_care_tds,3,500,Case3006,COMPLETED,cuda,1.476,False
m3_care_tds,3,500,Case3011,COMPLETED,cuda,1.756,False
m3_care_tds,3,500,Case3028,COMPLETED,cuda,1.934,False
m3_care_tds,3,500,Case3030,COMPLETED,cuda,1.585,False
m3_care_tds,3,500,Case3031,COMPLETED,cuda,1.637,False
m3_care_tds,3,500,Case3039,COMPLETED,cuda,1.843,False
m3_care_tds,3,500,Case3040,COMPLETED,cuda,1.793,False
m3_care_tds,3,1000,Case2016,COMPLETED,cuda,2.816,False
m3_care_tds,3,1000,Case2023,COMPLETED,cuda,0.967,False
m3_care_tds,3,1000,Case2025,COMPLETED,cuda,1.054,False
m3_care_tds,3,1000,Case2030,COMPLETED,cuda,0.978,False
m3_care_tds,3,1000,Case2031,COMPLETED,cuda,1.181,False
m3_care_tds,3,1000,Case3004,COMPLETED,cuda,1.024,False
m3_care_tds,3,1000,Case3006,COMPLETED,cuda,0.945,False
m3_care_tds,3,1000,Case3011,COMPLETED,cuda,1.075,False
m3_care_tds,3,1000,Case3028,COMPLETED,cuda,1.104,False
m3_care_tds,3,1000,Case3030,COMPLETED,cuda,1.022,False
m3_care_tds,3,1000,Case3031,COMPLETED,cuda,1.014,False
m3_care_tds,3,1000,Case3039,COMPLETED,cuda,1.206,False
m3_care_tds,3,1000,Case3040,COMPLETED,cuda,1.088,False
m3_care_tds,3,1500,Case2016,COMPLETED,cuda,2.848,False
m3_care_tds,3,1500,Case2023,COMPLETED,cuda,1.043,False
m3_care_tds,3,1500,Case2025,COMPLETED,cuda,1.035,False
m3_care_tds,3,1500,Case2030,COMPLETED,cuda,0.974,False
m3_care_tds,3,1500,Case2031,COMPLETED,cuda,1.172,False
m3_care_tds,3,1500,Case3004,COMPLETED,cuda,1.019,False
m3_care_tds,3,1500,Case3006,COMPLETED,cuda,0.95,False
m3_care_tds,3,1500,Case3011,COMPLETED,cuda,1.072,False
m3_care_tds,3,1500,Case3028,COMPLETED,cuda,1.101,False
m3_care_tds,3,1500,Case3030,COMPLETED,cuda,1.014,False
m3_care_tds,3,1500,Case3031,COMPLETED,cuda,1.005,False
m3_care_tds,3,1500,Case3039,COMPLETED,cuda,1.019,False
m3_care_tds,3,1500,Case3040,COMPLETED,cuda,1.096,False
m3_care_tds,3,2000,Case2016,COMPLETED,cuda,2.98,False
m3_care_tds,3,2000,Case2023,COMPLETED,cuda,0.97,False
m3_care_tds,3,2000,Case2025,COMPLETED,cuda,1.104,False
m3_care_tds,3,2000,Case2030,COMPLETED,cuda,0.966,False
m3_care_tds,3,2000,Case2031,COMPLETED,cuda,1.18,False
m3_care_tds,3,2000,Case3004,COMPLETED,cuda,1.024,False
m3_care_tds,3,2000,Case3006,COMPLETED,cuda,0.946,False
m3_care_tds,3,2000,Case3011,COMPLETED,cuda,1.072,False
m3_care_tds,3,2000,Case3028,COMPLETED,cuda,1.101,False
m3_care_tds,3,2000,Case3030,COMPLETED,cuda,1.014,False
m3_care_tds,3,2000,Case3031,COMPLETED,cuda,1.006,False
m3_care_tds,3,2000,Case3039,COMPLETED,cuda,1.019,False
m3_care_tds,3,2000,Case3040,COMPLETED,cuda,1.093,False
m3_care_tds,3,2500,Case2016,COMPLETED,cuda,2.88,False
m3_care_tds,3,2500,Case2023,COMPLETED,cuda,0.971,False
m3_care_tds,3,2500,Case2025,COMPLETED,cuda,1.049,False
m3_care_tds,3,2500,Case2030,COMPLETED,cuda,1.042,False
m3_care_tds,3,2500,Case2031,COMPLETED,cuda,1.179,False
m3_care_tds,3,2500,Case3004,COMPLETED,cuda,1.02,False
m3_care_tds,3,2500,Case3006,COMPLETED,cuda,0.944,False
m3_care_tds,3,2500,Case3011,COMPLETED,cuda,1.063,False
m3_care_tds,3,2500,Case3028,COMPLETED,cuda,1.101,False
m3_care_tds,3,2500,Case3030,COMPLETED,cuda,1.021,False
m3_care_tds,3,2500,Case3031,COMPLETED,cuda,1.0,False
m3_care_tds,3,2500,Case3039,COMPLETED,cuda,1.018,False
m3_care_tds,3,2500,Case3040,COMPLETED,cuda,1.081,False
m3_care_tds,3,3000,Case2016,COMPLETED,cuda,2.915,False
m3_care_tds,3,3000,Case2023,COMPLETED,cuda,0.975,False
m3_care_tds,3,3000,Case2025,COMPLETED,cuda,1.037,False
m3_care_tds,3,3000,Case2030,COMPLETED,cuda,0.976,False
m3_care_tds,3,3000,Case2031,COMPLETED,cuda,1.249,False
m3_care_tds,3,3000,Case3004,COMPLETED,cuda,1.026,False
m3_care_tds,3,3000,Case3006,COMPLETED,cuda,0.953,False
m3_care_tds,3,3000,Case3011,COMPLETED,cuda,1.078,False
m3_care_tds,3,3000,Case3028,COMPLETED,cuda,1.101,False
m3_care_tds,3,3000,Case3030,COMPLETED,cuda,1.021,False
m3_care_tds,3,3000,Case3031,COMPLETED,cuda,1.002,False
m3_care_tds,3,3000,Case3039,COMPLETED,cuda,1.027,False
m3_care_tds,3,3000,Case3040,COMPLETED,cuda,1.091,False
m3_care_tds,3,3500,Case2016,COMPLETED,cuda,2.985,False
m3_care_tds,3,3500,Case2023,COMPLETED,cuda,0.971,False
m3_care_tds,3,3500,Case2025,COMPLETED,cuda,1.048,False
m3_care_tds,3,3500,Case2030,COMPLETED,cuda,0.981,False
m3_care_tds,3,3500,Case2031,COMPLETED,cuda,1.18,False
m3_care_tds,3,3500,Case3004,COMPLETED,cuda,1.077,False
m3_care_tds,3,3500,Case3006,COMPLETED,cuda,0.955,False
m3_care_tds,3,3500,Case3011,COMPLETED,cuda,1.076,False
m3_care_tds,3,3500,Case3028,COMPLETED,cuda,1.105,False
m3_care_tds,3,3500,Case3030,COMPLETED,cuda,1.019,False
m3_care_tds,3,3500,Case3031,COMPLETED,cuda,1.011,False
m3_care_tds,3,3500,Case3039,COMPLETED,cuda,1.019,False
m3_care_tds,3,3500,Case3040,COMPLETED,cuda,1.093,False
m3_care_tds,3,4000,Case2016,COMPLETED,cuda,2.804,False
m3_care_tds,3,4000,Case2023,COMPLETED,cuda,0.968,False
m3_care_tds,3,4000,Case2025,COMPLETED,cuda,1.054,False
m3_care_tds,3,4000,Case2030,COMPLETED,cuda,0.979,False
m3_care_tds,3,4000,Case2031,COMPLETED,cuda,1.183,False
m3_care_tds,3,4000,Case3004,COMPLETED,cuda,1.023,False
m3_care_tds,3,4000,Case3006,COMPLETED,cuda,1.007,False
m3_care_tds,3,4000,Case3011,COMPLETED,cuda,1.066,False
m3_care_tds,3,4000,Case3028,COMPLETED,cuda,1.105,False
m3_care_tds,3,4000,Case3030,COMPLETED,cuda,1.017,False
m3_care_tds,3,4000,Case3031,COMPLETED,cuda,1.013,False
m3_care_tds,3,4000,Case3039,COMPLETED,cuda,1.021,False
m3_care_tds,3,4000,Case3040,COMPLETED,cuda,1.092,False
