variant,source,checkpoint_path,actual_optimizer_steps,train_cases,eval_cases,prototype_case_count,selected_case_ids,scar_positive,scar_negative,edema_positive,edema_negative,t2_present_edema_positive,t2_present_normal_myocardium_far_from_edema,edema_no_t2_myocardium_negative_voxels,coverage_status,evidence_status
srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_srr_v25_training_ablation_matrix/bounded_matrix/variants/srr_propref_shared_dual_dict/prototype_bank_summary.json,/users/a/e/aereinh/CARE/results/20260704_srr_v25_training_ablation_matrix/bounded_matrix/variants/srr_propref_shared_dual_dict/checkpoints/fold_0/propref_config/checkpoint_final.pt,6,12,4,12,Case1001;Case1003;Case1004;Case1005;Case1006;Case1008;Case1011;Case1012;Case1013;Case1014;Case1015;Case1016,12,59,0,0,0,0,0,EDEMA_PROTOTYPES_EMPTY,source_summary_runtime_json
