checkpoint,checkpoint_sha256,case_id,split,metric_name,t2_present,dice,hd95,exact_hd,infinite_hd,lesion_recall,gt_component_count,pred_component_count,remote_fp_count,volume_ratio,empty_gt,empty_pred,nnunet_dice,dice_delta_vs_nnunet,nnunet_hd95,hd95_delta_vs_nnunet,help_vs_nnunet,harm_vs_nnunet
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1002,outer,scar,0.0,0.4276285209630938,8.306623862918075,14.142135623730951,False,1.0,1,2,0,1.6083899127061105,False,False,0.620449601160261,-0.19282108019716726,2.23606797749979,6.070555885418285,False,True
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1002,outer,edema_zone,0.0,0.0,inf,inf,True,0.0,1,0,0,0.0,False,True,0.620449601160261,-0.620449601160261,2.23606797749979,inf,False,True
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1007,outer,scar,0.0,0.3667248400232693,6.48074069840786,17.378147196982766,False,0.5,8,3,0,3.3256165072974335,False,False,0.5832732516222062,-0.2165484115989369,2.8284271247461903,3.65231357366167,False,True
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1007,outer,edema_zone,0.0,0.0,inf,inf,True,0.0,8,0,0,0.0,False,True,0.5832732516222062,-0.5832732516222062,2.8284271247461903,inf,False,True
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1009,outer,scar,0.0,0.46926994906621394,3.1622776601683795,7.54983443527075,False,0.42857142857142855,7,1,0,1.880195599022005,False,False,0.6152564560276091,-0.1459865069613952,3.7416573867739413,-0.5793797266055618,False,True
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1009,outer,edema_zone,0.0,0.0,inf,inf,True,0.0,7,0,0,0.0,False,True,0.6152564560276091,-0.6152564560276091,3.7416573867739413,inf,False,True
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1010,outer,scar,0.0,0.31925029285435375,7.810249675906654,72.069410986909,False,0.2222222222222222,9,4,0,2.537292817679558,False,False,0.4478407178911946,-0.12859042503684087,3.605551275463989,4.204698400442664,False,True
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1010,outer,edema_zone,0.0,0.0,inf,inf,True,0.0,9,0,0,0.0,False,True,0.4478407178911946,-0.4478407178911946,3.605551275463989,inf,False,True
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1021,outer,scar,0.0,0.41729949990739024,7.14142842854285,32.89376840679705,False,0.6666666666666666,12,8,0,2.343034055727554,False,False,0.6192622266733433,-0.20196272676595306,2.8284271247461903,4.313001303796661,False,True
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1021,outer,edema_zone,0.0,0.0,inf,inf,True,0.0,12,0,0,0.0,False,True,0.6192622266733433,-0.6192622266733433,2.8284271247461903,inf,False,True
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1023,outer,scar,0.0,0.370462250888944,6.4031242374328485,30.083217912982647,False,1.0,2,8,0,2.557811120917917,False,False,0.6200117370892019,-0.24954948620025785,2.23606797749979,4.167056259933059,False,True
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1023,outer,edema_zone,0.0,0.0,inf,inf,True,0.0,2,0,0,0.0,False,True,0.6200117370892019,-0.6200117370892019,2.23606797749979,inf,False,True
results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/checkpoints/checkpoint_step03000.pt,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,Case1029,outer,scar,0.0,0.13358287519008072,37.37779852846638,46.561786907291264,False,1.0,3,4,0,13.893728222996515,False,False,0.15579710144927536,-0.02221422625919464,37.960505792204614,-0.5827072637382358,False,True
