case_id,center,class_id,component_count,dice,formal_variant,gt_empty,hd,hd95,invalid_label_values,metric_name,modality_group,pred_empty,pred_gt_volume_ratio,remote_fp_count,script_alias,small_fp_count,source_path,t2_present,variant
Case1070,CenterA,4,0,1.0,anchored_srr_v25_full,True,0.0,0.0,,myops_edema,LGE-only,True,,0,srr_propref_shared_dual_dict,0,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,False,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case1070,CenterA,5,11,0.5142101784534039,anchored_srr_v25_full,False,45.438144768465186,34.86491789750838,,myops_scar,LGE-only,False,2.0175508575987235,0,srr_propref_shared_dual_dict,6,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,False,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case1070,CenterA,4,0,1.0,anchored_srr_v25_full,True,0.0,0.0,,myops_edema,LGE-only,True,,0,srr_propref_shared_dual_dict,0,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,False,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case1070,CenterA,5,14,0.46098692534795443,anchored_srr_v25_full,False,125.29964086141668,34.74287425654873,,myops_scar,LGE-only,False,2.7830075787794177,2,srr_propref_shared_dual_dict,12,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,False,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case1073,CenterA,4,0,1.0,anchored_srr_v25_full,True,0.0,0.0,,myops_edema,LGE-only,True,,0,srr_propref_shared_dual_dict,0,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,False,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case1073,CenterA,5,6,0.4215,anchored_srr_v25_full,False,21.700409539515164,13.650161687889433,,myops_scar,LGE-only,False,0.8190086402910414,0,srr_propref_shared_dual_dict,3,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,False,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case1073,CenterA,4,0,1.0,anchored_srr_v25_full,True,0.0,0.0,,myops_edema,LGE-only,True,,0,srr_propref_shared_dual_dict,0,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,False,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case1073,CenterA,5,12,0.43380614657210403,anchored_srr_v25_full,False,171.50586284838138,15.161830256625441,,myops_scar,LGE-only,False,1.3083219645293316,7,srr_propref_shared_dual_dict,9,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,False,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case1080,CenterA,4,0,1.0,anchored_srr_v25_full,True,0.0,0.0,,myops_edema,LGE-only,True,,0,srr_propref_shared_dual_dict,0,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,False,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case1080,CenterA,5,4,0.643860280878646,anchored_srr_v25_full,False,19.743862393583598,9.504797835436547,,myops_scar,LGE-only,False,1.0065028901734103,0,srr_propref_shared_dual_dict,1,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,False,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case1080,CenterA,4,0,1.0,anchored_srr_v25_full,True,0.0,0.0,,myops_edema,LGE-only,True,,0,srr_propref_shared_dual_dict,0,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,False,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case1080,CenterA,5,3,0.6379137412236711,anchored_srr_v25_full,False,20.98807522892481,11.0,,myops_scar,LGE-only,False,1.1611271676300579,0,srr_propref_shared_dual_dict,1,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,False,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2002,CenterB,4,80,0.2496900333810205,anchored_srr_v25_full,False,204.98219482509327,166.40867075704017,,myops_edema,C0+LGE+T2,False,2.4764588859416445,56,srr_propref_shared_dual_dict,38,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2002,CenterB,5,3,0.4689572031344183,anchored_srr_v25_full,False,38.48740725975348,23.496929860954708,,myops_scar,C0+LGE+T2,False,0.6623246492985972,0,srr_propref_shared_dual_dict,1,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2002,CenterB,4,100,0.21713518753262248,anchored_srr_v25_full,False,220.85644563851454,171.60982371014165,,myops_edema,C0+LGE+T2,False,3.4466180371352784,74,srr_propref_shared_dual_dict,61,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2002,CenterB,5,7,0.46153846153846156,anchored_srr_v25_full,False,183.86110852097704,27.250846639657365,,myops_scar,C0+LGE+T2,False,0.7585170340681363,3,srr_propref_shared_dual_dict,5,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2007,CenterB,4,26,0.2664714494875549,anchored_srr_v25_full,False,163.57513952208026,73.31098897688383,,myops_edema,C0+LGE+T2,False,1.8030095759233926,14,srr_propref_shared_dual_dict,14,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2007,CenterB,5,10,0.3488372093023256,anchored_srr_v25_full,False,32.07115641722737,20.354789158381198,,myops_scar,C0+LGE+T2,False,0.45203376822716806,0,srr_propref_shared_dual_dict,2,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2007,CenterB,4,45,0.2517371451260671,anchored_srr_v25_full,False,197.95000158998988,111.65508577679273,,myops_edema,C0+LGE+T2,False,2.445280437756498,27,srr_propref_shared_dual_dict,27,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2007,CenterB,5,6,0.38672438672438675,anchored_srr_v25_full,False,32.16338833025736,21.894881596895456,,myops_scar,C0+LGE+T2,False,0.5955487336914812,0,srr_propref_shared_dual_dict,2,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2008,CenterB,4,54,0.3781502754659477,anchored_srr_v25_full,False,221.6010219729438,107.30565519451,,myops_edema,C0+LGE+T2,False,1.3677490979739106,44,srr_propref_shared_dual_dict,35,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2008,CenterB,5,3,0.5253576072821846,anchored_srr_v25_full,False,139.9688250027707,10.431662383250572,,myops_scar,C0+LGE+T2,False,0.5137795275590551,1,srr_propref_shared_dual_dict,2,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2008,CenterB,4,82,0.36277024551117626,anchored_srr_v25_full,False,224.53078788226628,145.47299073582712,,myops_edema,C0+LGE+T2,False,2.02969747432695,69,srr_propref_shared_dual_dict,55,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2008,CenterB,5,5,0.5393939393939394,anchored_srr_v25_full,False,145.89253355691733,10.425794930006859,,myops_scar,C0+LGE+T2,False,0.6240157480314961,1,srr_propref_shared_dual_dict,3,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2017,CenterB,4,64,0.33479245283018866,anchored_srr_v25_full,False,276.61050499110036,100.50076281113604,,myops_edema,C0+LGE+T2,False,1.9963817277250113,44,srr_propref_shared_dual_dict,49,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2017,CenterB,5,2,0.5271493212669683,anchored_srr_v25_full,False,31.528791837799783,12.254534400084001,,myops_scar,C0+LGE+T2,False,1.182716049382716,0,srr_propref_shared_dual_dict,1,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2017,CenterB,4,123,0.28173628173628174,anchored_srr_v25_full,False,311.7924177098312,205.19562592957888,,myops_edema,C0+LGE+T2,False,2.8656716417910446,103,srr_propref_shared_dual_dict,86,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2017,CenterB,5,7,0.5181292695743562,anchored_srr_v25_full,False,150.6134048315399,16.3262770094746,,myops_scar,C0+LGE+T2,False,1.3493827160493828,2,srr_propref_shared_dual_dict,6,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2020,CenterB,4,28,0.25722619994696366,anchored_srr_v25_full,False,195.16344721394677,124.08389781234007,,myops_edema,C0+LGE+T2,False,2.6540697674418605,18,srr_propref_shared_dual_dict,15,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2020,CenterB,5,2,0.13311148086522462,anchored_srr_v25_full,False,24.57295880203575,22.426659672583074,,myops_scar,C0+LGE+T2,False,0.07130124777183601,0,srr_propref_shared_dual_dict,0,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2020,CenterB,4,42,0.24238468233246302,anchored_srr_v25_full,False,213.99426585812623,130.39553471757566,,myops_edema,C0+LGE+T2,False,3.453488372093023,31,srr_propref_shared_dual_dict,25,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2020,CenterB,5,1,0.18446601941747573,anchored_srr_v25_full,False,23.794959429770305,21.872271735680336,,myops_scar,C0+LGE+T2,False,0.10160427807486631,0,srr_propref_shared_dual_dict,0,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2031,CenterB,4,54,0.0,anchored_srr_v25_full,False,268.7119300120488,196.7582920849852,,myops_edema,C0+LGE+T2,False,10.368078175895766,42,srr_propref_shared_dual_dict,34,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2031,CenterB,5,12,0.41202815099168266,anchored_srr_v25_full,False,200.61196971253756,91.70607784231497,,myops_scar,C0+LGE+T2,False,0.8090277777777778,8,srr_propref_shared_dual_dict,5,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2031,CenterB,4,72,0.00038827412152980003,anchored_srr_v25_full,False,270.05644386632633,212.46352508122095,,myops_edema,C0+LGE+T2,False,15.778501628664495,55,srr_propref_shared_dual_dict,34,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2031,CenterB,5,19,0.368763557483731,anchored_srr_v25_full,False,202.1923344528302,135.82740450504454,,myops_scar,C0+LGE+T2,False,1.1342592592592593,16,srr_propref_shared_dual_dict,11,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2033,CenterB,4,81,0.1559633027522936,anchored_srr_v25_full,False,172.69354093894552,114.3671285286582,,myops_edema,C0+LGE+T2,False,5.265609514370664,51,srr_propref_shared_dual_dict,53,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2033,CenterB,5,7,0.5513404147698533,anchored_srr_v25_full,False,88.88747192948861,10.087810268617517,,myops_scar,C0+LGE+T2,False,0.7972727272727272,1,srr_propref_shared_dual_dict,2,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case2033,CenterB,4,103,0.11637554585152839,anchored_srr_v25_full,False,225.883965065757,140.362947970829,,myops_edema,C0+LGE+T2,False,8.078295341922695,84,srr_propref_shared_dual_dict,64,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case2033,CenterB,5,7,0.5726455276857548,anchored_srr_v25_full,False,91.3922598802307,10.174862752452732,,myops_scar,C0+LGE+T2,False,0.9209090909090909,1,srr_propref_shared_dual_dict,2,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3004,CenterC,4,308,0.03825398728864372,anchored_srr_v25_full,False,240.441270132501,179.5742018177581,,myops_edema,C0+LGE+T2,False,8.965939647445474,290,srr_propref_shared_dual_dict,181,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3004,CenterC,5,13,0.6007098491570542,anchored_srr_v25_full,False,150.54061197087114,12.000001907348633,,myops_scar,C0+LGE+T2,False,0.938091143594153,7,srr_propref_shared_dual_dict,11,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3004,CenterC,4,304,0.023373599625054805,anchored_srr_v25_full,False,242.4577950535291,200.75938027476803,,myops_edema,C0+LGE+T2,False,18.761876307140724,291,srr_propref_shared_dual_dict,167,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3004,CenterC,5,17,0.5952820512820512,anchored_srr_v25_full,False,180.522631189322,13.769715815884325,,myops_scar,C0+LGE+T2,False,1.095872742906277,14,srr_propref_shared_dual_dict,13,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3011,CenterC,4,65,0.13030674846625767,anchored_srr_v25_full,False,206.76335901038553,189.80127373265685,,myops_edema,C0+LGE+T2,False,8.389400921658986,56,srr_propref_shared_dual_dict,35,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3011,CenterC,5,12,0.3453595421746703,anchored_srr_v25_full,False,133.27370633119978,15.030094441419294,,myops_scar,C0+LGE+T2,False,0.2856685860524632,4,srr_propref_shared_dual_dict,5,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3011,CenterC,4,89,0.10289219982471516,anchored_srr_v25_full,False,210.4427926479817,192.57161132495037,,myops_edema,C0+LGE+T2,False,12.14516129032258,80,srr_propref_shared_dual_dict,55,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3011,CenterC,5,29,0.3878116343490305,anchored_srr_v25_full,False,135.10615534588945,17.79878570842391,,myops_scar,C0+LGE+T2,False,0.3857965451055662,20,srr_propref_shared_dual_dict,20,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3012,CenterC,4,220,0.092282753430209,anchored_srr_v25_full,False,217.76034477245145,158.54697384704951,,myops_edema,C0+LGE+T2,False,3.2211632453567938,181,srr_propref_shared_dual_dict,127,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3012,CenterC,5,18,0.3788941902890822,anchored_srr_v25_full,False,100.77220592566616,8.748800039291382,,myops_scar,C0+LGE+T2,False,0.26437189496096525,7,srr_propref_shared_dual_dict,9,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3012,CenterC,4,312,0.06894873458792991,anchored_srr_v25_full,False,237.61169882626865,165.06259563102313,,myops_edema,C0+LGE+T2,False,5.0254154447702835,275,srr_propref_shared_dual_dict,202,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3012,CenterC,5,33,0.3799149840595112,anchored_srr_v25_full,False,172.0133888811357,75.98714553811166,,myops_scar,C0+LGE+T2,False,0.3356990773598297,19,srr_propref_shared_dual_dict,20,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3023,CenterC,4,92,0.014931633252243939,anchored_srr_v25_full,False,170.33800723448581,140.28634903017593,,myops_edema,C0+LGE+T2,False,14.603403141361257,80,srr_propref_shared_dual_dict,49,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3023,CenterC,5,41,0.11977542108546475,anchored_srr_v25_full,False,163.6679675483822,96.95449511693579,,myops_scar,C0+LGE+T2,False,0.6568475452196383,28,srr_propref_shared_dual_dict,20,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3023,CenterC,4,141,0.013387203762889707,anchored_srr_v25_full,False,171.358750724453,155.6760656387106,,myops_edema,C0+LGE+T2,False,20.705497382198953,133,srr_propref_shared_dual_dict,81,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3023,CenterC,5,61,0.11447492904446546,anchored_srr_v25_full,False,168.1259903979842,112.40477563624961,,myops_scar,C0+LGE+T2,False,1.1850129198966408,48,srr_propref_shared_dual_dict,31,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3026,CenterC,4,164,0.006733539273194266,anchored_srr_v25_full,False,233.41522325016712,194.37098874681593,,myops_edema,C0+LGE+T2,False,14.7609409190372,149,srr_propref_shared_dual_dict,98,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3026,CenterC,5,4,0.5020491803278688,anchored_srr_v25_full,False,15.183875121584467,11.77843251906223,,myops_scar,C0+LGE+T2,False,0.3452791178497588,0,srr_propref_shared_dual_dict,0,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3026,CenterC,4,130,0.004401800998316959,anchored_srr_v25_full,False,233.41522325016712,197.46404334374986,,myops_edema,C0+LGE+T2,False,37.02899343544858,108,srr_propref_shared_dual_dict,71,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3026,CenterC,5,10,0.5320084704349243,anchored_srr_v25_full,False,157.32620283293394,13.14343630851935,,myops_scar,C0+LGE+T2,False,0.41029175281415114,8,srr_propref_shared_dual_dict,6,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3034,CenterC,4,89,0.23684509603364018,anchored_srr_v25_full,False,190.3436560980448,140.27496557921063,,myops_edema,C0+LGE+T2,False,3.317468105986261,63,srr_propref_shared_dual_dict,56,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3034,CenterC,5,17,0.5092630712227254,anchored_srr_v25_full,False,155.04151703678087,23.007510886947337,,myops_scar,C0+LGE+T2,False,0.719037508846426,9,srr_propref_shared_dual_dict,8,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3034,CenterC,4,154,0.17393387637757546,anchored_srr_v25_full,False,191.29075617770852,148.19833614543816,,myops_edema,C0+LGE+T2,False,5.144259077526987,131,srr_propref_shared_dual_dict,97,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3034,CenterC,5,24,0.4886113152094049,anchored_srr_v25_full,False,156.7395421119008,138.85670199273997,,myops_scar,C0+LGE+T2,False,0.9263977353149327,15,srr_propref_shared_dual_dict,10,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3038,CenterC,4,66,0.0877801268498943,anchored_srr_v25_full,False,170.1407175532396,143.28235658469768,,myops_edema,C0+LGE+T2,False,6.460567823343848,46,srr_propref_shared_dual_dict,32,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3038,CenterC,5,40,0.09852122143268677,anchored_srr_v25_full,False,121.66895894717379,85.93708556616039,,myops_scar,C0+LGE+T2,False,0.22301820317087492,24,srr_propref_shared_dual_dict,18,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__argmax
Case3038,CenterC,4,106,0.06804343732345741,anchored_srr_v25_full,False,177.51206460704225,153.08505334721605,,myops_edema,C0+LGE+T2,False,9.051104100946372,84,srr_propref_shared_dual_dict,63,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
Case3038,CenterC,5,51,0.10039491004826678,anchored_srr_v25_full,False,144.1067456796892,103.39233948346917,,myops_scar,C0+LGE+T2,False,0.3382266588373459,37,srr_propref_shared_dual_dict,24,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/component_hd_by_case_checkpoint_final.csv,True,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
