class_id,component_count_mean,dice_mean,empty_prediction_rate,formal_variant,group,hd95_mean,hd_mean,metric_name,n,remote_fp_mean,script_alias,source_path,variant
5,13.9375,0.36284142413564247,0.0,anchored_srr_v25_full,t2_present,41.09351276526368,102.44935134530124,myops_scar,16,7.875,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__argmax
5,13.9375,0.36284142413564247,0.0,anchored_srr_v25_full,complete_modality,41.09351276526368,102.44935134530124,myops_scar,16,7.875,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__argmax
5,5.142857142857143,0.41276821053130347,0.0,anchored_srr_v25_full,CenterB,27.764285882727837,60.09357585968215,myops_scar,7,1.1428571428571428,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__argmax
5,20.77777777777778,0.3240094791612395,0.0,anchored_srr_v25_full,CenterC,51.46068922945823,135.39273227856052,myops_scar,9,13.11111111111111,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__argmax
5,12.25,0.2204373290958618,0.0,anchored_srr_v25_full,C0+LGE,20.495067967044033,37.302629528593464,myops_scar,4,2.5,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__argmax
5,8.583333333333334,0.47149147239825356,0.0,anchored_srr_v25_full,LGE-only,21.025770035160566,89.76978204137414,myops_scar,24,2.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__argmax
5,4.0,0.0,0.0,anchored_srr_v25_full,no_T2_empty_GT,,,myops_scar,1,4.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__argmax
4,53.0,0.6805093268786543,0.6363636363636364,anchored_srr_v25_full,all_cases,60.369142091120366,80.42856969502546,myops_edema,44,46.29545454545455,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
4,145.75,0.1214006489162992,0.0,anchored_srr_v25_full,gt_positive_only,166.015140750581,221.17856666132002,myops_edema,16,127.3125,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
4,145.75,0.1214006489162992,0.0,anchored_srr_v25_full,t2_present,166.015140750581,221.17856666132002,myops_edema,16,127.3125,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
4,145.75,0.1214006489162992,0.0,anchored_srr_v25_full,complete_modality,166.015140750581,221.17856666132002,myops_edema,16,127.3125,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
4,85.28571428571429,0.20592115817969847,0.0,anchored_srr_v25_full,CenterB,158.2013629734921,235.74119860030197,myops_edema,7,67.71428571428571,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
4,192.77777777777777,0.05566247504476645,0.0,anchored_srr_v25_full,CenterC,172.09252346609458,209.85207515322296,myops_edema,9,173.66666666666666,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
4,0.0,1.0,1.0,anchored_srr_v25_full,C0+LGE,0.0,0.0,myops_edema,4,0.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
4,0.0,1.0,1.0,anchored_srr_v25_full,LGE-only,0.0,0.0,myops_edema,24,0.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
4,0.0,1.0,1.0,anchored_srr_v25_full,no_T2_empty_GT,0.0,0.0,myops_edema,28,0.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
5,19.977272727272727,0.3968290912846391,0.0,anchored_srr_v25_full,all_cases,56.69606282429653,132.36988511310733,myops_scar,44,11.5,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
5,20.13953488372093,0.40605767480288657,0.0,anchored_srr_v25_full,gt_positive_only,56.69606282429653,132.36988511310733,myops_scar,43,11.465116279069768,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
5,22.6875,0.3719747205244284,0.0,anchored_srr_v25_full,t2_present,68.89003023234204,141.39424078376877,myops_scar,16,16.125,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
5,22.6875,0.3719747205244284,0.0,anchored_srr_v25_full,complete_modality,68.89003023234204,141.39424078376877,myops_scar,16,16.125,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
5,7.714285714285714,0.4338938828291381,0.0,anchored_srr_v25_full,CenterB,35.37254491519,115.10180630227258,myops_scar,7,3.2857142857142856,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
5,34.333333333333336,0.32381537206520977,0.0,anchored_srr_v25_full,CenterC,94.95918547901586,161.84391204715467,myops_scar,9,26.11111111111111,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
5,13.25,0.23821291880370518,0.0,anchored_srr_v25_full,C0+LGE,21.47811913756648,72.76983161359965,myops_scar,4,4.25,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
5,19.291666666666668,0.4398347005382686,0.0,anchored_srr_v25_full,LGE-only,52.96899417977412,133.80365468677152,myops_scar,24,9.625,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
5,13.0,0.0,0.0,anchored_srr_v25_full,no_T2_empty_GT,,,myops_scar,1,13.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv,srr_propref_shared_dual_dict__checkpoint_best__pathology_aware
4,35.47727272727273,0.6885871905399119,0.6363636363636364,anchored_srr_v25_full,all_cases,52.652546341000026,76.1202933040469,myops_edema,44,29.068181818181817,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
4,97.5625,0.1436147739847578,0.0,anchored_srr_v25_full,gt_positive_only,144.79450243775005,209.33080658612897,myops_edema,16,79.9375,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
4,97.5625,0.1436147739847578,0.0,anchored_srr_v25_full,t2_present,144.79450243775005,209.33080658612897,myops_edema,16,79.9375,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
4,97.5625,0.1436147739847578,0.0,anchored_srr_v25_full,complete_modality,144.79450243775005,209.33080658612897,myops_edema,16,79.9375,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
4,55.285714285714285,0.2346133876948527,0.0,anchored_srr_v25_full,CenterB,126.10505659507908,214.76253992516556,myops_edema,7,38.42857142857143,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
4,130.44444444444446,0.07283807443246175,0.0,anchored_srr_v25_full,CenterC,159.33073809316085,205.1061251002116,myops_edema,9,112.22222222222223,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
4,0.0,1.0,1.0,anchored_srr_v25_full,C0+LGE,0.0,0.0,myops_edema,4,0.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
4,0.0,1.0,1.0,anchored_srr_v25_full,LGE-only,0.0,0.0,myops_edema,24,0.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
4,0.0,1.0,1.0,anchored_srr_v25_full,no_T2_empty_GT,0.0,0.0,myops_edema,28,0.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
5,10.636363636363637,0.4182750988547032,0.0,anchored_srr_v25_full,all_cases,28.225070818426765,78.93243990713196,myops_scar,44,4.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
5,10.790697674418604,0.4280024267350451,0.0,anchored_srr_v25_full,gt_positive_only,28.225070818426765,78.93243990713196,myops_scar,43,4.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
5,15.5,0.3774244636562425,0.0,anchored_srr_v25_full,t2_present,41.88141112858984,107.85398141312923,myops_scar,16,8.625,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
5,15.5,0.3774244636562425,0.0,anchored_srr_v25_full,complete_modality,41.88141112858984,107.85398141312923,myops_scar,16,8.625,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
5,5.571428571428571,0.4238259125160939,0.0,anchored_srr_v25_full,CenterB,27.251209083740864,79.44694013737332,myops_scar,7,1.4285714285714286,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
5,23.22222222222222,0.3413344478763581,0.0,anchored_srr_v25_full,CenterC,53.260457163472374,129.94834684982828,myops_scar,9,14.222222222222221,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
5,12.5,0.23515246731321343,0.0,anchored_srr_v25_full,C0+LGE,19.367298804731313,37.265422800479286,myops_scar,4,2.25,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
5,7.083333333333333,0.47602929424392526,0.0,anchored_srr_v25_full,LGE-only,20.228065446696647,64.85978937479871,myops_scar,24,1.2083333333333333,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
5,4.0,0.0,0.0,anchored_srr_v25_full,no_T2_empty_GT,,,myops_scar,1,4.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__argmax
4,47.45454545454545,0.68095807765132,0.6363636363636364,anchored_srr_v25_full,all_cases,61.013630014857654,80.76676096691641,myops_edema,44,41.04545454545455,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
4,130.5,0.12263471354113001,0.0,anchored_srr_v25_full,gt_positive_only,167.78748254085855,222.1085926590201,myops_edema,16,112.875,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
4,130.5,0.12263471354113001,0.0,anchored_srr_v25_full,t2_present,167.78748254085855,222.1085926590201,myops_edema,16,112.875,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
4,130.5,0.12263471354113001,0.0,anchored_srr_v25_full,complete_modality,167.78748254085855,222.1085926590201,myops_edema,16,112.875,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
4,81.0,0.2103610517445241,0.0,anchored_srr_v25_full,CenterB,159.593647703138,237.8663325158302,myops_edema,7,63.285714285714285,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
4,169.0,0.05440311716071238,0.0,anchored_srr_v25_full,CenterC,174.16046519241897,209.85257277039003,myops_edema,9,151.44444444444446,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
4,0.0,1.0,1.0,anchored_srr_v25_full,C0+LGE,0.0,0.0,myops_edema,4,0.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
4,0.0,1.0,1.0,anchored_srr_v25_full,LGE-only,0.0,0.0,myops_edema,24,0.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
4,0.0,1.0,1.0,anchored_srr_v25_full,no_T2_empty_GT,0.0,0.0,myops_edema,28,0.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
5,20.068181818181817,0.4096756430945393,0.0,anchored_srr_v25_full,all_cases,44.16369538163071,123.31209534796899,myops_scar,44,10.954545454545455,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
5,20.27906976744186,0.4192029836316216,0.0,anchored_srr_v25_full,gt_positive_only,44.16369538163071,123.31209534796899,myops_scar,43,10.953488372093023,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
5,23.4375,0.3828668717152351,0.0,anchored_srr_v25_full,t2_present,61.77163040798404,143.47058559748714,myops_scar,16,16.6875,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
5,23.4375,0.3828668717152351,0.0,anchored_srr_v25_full,complete_modality,61.77163040798404,143.47058559748714,myops_scar,16,16.6875,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
5,7.428571428571429,0.4330944516883008,0.0,anchored_srr_v25_full,CenterB,34.82461988131598,118.55856985750326,myops_scar,7,3.2857142857142856,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
5,35.888888888888886,0.3438009761806284,0.0,anchored_srr_v25_full,CenterC,82.73041637317031,162.84659783969684,myops_scar,9,27.11111111111111,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
5,15.5,0.2561085555887458,0.0,anchored_srr_v25_full,C0+LGE,20.034025132908486,73.3124650353748,myops_scar,4,5.25,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
5,18.583333333333332,0.4531426719317077,0.0,anchored_srr_v25_full,LGE-only,35.44128081181877,116.1230556373645,myops_scar,24,8.083333333333334,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
5,11.0,0.0,0.0,anchored_srr_v25_full,no_T2_empty_GT,,,myops_scar,1,11.0,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv,srr_propref_shared_dual_dict__checkpoint_final__pathology_aware
4,38.25,0.6955157038976895,0.6363636363636364,anchored_scar_precision_edema_safe,all_cases,57.52666673157937,76.159975508814,myops_edema,44,32.0,srr_propref_scar_precision,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv,srr_propref_scar_precision__checkpoint_best__argmax
4,105.1875,0.16266818571864608,0.0,anchored_scar_precision_edema_safe,gt_positive_only,158.19833351184326,209.4399326492385,myops_edema,16,88.0,srr_propref_scar_precision,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv,srr_propref_scar_precision__checkpoint_best__argmax
