anchor_present_batch_fraction,batch_cases,component_present_batch_fraction,edema_proposal_loss,edema_supervised_batch_fraction,elapsed_seconds,evidence_loss,final_loss,formal_variant,loss,proposal_margin_loss,proposal_weight,refine_weight,roi_cover_loss,roi_remote_loss,scar_proposal_loss,script_alias,source_path,stage,step,variant
1.0,"Case2027,Case1061",1.0,0.18364210426807404,0.5,333.0791313489899,1.06535005569458,1.0643157958984375,anchored_srr_v25_full,1.06535005569458,0.23018646240234375,0.0,0.0,0.2896997332572937,0.006490517873317003,0.2729536294937134,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/training_log.csv,evidence_warmup,2300,srr_propref_shared_dual_dict
0.5,"Case2022,Case3016",0.5,0.4713687300682068,1.0,340.2670185120078,0.8445037603378296,0.8423140048980713,anchored_srr_v25_full,0.8445037603378296,0.22337499260902405,0.0,0.0,0.4479530155658722,0.004335041623562574,0.41777974367141724,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/training_log.csv,evidence_warmup,2350,srr_propref_shared_dual_dict
1.0,"Case2010,Case2023",1.0,0.21473093330860138,1.0,347.51011788798496,0.9127311706542969,0.9071292281150818,anchored_srr_v25_full,0.9127311706542969,0.2221524864435196,0.0,0.0,0.3412742614746094,0.0082060806453228,0.15199723839759827,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/training_log.csv,evidence_warmup,2400,srr_propref_shared_dual_dict
,,,,,347.98743183299666,,,anchored_srr_v25_full,,,,,,,,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/training_log.csv,evidence_warmup,2400,srr_propref_shared_dual_dict
1.0,"Case3039,Case8026",1.0,0.36340394616127014,0.5,355.3894686049898,1.146848201751709,1.142498254776001,anchored_srr_v25_full,1.146848201751709,0.2225843369960785,0.0,0.0,0.30764204263687134,0.006141003221273422,0.18923866748809814,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/training_log.csv,evidence_warmup,2450,srr_propref_shared_dual_dict
1.0,"Case2001,Case1061",0.5,0.2501915395259857,0.5,362.51149569198606,1.5708959102630615,1.5707719326019287,anchored_srr_v25_full,1.5708959102630615,0.22156088054180145,0.0,0.0,0.34440165758132935,0.007046246435493231,0.37464016675949097,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/training_log.csv,evidence_warmup,2500,srr_propref_shared_dual_dict
0.5,"Case3031,Case2004",0.5,0.41478365659713745,1.0,369.78429367998615,1.2631911039352417,1.2606370449066162,anchored_srr_v25_full,1.2631911039352417,0.2251649647951126,0.0,0.0,0.4721701145172119,0.008438849821686745,0.5189770460128784,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/training_log.csv,evidence_warmup,2550,srr_propref_shared_dual_dict
0.5,"Case2026,Case3016",0.5,0.1077553853392601,0.5,376.922092007997,0.974104106426239,0.9715307354927063,anchored_srr_v25_full,0.974104106426239,0.22295153141021729,0.0,0.0,0.2877655625343323,0.004494084045290947,0.321937620639801,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/training_log.csv,evidence_warmup,2600,srr_propref_shared_dual_dict
1.0,"Case3025,Case3025",1.0,0.4755092263221741,1.0,384.11189379601274,1.5372934341430664,1.533635139465332,anchored_srr_v25_full,1.5372934341430664,0.23300793766975403,0.0,0.0,0.4780615568161011,0.002154808957129717,0.5243672132492065,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/training_log.csv,evidence_warmup,2650,srr_propref_shared_dual_dict
1.0,"Case8013,Case1004",1.0,-0.0,0.0,391.3780765690026,0.8266237378120422,0.8218006491661072,anchored_srr_v25_full,0.8266237378120422,0.22104023396968842,0.0,0.0,0.19508907198905945,0.004037527833133936,0.2767610251903534,srr_propref_shared_dual_dict,/users/a/e/aereinh/CARE/results/20260704_myops_anchor_srr_fold0_formal/variants/srr_propref_shared_dual_dict/training_log.csv,evidence_warmup,2700,srr_propref_shared_dual_dict
