anatomy_consistency_dice,candidate_components,candidate_voxels,case_id,center,center_shift_mm,class_id,descriptor_scores,flow_smoothness_mean,folding_voxels,frame_agreements,frame_index,frame_indices,frame_weights,image_ncc_after,image_ncc_before,image_ncc_delta,jacobian_min_proxy,metric_name,reference_components,reference_dominance,reference_voxels,reference_weight,runtime_seconds,status,temporal_entropy,variant,warp_type
0.7988410596026491,1,16190,Case1001,center_alpha,,1,,0.18458243778773717,6420,,9,,,0.8289591073989868,0.6020699739456177,0.22688913345336914,-8.232993125915527,class_1_myocardium,1,,15218,,0.7029763639438897,,,cine_deformable_or_feature_warp,
0.9099186361875242,1,14253,Case1001,center_alpha,,2,,0.18458243778773717,6420,,9,,,0.8289591073989868,0.6020699739456177,0.22688913345336914,-8.232993125915527,class_2_lv,1,,16719,,0.7029763639438897,,,cine_deformable_or_feature_warp,
1.0,1,15218,Case1001,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,15218,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,16719,Case1001,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,16719,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6624609618988132,1,16802,Case1001,center_alpha,,1,,,,,9,,,,,,,class_1_myocardium,1,,15218,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.767775651405859,1,10453,Case1001,center_alpha,,2,,,,,9,,,,,,,class_2_lv,1,,16719,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7499194120301721,1,15804,Case1001,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,15218,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8538918881979088,1,12547,Case1001,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,16719,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7858094864758918,2,13003,Case1002,center_alpha,,1,,0.24233473241329193,7732,,8,,,0.7546762228012085,0.4353209137916565,0.319355309009552,-6.30474328994751,class_1_myocardium,2,,12507,,0.42907008714973927,,,cine_deformable_or_feature_warp,
0.9167747661637196,1,14416,Case1002,center_alpha,,2,,0.24233473241329193,7732,,8,,,0.7546762228012085,0.4353209137916565,0.319355309009552,-6.30474328994751,class_2_lv,1,,14878,,0.42907008714973927,,,cine_deformable_or_feature_warp,
1.0,2,12507,Case1002,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,2,,12507,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,14878,Case1002,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,14878,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6104122461351925,1,13885,Case1002,center_alpha,,1,,,,,8,,,,,,,class_1_myocardium,2,,12507,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7641048787493332,1,9493,Case1002,center_alpha,,2,,,,,8,,,,,,,class_2_lv,1,,14878,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7921645445641528,1,13018,Case1002,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,2,,12507,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8973375698477046,1,12503,Case1002,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,14878,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7846698332867654,1,10636,Case1003,center_alpha,,1,,0.23731339519674127,8977,,6,,,0.760531485080719,0.5203857421875,0.240145742893219,-8.907658576965332,class_1_myocardium,1,,10838,,0.46453167288564146,,,cine_deformable_or_feature_warp,
0.84690353771775,1,5998,Case1003,center_alpha,,2,,0.23731339519674127,8977,,6,,,0.760531485080719,0.5203857421875,0.240145742893219,-8.907658576965332,class_2_lv,1,,7033,,0.46453167288564146,,,cine_deformable_or_feature_warp,
1.0,1,10838,Case1003,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,10838,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,7033,Case1003,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,7033,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.608413948256468,1,11387,Case1003,center_alpha,,1,,,,,6,,,,,,,class_1_myocardium,1,,10838,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.49448785186770844,1,2310,Case1003,center_alpha,,2,,,,,6,,,,,,,class_2_lv,1,,7033,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.770304512113803,1,11657,Case1003,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,10838,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7632490474541046,1,4515,Case1003,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,7033,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.783199267858003,5,11504,Case1004,center_alpha,,1,,0.2127822223636839,4308,,10,,,0.8767337203025818,0.7314381003379822,0.1452956199645996,-8.993292808532715,class_1_myocardium,1,,9257,,0.5299469300080091,,,cine_deformable_or_feature_warp,
0.9277402402402403,1,10616,Case1004,center_alpha,,2,,0.2127822223636839,4308,,10,,,0.8767337203025818,0.7314381003379822,0.1452956199645996,-8.993292808532715,class_2_lv,1,,10696,,0.5299469300080091,,,cine_deformable_or_feature_warp,
1.0,1,9257,Case1004,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,9257,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,10696,Case1004,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,10696,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7213228035538006,1,11003,Case1004,center_alpha,,1,,,,,10,,,,,,,class_1_myocardium,1,,9257,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8151867998454831,1,7425,Case1004,center_alpha,,2,,,,,10,,,,,,,class_2_lv,1,,10696,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.774356896900952,1,10491,Case1004,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,9257,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8561840843720039,1,8078,Case1004,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,10696,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8347123340388686,5,13610,Case1005,center_alpha,,1,,0.234330106865276,7449,,8,,,0.8849114775657654,0.6494725942611694,0.23543888330459595,-4.962334632873535,class_1_myocardium,1,,12375,,0.5268507630098611,,,cine_deformable_or_feature_warp,
0.9493200564761834,2,13563,Case1005,center_alpha,,2,,0.234330106865276,7449,,8,,,0.8849114775657654,0.6494725942611694,0.23543888330459595,-4.962334632873535,class_2_lv,1,,13351,,0.5268507630098611,,,cine_deformable_or_feature_warp,
1.0,1,12375,Case1005,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,12375,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,13351,Case1005,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,13351,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.5731372475269869,1,14212,Case1005,center_alpha,,1,,,,,8,,,,,,,class_1_myocardium,1,,12375,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6689586447433981,1,6719,Case1005,center_alpha,,2,,,,,8,,,,,,,class_2_lv,1,,13351,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6602484237550497,1,14112,Case1005,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,12375,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7581042742198038,1,8150,Case1005,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,13351,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7765738043015681,3,15340,Case1006,center_alpha,,1,,0.25566475895734936,9290,,9,,,0.7801768183708191,0.3724267780780792,0.40775004029273987,-5.100010871887207,class_1_myocardium,1,,15207,,0.5542633840814233,,,cine_deformable_or_feature_warp,
0.9330803915099527,1,17831,Case1006,center_alpha,,2,,0.25566475895734936,9290,,9,,,0.7801768183708191,0.3724267780780792,0.40775004029273987,-5.100010871887207,class_2_lv,1,,18541,,0.5542633840814233,,,cine_deformable_or_feature_warp,
1.0,1,15207,Case1006,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,15207,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,18541,Case1006,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,18541,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.5357664233576642,1,16303,Case1006,center_alpha,,1,,,,,9,,,,,,,class_1_myocardium,1,,15207,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7230637128627855,1,10574,Case1006,center_alpha,,2,,,,,9,,,,,,,class_2_lv,1,,18541,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6247833895207788,1,16532,Case1006,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,15207,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7838945539198007,1,11958,Case1006,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,18541,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7573091458805744,1,16950,Case1007,center_alpha,,1,,0.23759667202830315,9544,,10,,,0.8407547473907471,0.6515316367149353,0.18922311067581177,-5.661107063293457,class_1_myocardium,1,,16125,,0.5502353529445827,,,cine_deformable_or_feature_warp,
0.8611642912855421,2,12303,Case1007,center_alpha,,2,,0.23759667202830315,9544,,10,,,0.8407547473907471,0.6515316367149353,0.18922311067581177,-5.661107063293457,class_2_lv,1,,15903,,0.5502353529445827,,,cine_deformable_or_feature_warp,
1.0,1,16125,Case1007,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,16125,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,15903,Case1007,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,15903,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.5146070741453308,1,17660,Case1007,center_alpha,,1,,,,,10,,,,,,,class_1_myocardium,1,,16125,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6006069402295817,1,6834,Case1007,center_alpha,,2,,,,,10,,,,,,,class_2_lv,1,,15903,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.5845141237773105,1,16692,Case1007,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,16125,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7038123167155426,1,8649,Case1007,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,15903,,0.0,,,cine_motion_descriptor_temporal_refiner,
