anatomy_consistency_dice,candidate_components,candidate_voxels,case_id,center,center_shift_mm,class_id,descriptor_scores,flow_smoothness_mean,folding_voxels,frame_agreements,frame_index,frame_indices,frame_weights,image_ncc_after,image_ncc_before,image_ncc_delta,jacobian_min_proxy,metric_name,reference_components,reference_dominance,reference_voxels,reference_weight,runtime_seconds,status,temporal_entropy,variant,warp_type
0.8135178465952241,3,12293,Case1008,center_alpha,,1,,0.1820755343545567,7257,,15,,,0.7819609642028809,0.4513024687767029,0.330658495426178,-5.002767562866211,class_1_myocardium,1,,11409,,0.5178992052096874,,,cine_deformable_or_feature_warp,
0.902941020049992,2,9228,Case1008,center_alpha,,2,,0.1820755343545567,7257,,15,,,0.7819609642028809,0.4513024687767029,0.330658495426178,-5.002767562866211,class_2_lv,1,,9575,,0.5178992052096874,,,cine_deformable_or_feature_warp,
1.0,1,11409,Case1008,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,11409,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,9575,Case1008,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,9575,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.655098645115284,1,13833,Case1008,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,11409,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6212055819306574,1,4327,Case1008,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,9575,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.937641132534306,1,11619,Case1008,center_alpha,,1,,,,,28,,,,,,,class_1_myocardium,1,,11409,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.9610753581067054,1,9693,Case1008,center_alpha,,2,,,,,28,,,,,,,class_2_lv,1,,9575,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8185243603224676,4,11499,Case1010,center_alpha,,1,,0.24906418596704802,7871,,6,,,0.867632269859314,0.6364926695823669,0.23113960027694702,-5.270920753479004,class_1_myocardium,4,,11325,,0.611042768927291,,,cine_deformable_or_feature_warp,
0.9267235252309879,1,13915,Case1010,center_alpha,,2,,0.24906418596704802,7871,,6,,,0.867632269859314,0.6364926695823669,0.23113960027694702,-5.270920753479004,class_2_lv,1,,14225,,0.611042768927291,,,cine_deformable_or_feature_warp,
1.0,4,11325,Case1010,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,4,,11325,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,14225,Case1010,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,14225,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.5331640471082703,2,11516,Case1010,center_alpha,,1,,,,,6,,,,,,,class_1_myocardium,4,,11325,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7372392365734576,1,8305,Case1010,center_alpha,,2,,,,,6,,,,,,,class_2_lv,1,,14225,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6523710977059575,1,11386,Case1010,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,4,,11325,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8257425742574257,1,10015,Case1010,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,14225,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.766994557685157,3,15324,Case1011,center_alpha,,1,,0.27438936043869366,7458,,8,,,0.8266305923461914,0.545676052570343,0.2809545397758484,-8.164651870727539,class_1_myocardium,1,,14259,,0.48019312415272,,,cine_deformable_or_feature_warp,
0.8595185995623632,1,11864,Case1011,center_alpha,,2,,0.27438936043869366,7458,,8,,,0.8266305923461914,0.545676052570343,0.2809545397758484,-8.164651870727539,class_2_lv,1,,15556,,0.48019312415272,,,cine_deformable_or_feature_warp,
1.0,1,14259,Case1011,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,14259,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,15556,Case1011,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,15556,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.5370194667102896,1,16306,Case1011,center_alpha,,1,,,,,8,,,,,,,class_1_myocardium,1,,14259,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6162604518768903,1,6928,Case1011,center_alpha,,2,,,,,8,,,,,,,class_2_lv,1,,15556,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7190357155086806,1,14944,Case1011,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,14259,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8253321256038647,1,10940,Case1011,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,15556,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6484505862646566,2,9736,Case1012,center_alpha,,1,,0.3248795159161091,8179,,6,,,0.7228870987892151,0.485562264919281,0.23732483386993408,-6.78859806060791,class_1_myocardium,1,,9368,,0.3499887390062213,,,cine_deformable_or_feature_warp,
0.8039122389637854,1,8500,Case1012,center_alpha,,2,,0.3248795159161091,8179,,6,,,0.7228870987892151,0.485562264919281,0.23732483386993408,-6.78859806060791,class_2_lv,1,,10415,,0.3499887390062213,,,cine_deformable_or_feature_warp,
1.0,1,9368,Case1012,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,9368,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,10415,Case1012,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,10415,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.4751124041258926,1,9537,Case1012,center_alpha,,1,,,,,6,,,,,,,class_1_myocardium,1,,9368,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.5537350735906693,1,3989,Case1012,center_alpha,,2,,,,,6,,,,,,,class_2_lv,1,,10415,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6285036653730056,1,9184,Case1012,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,9368,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7940412263987529,1,6904,Case1012,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,10415,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8532853833963184,2,17346,Case1013,center_alpha,,1,,0.18820412084460258,6107,,9,,,0.8202793002128601,0.4327796995639801,0.38749960064888,-6.793150901794434,class_1_myocardium,1,,15466,,0.5321182729676366,,,cine_deformable_or_feature_warp,
0.9369179933914088,1,12682,Case1013,center_alpha,,2,,0.18820412084460258,6107,,9,,,0.8202793002128601,0.4327796995639801,0.38749960064888,-6.793150901794434,class_2_lv,1,,13950,,0.5321182729676366,,,cine_deformable_or_feature_warp,
1.0,1,15466,Case1013,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,15466,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,13950,Case1013,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,13950,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.661160525201186,1,17588,Case1013,center_alpha,,1,,,,,9,,,,,,,class_1_myocardium,1,,15466,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7003532911863146,1,7562,Case1013,center_alpha,,2,,,,,9,,,,,,,class_2_lv,1,,13950,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.72065880313303,1,16835,Case1013,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,15466,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7792887029288703,1,8994,Case1013,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,13950,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.801227041509727,2,13480,Case1014,center_alpha,,1,,0.2645403508629118,9158,,7,,,0.8637989163398743,0.6654208302497864,0.1983780860900879,-5.174717903137207,class_1_myocardium,1,,12273,,0.5942827509716153,,,cine_deformable_or_feature_warp,
0.9271086818164801,1,13218,Case1014,center_alpha,,2,,0.2645403508629118,9158,,7,,,0.8637989163398743,0.6654208302497864,0.1983780860900879,-5.174717903137207,class_2_lv,1,,13493,,0.5942827509716153,,,cine_deformable_or_feature_warp,
1.0,1,12273,Case1014,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,12273,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,13493,Case1014,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,13493,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6210198343339159,1,14045,Case1014,center_alpha,,1,,,,,7,,,,,,,class_1_myocardium,1,,12273,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7286655145032463,1,7916,Case1014,center_alpha,,2,,,,,7,,,,,,,class_2_lv,1,,13493,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6766513056835638,1,13767,Case1014,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,12273,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7898648043692362,1,8845,Case1014,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,13493,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.815365551425031,3,13962,Case1015,center_alpha,,1,,0.2056427083232186,6956,,15,,,0.8820953965187073,0.6567224264144897,0.22537297010421753,-4.425838947296143,class_1_myocardium,1,,12669,,0.4772033381741494,,,cine_deformable_or_feature_warp,
0.9296213300922936,1,13611,Case1015,center_alpha,,2,,0.2056427083232186,6956,,15,,,0.8820953965187073,0.6567224264144897,0.22537297010421753,-4.425838947296143,class_2_lv,1,,12718,,0.4772033381741494,,,cine_deformable_or_feature_warp,
1.0,1,12669,Case1015,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,12669,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,12718,Case1015,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,12718,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6513189098471305,1,14740,Case1015,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,12669,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7144300727566694,1,7074,Case1015,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,12718,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.9154437456324249,1,13089,Case1015,center_alpha,,1,,,,,28,,,,,,,class_1_myocardium,1,,12669,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.9587067987005362,1,12831,Case1015,center_alpha,,2,,,,,28,,,,,,,class_2_lv,1,,12718,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7574679415906901,4,13939,Case1016,center_alpha,,1,,0.23869194319614997,8499,,8,,,0.8352186679840088,0.619536280632019,0.21568238735198975,-6.139581680297852,class_1_myocardium,1,,13043,,0.5514191407710314,,,cine_deformable_or_feature_warp,
0.8759676819580136,1,13797,Case1016,center_alpha,,2,,0.23869194319614997,8499,,8,,,0.8352186679840088,0.619536280632019,0.21568238735198975,-6.139581680297852,class_2_lv,1,,15784,,0.5514191407710314,,,cine_deformable_or_feature_warp,
1.0,1,13043,Case1016,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,13043,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,15784,Case1016,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,15784,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.4731213768768228,1,14730,Case1016,center_alpha,,1,,,,,8,,,,,,,class_1_myocardium,1,,13043,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6117832030396996,1,7113,Case1016,center_alpha,,2,,,,,8,,,,,,,class_2_lv,1,,15784,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6438392485133139,2,13358,Case1016,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,13043,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7774643533366823,1,10095,Case1016,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,15784,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8101198244157076,3,16614,Case1017,center_alpha,,1,,0.2291116395166942,8092,,15,,,0.8521842956542969,0.6430410146713257,0.2091432809829712,-4.604603290557861,class_1_myocardium,1,,17102,,0.5936735109426081,,,cine_deformable_or_feature_warp,
0.9315042528490535,1,22211,Case1017,center_alpha,,2,,0.2291116395166942,8092,,15,,,0.8521842956542969,0.6430410146713257,0.2091432809829712,-4.604603290557861,class_2_lv,1,,19996,,0.5936735109426081,,,cine_deformable_or_feature_warp,
1.0,1,17102,Case1017,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,17102,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,19996,Case1017,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,19996,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.664989709581523,1,17882,Case1017,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,17102,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8166991668143946,1,13850,Case1017,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,19996,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.9389739707680661,2,17244,Case1017,center_alpha,,1,,,,,29,,,,,,,class_1_myocardium,1,,17102,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.9758839259185896,1,20392,Case1017,center_alpha,,2,,,,,29,,,,,,,class_2_lv,1,,19996,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8246722174370753,2,11168,Case1019,center_alpha,,1,,0.2278019517660141,6921,,9,,,0.8902648091316223,0.7005740404129028,0.18969076871871948,-4.098078727722168,class_1_myocardium,1,,9730,,0.41567411995492876,,,cine_deformable_or_feature_warp,
0.9346113082346436,1,10407,Case1019,center_alpha,,2,,0.2278019517660141,6921,,9,,,0.8902648091316223,0.7005740404129028,0.18969076871871948,-4.098078727722168,class_2_lv,1,,11294,,0.41567411995492876,,,cine_deformable_or_feature_warp,
1.0,1,9730,Case1019,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,9730,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,11294,Case1019,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,11294,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.5824942631012036,1,11623,Case1019,center_alpha,,1,,,,,9,,,,,,,class_1_myocardium,1,,9730,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.6903865098221011,1,5963,Case1019,center_alpha,,2,,,,,9,,,,,,,class_2_lv,1,,11294,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7400833537631772,1,10665,Case1019,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,9730,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.849305308158176,1,8355,Case1019,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,11294,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8225924358431765,3,12926,Case1021,center_alpha,,1,,0.22971938144076953,8721,,7,,,0.7837530374526978,0.4254522919654846,0.35830074548721313,-8.515678405761719,class_1_myocardium,1,,13065,,0.4702866221778095,,,cine_deformable_or_feature_warp,
0.9004930734914299,1,10660,Case1021,center_alpha,,2,,0.22971938144076953,8721,,7,,,0.7837530374526978,0.4254522919654846,0.35830074548721313,-8.515678405761719,class_2_lv,1,,10635,,0.4702866221778095,,,cine_deformable_or_feature_warp,
1.0,1,13065,Case1021,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,13065,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,10635,Case1021,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,10635,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.5798947068867387,1,15047,Case1021,center_alpha,,1,,,,,7,,,,,,,class_1_myocardium,1,,13065,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.52955409609402,1,3830,Case1021,center_alpha,,2,,,,,7,,,,,,,class_2_lv,1,,10635,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8524492010627549,1,13658,Case1021,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,13065,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8868102006688964,1,8501,Case1021,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,10635,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.8844555278470491,1,17313,Case1022,center_alpha,,1,,0.21376008608124472,5401,,15,,,0.889605700969696,0.702292263507843,0.18731343746185303,-3.3189704418182373,class_1_myocardium,1,,16371,,0.46771809202618897,,,cine_deformable_or_feature_warp,
0.9402659105712863,1,13061,Case1022,center_alpha,,2,,0.21376008608124472,5401,,15,,,0.889605700969696,0.702292263507843,0.18731343746185303,-3.3189704418182373,class_2_lv,1,,13038,,0.46771809202618897,,,cine_deformable_or_feature_warp,
1.0,1,16371,Case1022,center_alpha,,1,,,,,0,,,,,,,class_1_myocardium,1,,16371,,0.0,,,cine_motion_descriptor_temporal_refiner,
1.0,1,13038,Case1022,center_alpha,,2,,,,,0,,,,,,,class_2_lv,1,,13038,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7589211972773616,1,18742,Case1022,center_alpha,,1,,,,,15,,,,,,,class_1_myocardium,1,,16371,,0.0,,,cine_motion_descriptor_temporal_refiner,
0.7493433933432023,1,7903,Case1022,center_alpha,,2,,,,,15,,,,,,,class_2_lv,1,,13038,,0.0,,,cine_motion_descriptor_temporal_refiner,
