phase,old_job_id,replacement_job_id,replacement_reason,preflight_command,preflight_exit_code,preflight_job_id,upstream_d0_job_id,upstream_d0_state,code_hash,config_hash,split_hash,submission_command,partition,qos,dependency_type,runtime_root,log_path,training_credit_policy,resource_request
d1_spatial_br2,58720458,58732391,resource_request_retry_after_retry8_d1_out_of_memory_160g_maxrss_167770540k,"sbatch --parsable --job-name=M10W2PreHTZ9 --partition=htzhulab --qos=gpu_access_patron --gres=gpu:1 --mem=1200G --export=ALL,M10_PREFLIGHT_RACE_PARTITION=htzhulab,CARE_ROOT=/users/a/e/aereinh/CARE results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0:0,58728960,58706293,COMPLETED 0:0,bf132c6f6c1649c2a98bbe16af3ffe7cd67f436f035431a6b3376e4917203ad3,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,6165caeb5b47feb0d24f20380898037b7e6cead4db1eeba398a3c5a57faf9a1b,"sbatch --parsable --partition=htzhulab --qos=gpu_access_patron --gres=gpu:1 --mem=1200G --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab,M10_DEFER_AGGREGATION=1,CARE_ROOT=/users/a/e/aereinh/CARE --dependency=afterok:58728960 jobs/src/run_srr_v3_m10_myops_d1_spatial_br2.sh",htzhulab,gpu_access_patron,afterok:58728960,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab,logs/M10D1MyoPS_58732391_<timestamp>.log,verified_completed_steps_only,mem=1200G
d2_hierarchical_psip,58720459,58732393,resource_request_retry_after_retry8_d1_out_of_memory_160g_maxrss_167770540k,"sbatch --parsable --job-name=M10W2PreHTZ9 --partition=htzhulab --qos=gpu_access_patron --gres=gpu:1 --mem=1200G --export=ALL,M10_PREFLIGHT_RACE_PARTITION=htzhulab,CARE_ROOT=/users/a/e/aereinh/CARE results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0:0,58728960,58706293,COMPLETED 0:0,bf132c6f6c1649c2a98bbe16af3ffe7cd67f436f035431a6b3376e4917203ad3,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,6165caeb5b47feb0d24f20380898037b7e6cead4db1eeba398a3c5a57faf9a1b,"sbatch --parsable --partition=htzhulab --qos=gpu_access_patron --gres=gpu:1 --mem=1200G --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab,M10_DEFER_AGGREGATION=1,CARE_ROOT=/users/a/e/aereinh/CARE --dependency=afterok:58732391 jobs/src/run_srr_v3_m10_myops_d2_hierarchical_psip.sh",htzhulab,gpu_access_patron,afterok:58732391,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab,logs/M10D2MyoPS_58732393_<timestamp>.log,verified_completed_steps_only,mem=1200G
d3_full_propref,58720460,58732395,resource_request_retry_after_retry8_d1_out_of_memory_160g_maxrss_167770540k,"sbatch --parsable --job-name=M10W2PreHTZ9 --partition=htzhulab --qos=gpu_access_patron --gres=gpu:1 --mem=1200G --export=ALL,M10_PREFLIGHT_RACE_PARTITION=htzhulab,CARE_ROOT=/users/a/e/aereinh/CARE results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0:0,58728960,58706293,COMPLETED 0:0,bf132c6f6c1649c2a98bbe16af3ffe7cd67f436f035431a6b3376e4917203ad3,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,6165caeb5b47feb0d24f20380898037b7e6cead4db1eeba398a3c5a57faf9a1b,"sbatch --parsable --partition=htzhulab --qos=gpu_access_patron --gres=gpu:1 --mem=1200G --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab,M10_DEFER_AGGREGATION=1,CARE_ROOT=/users/a/e/aereinh/CARE --dependency=afterok:58732393 jobs/src/run_srr_v3_m10_myops_d3_full_propref.sh",htzhulab,gpu_access_patron,afterok:58732393,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab,logs/M10D3MyoPS_58732395_<timestamp>.log,verified_completed_steps_only,mem=1200G
hard_negative_refresh,58720461,58732397,resource_request_retry_after_retry8_d1_out_of_memory_160g_maxrss_167770540k,"sbatch --parsable --job-name=M10W2PreHTZ9 --partition=htzhulab --qos=gpu_access_patron --gres=gpu:1 --mem=1200G --export=ALL,M10_PREFLIGHT_RACE_PARTITION=htzhulab,CARE_ROOT=/users/a/e/aereinh/CARE results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0:0,58728960,58706293,COMPLETED 0:0,bf132c6f6c1649c2a98bbe16af3ffe7cd67f436f035431a6b3376e4917203ad3,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,6165caeb5b47feb0d24f20380898037b7e6cead4db1eeba398a3c5a57faf9a1b,"sbatch --parsable --partition=htzhulab --qos=gpu_access_patron --gres=gpu:1 --mem=1200G --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab,M10_DEFER_AGGREGATION=1,CARE_ROOT=/users/a/e/aereinh/CARE --dependency=afterok:58732395 jobs/src/run_srr_v3_m10_hard_negative_refresh.sh",htzhulab,gpu_access_patron,afterok:58732395,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab,logs/M10HardNeg_58732397_<timestamp>.log,verified_completed_steps_only,mem=1200G
no_context_control,58720462,58732399,resource_request_retry_after_retry8_d1_out_of_memory_160g_maxrss_167770540k,"sbatch --parsable --job-name=M10W2PreHTZ9 --partition=htzhulab --qos=gpu_access_patron --gres=gpu:1 --mem=1200G --export=ALL,M10_PREFLIGHT_RACE_PARTITION=htzhulab,CARE_ROOT=/users/a/e/aereinh/CARE results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0:0,58728960,58706293,COMPLETED 0:0,bf132c6f6c1649c2a98bbe16af3ffe7cd67f436f035431a6b3376e4917203ad3,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,6165caeb5b47feb0d24f20380898037b7e6cead4db1eeba398a3c5a57faf9a1b,"sbatch --parsable --partition=htzhulab --qos=gpu_access_patron --gres=gpu:1 --mem=1200G --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab,M10_DEFER_AGGREGATION=1,CARE_ROOT=/users/a/e/aereinh/CARE --dependency=afterok:58732397 jobs/src/run_srr_v3_m10_no_context_control.sh",htzhulab,gpu_access_patron,afterok:58732397,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab,logs/M10NoCtx_58732399_<timestamp>.log,verified_completed_steps_only,mem=1200G
alignment_control,58720463,58732400,resource_request_retry_after_retry8_d1_out_of_memory_160g_maxrss_167770540k,"sbatch --parsable --job-name=M10W2PreHTZ9 --partition=htzhulab --qos=gpu_access_patron --gres=gpu:1 --mem=1200G --export=ALL,M10_PREFLIGHT_RACE_PARTITION=htzhulab,CARE_ROOT=/users/a/e/aereinh/CARE results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0:0,58728960,58706293,COMPLETED 0:0,bf132c6f6c1649c2a98bbe16af3ffe7cd67f436f035431a6b3376e4917203ad3,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,6165caeb5b47feb0d24f20380898037b7e6cead4db1eeba398a3c5a57faf9a1b,"sbatch --parsable --partition=htzhulab --qos=gpu_access_patron --gres=gpu:1 --mem=1200G --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab,M10_DEFER_AGGREGATION=1,CARE_ROOT=/users/a/e/aereinh/CARE --dependency=afterok:58732399 jobs/src/run_srr_v3_m10_alignment_control.sh",htzhulab,gpu_access_patron,afterok:58732399,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab,logs/M10Align_58732400_<timestamp>.log,verified_completed_steps_only,mem=1200G
