stage,local_step,total_step,case_id,pathology,requested_pathology,candidate_type,requested_candidate_type,fallback_reason,loss,grad_norm,candidate_voxels,component_truncation_flag,elapsed_seconds,utility_target,accept_target,target_reason,predicted_signed_utility,requested_utility_target_sign,matched_requested_utility_target_sign,precomputed_utility_target
C2,253,3253,Case1058,scar,scar,ADD_FN,ADD_FN,,0.0147705078125,0.4462249279022217,1,False,2060.5,0.6696428571428571,1,candidate_roi_formula,0.49609375,positive,True,0.6696428571428571
C2,254,3254,Case2009,edema_zone,edema_zone,ADD_FN,ADD_FN,utility_target_bank_reuse,0.01544952392578125,0.47071078419685364,4,True,2062.5,1.0,1,candidate_roi_formula,0.82421875,positive,True,1.0
C2,255,3255,Case8012,scar,scar,REVISE_FP,REVISE_FP,,0.043163806200027466,1.3480420112609863,825,True,2064.1,-0.2921068986948415,0,candidate_roi_formula,0.00084686279296875,negative,True,-0.2921068986948415
C2,256,3256,Case3043,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.49610137939453125,0.17448627948760986,7,True,2069.7,0.0,0,candidate_roi_formula,-0.99609375,negative,True,0.0
C2,257,3257,Case7008,scar,scar,ADD_FN,ADD_FN,,0.0001220703125,0.03708759695291519,1,True,2071.2,0.7045454545454546,1,candidate_roi_formula,0.71875,positive,True,0.7045454545454546
C2,258,3258,Case3033,edema_zone,edema_zone,ADD_FN,ADD_FN,utility_target_bank_reuse,0.01220703125,0.26485320925712585,1,True,2084.7,1.0,1,candidate_roi_formula,0.84375,positive,True,1.0
C2,259,3259,Case1055,scar,scar,REVISE_FP,REVISE_FP,utility_target_bank_reuse,0.18418419361114502,2.289217710494995,2482,True,2108.6,-0.5406023222060958,0,candidate_roi_formula,0.06787109375,negative,True,-0.5397677793904209
C2,260,3260,Case3031,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.46923828125,0.9676335453987122,3,True,2117.3,0.0,0,candidate_roi_formula,-0.96875,negative,True,0.0
C2,261,3261,Case6005,scar,scar,ADD_FN,ADD_FN,,0.3190631866455078,3.053406000137329,291,True,2121.8,1.0,1,candidate_roi_formula,0.201171875,positive,True,1.0
C2,262,3262,Case2013,edema_zone,edema_zone,ADD_FN,ADD_FN,utility_target_bank_reuse,0.0078125,0.2148822546005249,1,True,2123.7,1.0,1,candidate_roi_formula,0.875,positive,True,1.0
C2,263,3263,Case1074,scar,scar,REVISE_FP,REVISE_FP,,0.003959544003009796,0.32255661487579346,931,True,2139.7,-0.061156235069278544,0,candidate_roi_formula,0.0279541015625,negative,True,-0.060649474689589304
C2,264,3264,Case3022,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.5,0.0,10,True,2162.0,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,265,3265,Case8004,scar,scar,ADD_FN,ADD_FN,,0.190460205078125,2.262289047241211,1,True,2163.4,1.0,1,candidate_roi_formula,0.3828125,positive,True,1.0
C2,266,3266,Case3010,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.008819580078125,0.23755772411823273,12,True,2172.0,1.0,1,candidate_roi_formula,0.8671875,positive,True,1.0
C2,267,3267,Case1043,scar,scar,REVISE_FP,REVISE_FP,,0.023500442504882812,1.0018144845962524,45,True,2181.0,-0.34130434782608693,0,candidate_roi_formula,-0.125,negative,True,-0.3217391304347826
C2,268,3268,Case3013,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.4844970703125,0.5584959387779236,36,True,2189.9,0.0,0,candidate_roi_formula,-0.984375,negative,True,0.0
C2,269,3269,Case6005,scar,scar,ADD_FN,ADD_FN,,0.32062530517578125,3.0886707305908203,352,True,2194.1,1.0,1,candidate_roi_formula,0.19921875,positive,True,1.0
C2,270,3270,Case3041,edema_zone,edema_zone,ADD_FN,ADD_FN,utility_target_bank_reuse,0.09064483642578125,1.7684880495071411,1,True,2199.0,1.0,1,candidate_roi_formula,0.57421875,positive,True,1.0
C2,271,3271,Case6008,scar,scar,REVISE_FP,REVISE_FP,,0.00830841064453125,0.4510633945465088,251,True,2220.6,0.0,0,forced_reject_remote_gt_distance_gt_20mm,0.12890625,negative,True,0.0
C2,272,3272,Case3020,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.5,0.0,11,True,2238.0,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,273,3273,Case6003,scar,scar,ADD_FN,ADD_FN,,0.1359729766845703,1.5134741067886353,2,True,2241.3,0.9642857142857143,1,candidate_roi_formula,0.443359375,positive,True,0.9642857142857143
C2,274,3274,Case2022,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.0010986328125,0.03413284942507744,1,True,2245.3,1.0,1,candidate_roi_formula,0.953125,positive,True,1.0
C2,275,3275,Case8030,scar,scar,REVISE_FP,REVISE_FP,,0.0022374391555786133,0.329498291015625,822,True,2247.2,-0.1300754060324826,0,candidate_roi_formula,-0.06298828125,negative,True,-0.1307246376811594
C2,276,3276,Case3018,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.5,0.0,10,True,2250.3,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,277,3277,Case1068,scar,scar,ADD_FN,ADD_FN,,0.11542510986328125,1.1330256462097168,2,False,2266.3,1.0,1,candidate_roi_formula,0.51953125,positive,True,1.0
C2,278,3278,Case3029,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.03955078125,0.9919519424438477,1,True,2274.2,1.0,1,candidate_roi_formula,0.71875,positive,True,1.0
C2,279,3279,Case8006,scar,scar,REVISE_FP,REVISE_FP,,0.027009963989257812,1.3083568811416626,26,True,2296.6,-0.26358695652173914,0,candidate_roi_formula,-0.49609375,negative,True,-0.26358695652173914
C2,280,3280,Case2013,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.35926055908203125,1.5446381568908691,1,True,2301.1,0.0,0,candidate_roi_formula,0.84765625,negative,True,0.0
C2,281,3281,Case1014,scar,scar,ADD_FN,ADD_FN,,0.07197010517120361,0.9219205975532532,1,True,2304.5,0.09523809523809523,1,candidate_roi_formula,0.474609375,positive,True,0.03409090909090909
C2,282,3282,Case3036,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.01831817626953125,0.47841066122055054,1,True,2314.6,1.0,1,candidate_roi_formula,0.80859375,positive,True,1.0
C2,283,3283,Case1063,scar,scar,REVISE_FP,REVISE_FP,utility_target_bank_reuse,0.17395782470703125,1.4954047203063965,6901,True,2346.7,-0.25615442638688884,0,candidate_roi_formula,0.333984375,negative,True,-0.2568753857760099
C2,284,3284,Case2028,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.492218017578125,0.3346458673477173,6,True,2349.3,0.0,0,candidate_roi_formula,-0.9921875,negative,True,0.0
C2,285,3285,Case1019,scar,scar,ADD_FN,ADD_FN,,0.0005512237548828125,0.11088750511407852,10,True,2351.0,0.41304347826086957,1,candidate_roi_formula,0.37890625,positive,True,0.41304347826086957
C2,286,3286,Case3031,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.0078125,0.18857811391353607,1,True,2360.0,1.0,1,candidate_roi_formula,0.875,positive,True,1.0
C2,287,3287,Case3021,scar,scar,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.40711212158203125,2.160545587539673,16,True,2369.7,0.0,0,candidate_roi_formula,-0.90234375,negative,True,0.0
C2,288,3288,Case3032,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.0,0.0,9,True,2372.4,-1.0,0,forced_reject_remote_gt_distance_gt_20mm,-1.0,negative,True,-1.0
C2,289,3289,Case1008,scar,scar,ADD_FN,ADD_FN,,0.014436721801757812,0.39223507046699524,2,False,2388.3,0.6222222222222222,1,candidate_roi_formula,0.451171875,positive,True,0.7151162790697675
C2,290,3290,Case3002,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.01544952392578125,0.3992548882961273,1,True,2395.0,1.0,1,candidate_roi_formula,0.82421875,positive,True,1.0
C2,291,3291,Case8005,scar,scar,REVISE_FP,REVISE_FP,,0.0002522468566894531,0.11508964002132416,943,True,2397.9,-0.1398858075040783,0,candidate_roi_formula,-0.1171875,negative,True,-0.141721044045677
C2,292,3292,Case3005,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.49610137939453125,0.205812007188797,5,True,2406.7,0.0,0,candidate_roi_formula,-0.99609375,negative,True,0.0
C2,293,3293,Case1049,scar,scar,ADD_FN,ADD_FN,,0.10986328125,1.2231645584106445,1,False,2420.1,1.0,1,candidate_roi_formula,0.53125,positive,True,1.0
C2,294,3294,Case2018,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.037384033203125,0.7797955274581909,1,True,2423.7,1.0,1,candidate_roi_formula,0.7265625,positive,True,1.0
C2,295,3295,Case1056,scar,scar,REVISE_FP,REVISE_FP,,0.3006153106689453,2.214096784591675,5280,True,2459.6,-0.49611313264968576,0,candidate_roi_formula,0.279296875,negative,True,-0.49609659278862056
C2,296,3296,Case3014,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.5,0.0,9,True,2480.5,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,297,3297,Case1008,scar,scar,ADD_FN,ADD_FN,,0.1319293975830078,1.3479665517807007,1,False,2496.4,1.0,1,candidate_roi_formula,0.486328125,positive,True,1.0
C2,298,3298,Case2023,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.00275421142578125,0.07876421511173248,1,True,2499.1,1.0,1,candidate_roi_formula,0.92578125,positive,True,1.0
C2,299,3299,Case6008,scar,scar,REVISE_FP,REVISE_FP,,0.00830841064453125,0.45221370458602905,251,True,2501.5,0.0,0,forced_reject_remote_gt_distance_gt_20mm,0.12890625,negative,True,0.0
C2,300,3300,Case3016,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.0,0.0,2,True,2511.1,-1.0,0,forced_reject_remote_gt_distance_gt_20mm,-1.0,negative,True,-1.0
C2,301,3301,Case3027,scar,scar,ADD_FN,ADD_FN,,0.1173095703125,1.305943489074707,1,True,2516.1,1.0,1,candidate_roi_formula,0.515625,positive,True,1.0
C2,302,3302,Case3041,edema_zone,edema_zone,ADD_FN,ADD_FN,utility_target_bank_reuse,0.0206298828125,0.6073878407478333,1,True,2521.2,1.0,1,candidate_roi_formula,0.796875,positive,True,1.0
C2,303,3303,Case8006,scar,scar,REVISE_FP,REVISE_FP,,0.027009963989257812,1.3083230257034302,26,True,2538.2,-0.26358695652173914,0,candidate_roi_formula,-0.49609375,negative,True,-0.26358695652173914
C2,304,3304,Case3017,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.5,0.0,4,True,2552.8,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,305,3305,Case3039,scar,scar,ADD_FN,ADD_FN,,0.14740753173828125,1.7834358215332031,54,True,2559.6,1.0,1,candidate_roi_formula,0.45703125,positive,True,1.0
C2,306,3306,Case2032,edema_zone,edema_zone,ADD_FN,ADD_FN,utility_target_bank_reuse,0.001495361328125,0.05315636843442917,1,True,2561.1,1.0,1,candidate_roi_formula,0.9453125,positive,True,1.0
C2,307,3307,Case1069,scar,scar,REVISE_FP,REVISE_FP,,0.10488557815551758,1.3366690874099731,2893,True,2574.7,-0.13228209724400627,0,candidate_roi_formula,0.326171875,negative,True,-0.13236612144297558
C2,308,3308,Case3015,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.5,0.0,185,True,2590.0,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,309,3309,Case1024,scar,scar,ADD_FN,ADD_FN,,0.06598663330078125,0.875462532043457,1,False,2606.5,1.0,1,candidate_roi_formula,0.63671875,positive,True,1.0
C2,310,3310,Case3005,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.06885528564453125,1.4579408168792725,1,True,2613.0,1.0,1,candidate_roi_formula,0.62890625,positive,True,1.0
C2,311,3311,Case1019,scar,scar,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.07178497314453125,0.9718513488769531,1,True,2619.0,0.0,0,candidate_roi_formula,0.37890625,negative,True,0.0
C2,312,3312,Case3041,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.49610137939453125,0.20557259023189545,1,True,2623.9,0.0,0,candidate_roi_formula,-0.99609375,negative,True,0.0
C2,313,3313,Case1001,scar,scar,ADD_FN,ADD_FN,,0.1026611328125,1.1254308223724365,1,True,2626.7,1.0,1,candidate_roi_formula,0.546875,positive,True,1.0
C2,314,3314,Case3010,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.0352783203125,0.9714506268501282,1,True,2635.6,1.0,1,candidate_roi_formula,0.734375,positive,True,1.0
C2,315,3315,Case8012,scar,scar,REVISE_FP,REVISE_FP,,0.04194192215800285,1.3359156847000122,825,True,2643.4,-0.2921068986948415,0,candidate_roi_formula,-0.0033416748046875,negative,True,-0.2921068986948415
C2,316,3316,Case3005,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.492218017578125,0.29626181721687317,1,True,2650.5,0.0,0,candidate_roi_formula,-0.9921875,negative,True,0.0
C2,317,3317,Case8010,scar,scar,ADD_FN,ADD_FN,,0.403594970703125,6.8087897300720215,1,True,2651.3,0.625,1,candidate_roi_formula,-0.2734375,positive,True,0.625
C2,318,3318,Case2014,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.001953125,0.06301210820674896,1,True,2651.4,1.0,1,candidate_roi_formula,0.9375,positive,True,1.0
C2,319,3319,Case1004,scar,scar,REVISE_FP,REVISE_FP,,0.0425584614276886,0.8837484121322632,6852,True,2697.6,-0.0299723870755028,0,candidate_roi_formula,0.26171875,negative,True,-0.0299723870755028
C2,320,3320,Case3005,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.49610137939453125,0.20172913372516632,2,True,2701.7,0.0,0,candidate_roi_formula,-0.99609375,negative,True,0.0
C2,321,3321,Case3001,scar,scar,ADD_FN,ADD_FN,,0.2140522003173828,2.4342710971832275,513,True,2711.7,1.0,1,candidate_roi_formula,0.345703125,positive,True,1.0
C2,322,3322,Case2016,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.01044464111328125,0.3691459894180298,1,True,2715.2,1.0,1,candidate_roi_formula,0.85546875,positive,True,1.0
C2,323,3323,Case8029,scar,scar,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.0440673828125,2.006040096282959,2,True,2718.6,0.0,0,forced_reject_gt_positive_empty_prediction,-0.296875,negative,True,0.0
C2,324,3324,Case3010,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.5,0.0,33,True,2723.7,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,325,3325,Case8020,scar,scar,ADD_FN,ADD_FN,,0.04761505126953125,0.9427229166030884,1,True,2724.9,0.5689655172413793,1,candidate_roi_formula,0.26171875,positive,True,0.5689655172413793
C2,326,3326,Case2005,edema_zone,edema_zone,ADD_FN,ADD_FN,utility_target_bank_reuse,0.0010986328125,0.037878744304180145,3,True,2727.4,1.0,1,candidate_roi_formula,0.953125,positive,True,1.0
C2,327,3327,Case1060,scar,scar,REVISE_FP,REVISE_FP,,0.21277618408203125,1.5407896041870117,1660,True,2741.2,-0.25259308510638295,0,candidate_roi_formula,0.400390625,negative,True,-0.2513962765957447
C2,328,3328,Case2001,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.5,0.0,5,True,2745.5,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,329,3329,Case3018,scar,scar,ADD_FN,ADD_FN,,0.35843324661254883,2.5119473934173584,1,True,2750.7,1.0,1,candidate_roi_formula,0.1533203125,positive,True,1.0
C2,330,3330,Case3013,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.001953125,0.06318924576044083,1,True,2758.1,1.0,1,candidate_roi_formula,0.9375,positive,True,1.0
C2,331,3331,Case1081,scar,scar,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.03955078125,1.0957731008529663,1,True,2760.5,0.0,0,forced_reject_gt_positive_empty_prediction,0.28125,negative,True,0.0
C2,332,3332,Case3006,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.0,0.0,14,True,2770.6,-1.0,0,forced_reject_remote_gt_distance_gt_20mm,-1.0,negative,True,-1.0
C2,333,3333,Case3018,scar,scar,ADD_FN,ADD_FN,,0.25830078125,2.103492021560669,1,True,2775.7,1.0,1,candidate_roi_formula,0.28125,positive,True,1.0
C2,334,3334,Case3014,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.000762939453125,0.025485284626483917,2,True,2789.7,1.0,1,candidate_roi_formula,0.9609375,positive,True,1.0
C2,335,3335,Case1018,scar,scar,REVISE_FP,REVISE_FP,,0.05774688720703125,1.1317486763000488,1080,True,2794.4,-0.14878999179655455,0,candidate_roi_formula,0.19140625,negative,True,-0.149774312679524
C2,336,3336,Case3015,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.5,0.0,19,True,2808.7,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,337,3337,Case1079,scar,scar,ADD_FN,ADD_FN,,0.1856689453125,1.4384305477142334,1,False,2828.2,1.0,1,candidate_roi_formula,0.390625,positive,True,1.0
C2,338,3338,Case3015,edema_zone,edema_zone,ADD_FN,ADD_FN,utility_target_bank_reuse,0.006866455078125,0.1907528042793274,2,True,2828.5,1.0,1,candidate_roi_formula,0.8828125,positive,True,1.0
C2,339,3339,Case1028,scar,scar,REVISE_FP,REVISE_FP,,0.2166156768798828,1.6631706953048706,3698,True,2844.3,-0.28848279673898025,0,candidate_roi_formula,0.369140625,negative,True,-0.28821171918186844
C2,340,3340,Case3019,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.5,0.0,18,True,2856.8,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,341,3341,Case1068,scar,scar,ADD_FN,ADD_FN,,0.1615161895751953,1.4132475852966309,1,False,2873.0,1.0,1,candidate_roi_formula,0.431640625,positive,True,1.0
C2,342,3342,Case3022,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.00733184814453125,0.18670658767223358,1,True,2887.9,1.0,1,candidate_roi_formula,0.87890625,positive,True,1.0
C2,343,3343,Case8033,scar,scar,REVISE_FP,REVISE_FP,,9.655952453613281e-06,0.02187485434114933,734,True,2889.3,-0.05422008547008547,0,candidate_roi_formula,-0.05859375,negative,True,-0.05048076923076923
C2,344,3344,Case3010,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.5,0.0,1,True,2898.3,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,345,3345,Case1066,scar,scar,ADD_FN,ADD_FN,,0.1380176544189453,1.1529661417007446,1,False,2925.8,1.0,1,candidate_roi_formula,0.474609375,positive,True,1.0
C2,346,3346,Case3019,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.041778564453125,0.7815280556678772,1,True,2938.2,1.0,1,candidate_roi_formula,0.7109375,positive,True,1.0
C2,347,3347,Case1061,scar,scar,REVISE_FP,REVISE_FP,,0.1953125,1.779671311378479,3287,True,2951.5,-0.3422049906716418,0,candidate_roi_formula,0.283203125,negative,True,-0.3425947521865889
C2,348,3348,Case3005,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.417755126953125,1.5873345136642456,8,True,2955.9,0.0,0,candidate_roi_formula,-0.9140625,negative,True,0.0
C2,349,3349,Case1048,scar,scar,ADD_FN,ADD_FN,,0.02838897705078125,0.5786753296852112,1,False,2967.7,0.3472222222222222,1,candidate_roi_formula,0.5859375,positive,True,0.3472222222222222
C2,350,3350,Case2013,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.0889892578125,1.4537140130996704,1,True,2970.7,1.0,1,candidate_roi_formula,0.578125,positive,True,1.0
C2,351,3351,Case1032,scar,scar,REVISE_FP,REVISE_FP,,0.08371400833129883,1.0679832696914673,6454,True,2980.1,-0.21301132894647581,0,candidate_roi_formula,0.1962890625,negative,True,-0.21264250814332247
C2,352,3352,Case3036,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.5,0.0,67,True,2990.4,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,353,3353,Case3027,scar,scar,ADD_FN,ADD_FN,,0.11920928955078125,1.3165600299835205,1,True,2995.5,1.0,1,candidate_roi_formula,0.51171875,positive,True,1.0
C2,354,3354,Case2023,edema_zone,edema_zone,ADD_FN,ADD_FN,utility_target_bank_reuse,0.0147705078125,0.3788187801837921,81,True,2997.5,1.0,1,candidate_roi_formula,0.828125,positive,True,1.0
C2,355,3355,Case3018,scar,scar,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.0,0.0,1,True,3017.0,-1.0,0,forced_reject_remote_gt_distance_gt_20mm,-1.0,negative,True,-1.0
C2,356,3356,Case3032,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.48834991455078125,0.48060834407806396,6,True,3021.0,0.0,0,candidate_roi_formula,-0.98828125,negative,True,0.0
C2,357,3357,Case3042,scar,scar,ADD_FN,ADD_FN,,0.12696075439453125,1.3382371664047241,1,True,3031.1,1.0,1,candidate_roi_formula,0.49609375,positive,True,1.0
C2,358,3358,Case3014,edema_zone,edema_zone,ADD_FN,ADD_FN,utility_target_bank_reuse,0.022247314453125,0.5847334265708923,1,True,3041.3,1.0,1,candidate_roi_formula,0.7890625,positive,True,1.0
C2,359,3359,Case3005,scar,scar,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.26679229736328125,2.687838077545166,1,True,3053.7,-0.25,0,candidate_roi_formula,0.48046875,negative,True,-0.25
C2,360,3360,Case3003,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.46923828125,0.8484411835670471,22,True,3057.6,0.0,0,candidate_roi_formula,-0.96875,negative,True,0.0
C2,361,3361,Case2005,scar,scar,ADD_FN,ADD_FN,,0.067413330078125,1.0546998977661133,52,True,3061.2,1.0,1,candidate_roi_formula,0.6328125,positive,True,1.0
C2,362,3362,Case3015,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.001495361328125,0.048007093369960785,3,True,3075.6,1.0,1,candidate_roi_formula,0.9453125,positive,True,1.0
C2,363,3363,Case8018,scar,scar,REVISE_FP,REVISE_FP,,0.00934600830078125,0.7653995752334595,969,True,3083.9,-0.0636042402826855,0,candidate_roi_formula,-0.2001953125,negative,True,-0.06410903584048461
C2,364,3364,Case2006,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.5,0.0,2,True,3087.1,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,365,3365,Case1017,scar,scar,ADD_FN,ADD_FN,,0.1319293975830078,1.5776636600494385,1,False,3091.3,1.0,1,candidate_roi_formula,0.486328125,positive,True,1.0
C2,366,3366,Case2018,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.00220489501953125,0.06515440344810486,1,True,3094.9,1.0,1,candidate_roi_formula,0.93359375,positive,True,1.0
C2,367,3367,Case3031,scar,scar,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.01984405517578125,0.7900383472442627,8,True,3107.9,-1.0,0,forced_reject_remote_gt_distance_gt_20mm,-0.80078125,negative,True,-1.0
C2,368,3368,Case3031,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.0,0.0,7,True,3108.1,-1.0,0,forced_reject_remote_gt_distance_gt_20mm,-1.0,negative,True,-1.0
C2,369,3369,Case1013,scar,scar,ADD_FN,ADD_FN,,0.2191944122314453,1.5895895957946777,1,False,3123.1,1.0,1,candidate_roi_formula,0.337890625,positive,True,1.0
C2,370,3370,Case2019,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.00061798095703125,0.02466280572116375,1,True,3124.1,1.0,1,candidate_roi_formula,0.96484375,positive,True,1.0
C2,371,3371,Case8006,scar,scar,REVISE_FP,REVISE_FP,,0.02478790283203125,1.274940848350525,26,True,3131.3,-0.26358695652173914,0,candidate_roi_formula,-0.486328125,negative,True,-0.26358695652173914
C2,372,3372,Case3017,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN;utility_target_bank_reuse,0.5,0.0,116,True,3146.4,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,373,3373,Case1034,scar,scar,ADD_FN,ADD_FN,,0.1495361328125,1.222582459449768,4,False,3159.5,1.0,1,candidate_roi_formula,0.453125,positive,True,1.0
C2,374,3374,Case2022,edema_zone,edema_zone,ADD_FN,ADD_FN,utility_target_bank_reuse,0.0762939453125,1.7385951280593872,1,True,3162.4,1.0,1,candidate_roi_formula,0.609375,positive,True,1.0
C2,375,3375,Case1064,scar,scar,REVISE_FP,REVISE_FP,,0.1751117706298828,1.7855916023254395,3520,True,3183.8,-0.29184236947791165,0,candidate_roi_formula,0.30078125,negative,True,-0.2912189978913546
C2,376,3376,Case3007,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.5,0.0,7,True,3195.1,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,377,3377,Case1034,scar,scar,ADD_FN,ADD_FN,,0.022869586944580078,0.7779222130775452,2,True,3208.1,0.4025423728813559,1,candidate_roi_formula,0.1884765625,positive,True,0.4025423728813559
C2,378,3378,Case2001,edema_zone,edema_zone,ADD_FN,ADD_FN,,0.03955078125,0.8794875144958496,1,True,3212.5,1.0,1,candidate_roi_formula,0.71875,positive,True,1.0
C2,379,3379,Case8025,scar,scar,REVISE_FP,REVISE_FP,,0.01044464111328125,0.7769511342048645,1820,True,3215.4,-0.4159113179813817,0,candidate_roi_formula,-0.271484375,negative,True,-0.41611560127357333
C2,380,3380,Case3035,edema_zone,edema_zone,ADD_FN,REVISE_FP,candidate_type_fallback:REVISE_FP->ADD_FN,0.5,0.0,1,True,3225.0,0.0,0,candidate_roi_formula,-1.0,negative,True,0.0
C2,381,3381,Case3033,scar,scar,ADD_FN,ADD_FN,,0.16040802001953125,1.4112569093704224,2,True,3242.7,1.0,1,candidate_roi_formula,0.43359375,positive,True,1.0
