variant,step,stage,loss,evidence_loss,final_loss,scar_proposal_loss,edema_proposal_loss,proposal_margin_loss,roi_cover_loss,roi_remote_loss,proposal_weight,refine_weight,edema_supervised_batch_fraction,anchor_present_batch_fraction,component_present_batch_fraction,batch_cases,elapsed_seconds
srr_propref_scar_precision,1,evidence_warmup,4.074131965637207,4.074131965637207,4.021242141723633,0.22157368063926697,0.18145762383937836,0.24145203828811646,0.3303973376750946,0.0449163019657135,0.0,0.0,0.5,1.0,1.0,"Case1068,Case3029",0.310964795993641
srr_propref_scar_precision,50,evidence_warmup,2.088728904724121,2.088728904724121,2.0693812370300293,0.30123600363731384,0.609820544719696,0.2601221203804016,0.47648319602012634,0.02137279510498047,0.0,0.0,1.0,1.0,1.0,"Case3027,Case2006",7.462166940007592
srr_propref_scar_precision,100,evidence_warmup,1.8316699266433716,1.8316699266433716,1.8107032775878906,0.21771517395973206,0.35629287362098694,0.25455328822135925,0.34952521324157715,0.013233557343482971,0.0,0.0,0.5,1.0,1.0,"Case3021,Case8004",14.657327888999134
srr_propref_scar_precision,150,evidence_warmup,1.907801628112793,1.907801628112793,1.8927303552627563,0.3980979323387146,0.31103023886680603,0.2528379261493683,0.38628119230270386,0.011518498882651329,0.0,0.0,0.5,1.0,1.0,"Case3032,Case1061",21.858887792011956
srr_propref_scar_precision,200,evidence_warmup,1.2459771633148193,1.2459771633148193,1.2421585321426392,0.38024473190307617,-0.0,0.25272443890571594,0.23573575913906097,0.008764510974287987,0.0,0.0,0.0,0.5,0.5,"Case3009,Case8024",29.16118157200981
srr_propref_scar_precision,250,evidence_warmup,1.5163466930389404,1.5163466930389404,1.5065617561340332,0.47320085763931274,0.4164201617240906,0.25426822900772095,0.4513009488582611,0.013451024889945984,0.0,0.0,1.0,1.0,1.0,"Case2009,Case3010",36.32032168700243
srr_propref_scar_precision,300,evidence_warmup,1.1040703058242798,1.1040703058242798,1.0980955362319946,0.2996447682380676,-0.0,0.25400182604789734,0.2167409360408783,0.009904898703098297,0.0,0.0,0.0,1.0,1.0,"Case1011,Case1066",43.52162273900467
srr_propref_scar_precision,350,evidence_warmup,1.4757945537567139,1.4757945537567139,1.4667937755584717,0.1536826193332672,0.24516019225120544,0.2465078979730606,0.36230581998825073,0.013467159122228622,0.0,0.0,1.0,1.0,1.0,"Case2029,Case2023",50.634138869994786
srr_propref_scar_precision,400,evidence_warmup,1.3837573528289795,1.3837573528289795,1.3679649829864502,0.1612085998058319,0.36063477396965027,0.24696394801139832,0.3543717861175537,0.009153515100479126,0.0,0.0,1.0,1.0,1.0,"Case2021,Case3041",57.80182618400431
srr_propref_scar_precision,450,evidence_warmup,1.4668912887573242,1.4668912887573242,1.4634709358215332,0.44249624013900757,0.12985341250896454,0.24726828932762146,0.33876335620880127,0.008226130157709122,0.0,0.0,0.5,0.5,0.5,"Case3024,Case2028",65.08257893001428
