phase,status,first_loss,last_loss,median_first_window,median_last_window,loss_decrease,last_five_cv
d0_control,REQUIRES_REVIEW,4.82996940612793,0.39549165964126587,1.553444266319275,0.6001735925674438,0.953270673751831,0.6526742201281305
