phase,design,variant,runtime_summary,slurm_job_id,slurm_state,slurm_exit_code,slurm_log_path,status,actual_optimizer_steps,required_optimizer_steps,train_loop_seconds,required_train_loop_seconds,validation_event_count,required_validation_events,eval_cases,required_eval_cases,stop_reason
d0_control,D0_STATIC_MATCHED_PROPREF,m10_d0_static_matched_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_myops_d0_control/runtime/variants/m10_d0_static_matched_formal/summary.json,58644072,FAILED,1:0,logs/M10D0MyoPS_58644072_20260711_110852.log,STARTUP_FAILED_NEEDS_EVIDENCE,EVIDENCE_NOT_FOUND,20000,EVIDENCE_NOT_FOUND,7200,0,12,EVIDENCE_NOT_FOUND,44,EVIDENCE_NOT_FOUND
