phase,status,first_loss,last_loss,median_first_window,median_last_window,loss_decrease,last_five_cv
d2_hierarchical_psip,REQUIRES_REVIEW,4.220096588134766,1.3089594841003418,1.4861186146736145,0.49667052924633026,0.9894480854272842,0.5608450773983071
