phase,status,checkpoint_best,checkpoint_final,best_step,checkpoint_selection_mode,checkpoint_selection_status
d2_hierarchical_psip,NEEDS_MONITOR,EVIDENCE_NOT_FOUND,EVIDENCE_NOT_FOUND,EVIDENCE_NOT_FOUND,EVIDENCE_NOT_FOUND,EVIDENCE_NOT_FOUND
