phase,design,variant,runtime_summary,slurm_job_id,slurm_state,slurm_exit_code,slurm_log_path,status,actual_optimizer_steps,required_optimizer_steps,train_loop_seconds,required_train_loop_seconds,validation_event_count,required_validation_events,eval_cases,required_eval_cases,stop_reason
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_propref,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,58775066,COMPLETED,0:0,logs/M10D2MyoPS_58775066_<timestamp>.log,TERMINAL_RUNTIME_EVIDENCE,31810,25000,9000.034213767038,9000,19,15,44,44,max_steps_min_train_loop_seconds_satisfied
