lane,fold,checkpoint_step,pathology,case_count,dice_mean,hd95_vox_mean,exact_hd_vox_mean,precision_mean,sensitivity_mean,lesion_recall_mean,small_lesion_recall_mean,remote_fp_count_sum,remote_fp_voxels_sum,blood_pool_adjacent_fp_count_sum,blood_pool_adjacent_fp_voxels_sum,pred_component_count_sum,gt_component_count_sum,volume_ratio_mean,selection_scope,selection_rule,outer_cases_accessed
m2_i_mmseg_care,2+3,4500,scar,26,0.7044044265447504,4.847047775396803,13.777107383019624,0.728073224133478,0.7137748658784561,1.0,1.0,7,338,332,20778,50,33,1.0135200926238421,global_inner_fold2_fold3,scar:max_dice_tol_0.01_then_lower_hd95_tol_1_then_lower_remote_fp_then_higher_sensitivity_then_earlier_checkpoint,False
m2_i_mmseg_care,2+3,2500,pure_edema,26,0.4001552521355337,10.080657331162193,17.700019280533223,0.36205251555140394,0.5439164810606162,0.520676288266786,0.3762086466165414,9,919,398,51489,144,260,2.16853572152819,global_inner_fold2_fold3,edema:max_dice_tol_0.01_then_higher_sensitivity_tol_0.02_then_lower_hd95_then_volume_ratio_closer_1_then_earlier_checkpoint,False
