lane,fold,checkpoint_step,pathology,case_count,dice_mean,hd95_vox_mean,exact_hd_vox_mean,precision_mean,sensitivity_mean,lesion_recall_mean,small_lesion_recall_mean,remote_fp_count_sum,remote_fp_voxels_sum,blood_pool_adjacent_fp_count_sum,blood_pool_adjacent_fp_voxels_sum,pred_component_count_sum,gt_component_count_sum,volume_ratio_mean
m2_i_mmseg_care,2,500,scar,13,0.7110934150933997,7.9793059811054645,14.060233966085834,0.6813724629868585,0.7690226772180624,1.0,,6,552,195,12552,33,14,1.1688518003971298
m2_i_mmseg_care,2,500,pure_edema,13,0.37902740201186913,8.249900294862183,14.080044508470372,0.33934166752165357,0.5172154164417084,0.62829007342582,0.4846895885547202,0,0,248,30259,130,136,2.810709415938194
m2_i_mmseg_care,2,1000,scar,13,0.7171904653722372,7.917657331025637,15.852584014204865,0.6818702489649944,0.7846438710044186,1.0,,10,262,199,12455,41,14,1.1961691099836589
m2_i_mmseg_care,2,1000,pure_edema,13,0.4034043191990872,8.067748055938745,13.953842772797337,0.36904479471830476,0.5275003733630997,0.5532337195233124,0.38213110902255637,1,8,226,26847,113,136,2.5348682043042063
m2_i_mmseg_care,2,1500,scar,13,0.7200669495993345,10.248110845247936,19.384794036944655,0.6798654635200548,0.7969976850580951,1.0,,13,1051,187,12373,37,14,1.2284092852816166
m2_i_mmseg_care,2,1500,pure_edema,13,0.40868366701185244,8.132517096985968,13.529832760853273,0.39601568188645125,0.5044914041136865,0.5195771799844198,0.3389306599832915,1,10,230,22178,112,136,2.0987752770984978
m2_i_mmseg_care,2,2000,scar,13,0.7329347699765173,9.068345473769718,16.33178563372997,0.7380718011511332,0.7521461845153097,1.0,,8,548,200,8803,36,14,1.0539045038348727
m2_i_mmseg_care,2,2000,pure_edema,13,0.428370975821565,8.392391023560135,20.333624256160945,0.38922472452109036,0.5678529173923768,0.5545990585583346,0.3822176970203286,4,33,227,25336,94,136,2.2500543578944985
m2_i_mmseg_care,2,2500,scar,13,0.7272111451367753,5.637506379088791,15.678017932344533,0.7726374521242261,0.7068642053808574,1.0,,7,193,186,6706,39,14,0.9356514601184196
m2_i_mmseg_care,2,2500,pure_edema,13,0.43585871831635625,8.594385672885696,15.526872823414465,0.38106977533037434,0.6072887195631003,0.6172471947358825,0.46386060637705384,0,0,241,28214,64,136,2.3784094814915124
m2_i_mmseg_care,2,3000,scar,13,0.7310042622234374,6.120368340204307,16.491877623336187,0.7434687192037027,0.7414225425870243,1.0,,6,284,185,8121,33,14,1.0269449659254
m2_i_mmseg_care,2,3000,pure_edema,13,0.4233575837196169,8.339664030883661,15.233725466677765,0.3908944182396313,0.5485816377849357,0.5670404256377108,0.40126923210804794,0,0,238,23199,97,136,1.9440567561015079
m2_i_mmseg_care,2,3500,scar,13,0.7321790013838088,5.918550726347162,16.891715624832948,0.7375662254147073,0.749044366108493,1.0,,6,299,185,8555,30,14,1.0457518005586517
m2_i_mmseg_care,2,3500,pure_edema,13,0.4305509360533184,8.049490372726222,13.99628786593848,0.40484774946573804,0.5441443280175904,0.5766558102530954,0.41515812099693683,0,0,240,21871,99,136,1.8136844352806478
m2_i_mmseg_care,2,4000,scar,13,0.7263159132488758,9.142866276689956,17.293331872684305,0.7263292323083762,0.7482578986582953,1.0,,7,730,194,9150,29,14,1.063480556500564
m2_i_mmseg_care,2,4000,pure_edema,13,0.4422676769730077,8.302253209705839,24.731800336389252,0.414841963105443,0.5616562999473992,0.5729410107238162,0.40739130813143976,3,82,241,20721,106,136,1.8716155406452113
m2_i_mmseg_care,2,4500,scar,13,0.7249076412115016,5.5426455081751635,14.032609553176135,0.7415757750778373,0.7295011633725549,1.0,,3,141,179,8229,28,14,1.0086508895868838
m2_i_mmseg_care,2,4500,pure_edema,13,0.4309900495950624,7.957526691108039,14.158980066581503,0.41027478564658754,0.5330022391606278,0.5857486781694926,0.4289769562795878,2,6,221,20484,101,136,1.6984166263072689
m2_i_mmseg_care,2,5000,scar,13,0.7268558466211701,5.753051091543846,17.383152971070626,0.7386288323997046,0.7382542823301489,1.0,,6,182,179,8585,30,14,1.0278472489542052
m2_i_mmseg_care,2,5000,pure_edema,13,0.4296611945802456,7.868910966633133,21.280609217620885,0.4219441714128714,0.5118041792748135,0.5680663981568957,0.4052957915622389,3,26,233,18460,103,136,1.591261672282804
m2_i_mmseg_care,2,5500,scar,13,0.7187428398416628,8.937011726010713,22.001103757881594,0.7454208501407861,0.7183993665097237,1.0,,8,269,170,8070,32,14,0.9874106751205964
m2_i_mmseg_care,2,5500,pure_edema,13,0.42709565502804114,7.4588781518270855,23.010567601649672,0.43471841886166473,0.49701026083801125,0.5615939867071089,0.3965695488721804,5,64,222,16130,109,136,1.5088449918699305
m2_i_mmseg_care,2,6000,scar,13,0.70404903143888,5.534907604434126,13.495135393625967,0.7683116642978812,0.6713903947389117,1.0,,2,71,154,6541,27,14,0.890689098837541
m2_i_mmseg_care,2,6000,pure_edema,13,0.43552117129864426,7.40889133532988,16.534634478754878,0.4044979362442514,0.5583242358694757,0.6221135199641986,0.47073499721526035,3,63,211,21121,101,136,1.8578606249259655
m2_i_mmseg_care,3,500,scar,13,0.6855327899439714,3.564533772855793,13.678414463557973,0.6707989749100908,0.7364885551182354,1.0,1.0,8,144,168,16085,29,19,1.15336617096849
m2_i_mmseg_care,3,500,pure_edema,13,0.29746063767945763,12.642620894450348,23.163766645512148,0.27986828914583567,0.41736297555257135,0.43485488870104255,0.33205128205128204,18,1256,190,27712,147,124,2.1159119579674868
m2_i_mmseg_care,3,1000,scar,13,0.6913045026349512,6.289878468262048,13.542328238754738,0.6783870828837805,0.7389870542983632,1.0,1.0,10,196,170,16192,29,19,1.143709488324791
m2_i_mmseg_care,3,1000,pure_edema,13,0.3235471144181616,12.094993367768573,20.863164154343256,0.2969609496681488,0.4616592329199072,0.47578895463510845,0.3658119658119658,12,1113,176,28433,103,124,2.196379967325339
m2_i_mmseg_care,3,1500,scar,13,0.6929672955146547,3.8544083667812625,13.456709469598803,0.676742494475634,0.743679803858408,1.0,1.0,6,164,166,16086,26,19,1.1530292243058413
m2_i_mmseg_care,3,1500,pure_edema,13,0.32826407484357667,11.3459530843036,17.777843677096207,0.3477946893934393,0.4101980428119009,0.36489151873767256,0.23205128205128206,16,945,163,19826,106,124,1.700012391538684
m2_i_mmseg_care,3,2000,scar,13,0.6917813555964442,3.4883501695258468,13.816194665116814,0.7108591780777963,0.7058913151504491,1.0,1.0,5,129,159,13266,24,19,1.036723042100736
m2_i_mmseg_care,3,2000,pure_edema,13,0.3444664533155181,11.664150911331886,20.11434285461665,0.353285973358697,0.4256667514850081,0.3914482952944492,0.27820512820512816,11,685,145,19290,85,124,1.6645487946431972
m2_i_mmseg_care,3,2500,scar,13,0.6931861207451825,3.3935178812281044,9.78420437102277,0.730251753469014,0.6965744344481755,1.0,1.0,2,112,159,11714,22,19,0.9979826484912236
m2_i_mmseg_care,3,2500,pure_edema,13,0.36445178595471117,11.566928989438692,19.87316573765198,0.3430352557724335,0.4805442425581321,0.42410538179768953,0.29529914529914525,9,919,157,23275,80,124,1.9586619615648675
