variant,step,loss,anatomy_loss,scar_loss,edema_loss,retrieval_loss,soft_containment_loss,component_compactness_loss,edema_supervised_batch_fraction,batch_cases,elapsed_seconds
soft_anatomy_containment,1,3.605987548828125,1.450543761253357,0.8441334962844849,0.8343852758407593,0.000657720142044127,0.4622582793235779,-0.0,1.0,"Case2022,Case3043",0.5342549663037062
soft_anatomy_containment,1,3.605987548828125,,,,,,,,,0.6899910215288401
soft_anatomy_containment,500,1.4593021869659424,0.20058567821979523,0.4906849265098572,0.5099003911018372,0.0030040349811315536,0.025212451815605164,-0.0,1.0,"Case3027,Case2030",14.007872145622969
soft_anatomy_containment,1000,1.3178225755691528,0.39033228158950806,0.45042866468429565,0.2945854961872101,0.0030386841390281916,0.003010581247508526,-0.0,0.5,"Case7001,Case2022",27.483576415106654
soft_anatomy_containment,1500,1.0486388206481934,0.13941217958927155,0.4183277189731598,0.3112359046936035,0.0012676446931436658,0.005554951727390289,-0.0,1.0,"Case2026,Case3032",40.340856524184346
soft_anatomy_containment,2000,1.0054259300231934,0.13683395087718964,0.3890805244445801,0.30479830503463745,0.002652609022334218,0.012792274355888367,-0.0,0.5,"Case8010,Case2015",53.56343364715576
soft_anatomy_containment,2500,1.1682082414627075,0.2673865854740143,0.34826231002807617,0.3683963716030121,0.003244966035708785,0.0016636778600513935,-0.0,1.0,"Case3016,Case3020",66.90668972954154
soft_anatomy_containment,3000,0.9269458055496216,0.2644324004650116,0.29447701573371887,0.2357674390077591,0.0016650501638650894,0.003407719312235713,-0.0,0.5,"Case2014,Case2005",79.90022770315409
soft_anatomy_containment,3500,1.1833187341690063,0.3751731514930725,0.2990899085998535,0.3403868079185486,0.004442478530108929,0.006113086827099323,-0.0,0.5,"Case3039,Case3033",93.27050519175828
soft_anatomy_containment,4000,1.1237027645111084,0.09473210573196411,0.4512355327606201,0.3704429268836975,0.004940476268529892,0.0036058921832591295,-0.0,0.5,"Case3025,Case8002",106.38553724810481
soft_anatomy_containment,4500,0.9183728098869324,0.15747296810150146,0.29105180501937866,0.31455549597740173,0.0021928404457867146,0.0019098450429737568,-0.0,1.0,"Case2015,Case2016",119.41388686187565
soft_anatomy_containment,5000,1.0139254331588745,0.08274950832128525,0.3776244819164276,0.36547285318374634,0.002387282205745578,0.001907668774947524,-0.0,0.5,"Case8030,Case3006",132.66379647888243
soft_anatomy_containment,5000,1.0139254331588745,,,,,,,,,132.8210070375353
soft_anatomy_containment,5500,0.7371010184288025,0.19145919382572174,0.15403956174850464,0.27501970529556274,0.002383740618824959,0.002120672957971692,-0.0,1.0,"Case3029,Case3037",146.0701805204153
soft_anatomy_containment,6000,0.7781149744987488,0.17998479306697845,0.2819371521472931,0.19619916379451752,0.003568644868209958,0.0036716877948492765,-0.0,0.5,"Case3037,Case1018",159.43382375501096
