anchor_delta_rate,case_id,center,checkpoint,class_name,component_count_delta,correction_gate_open_rate,decode_mode,dice_delta,fallback_weight_mean,final_delta_rate,final_logit_delta_abs_mean,hd95_delta,modality_group,no_t2_edema_voxels,proposal_precision_proxy,proposal_recall_proxy,proposal_weight_mean,refiner_delta_magnitude,refiner_weight_mean,remote_fp_delta,roi_delta_abs_mean,source_path,source_prediction_path,srr_weight_mean,t2_present,variant
0.00034247504340277775,Case1002,CenterA,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/checkpoints/fold_0/propref_config/checkpoint_best.pt,myops_scar,-1.0,1.0,argmax,0.007570906962448332,0.048535142093896866,0.0008273654513888889,0.41229379177093506,0.0,LGE-only,0,0.17768189841145324,0.8787584869059166,0.010420836508274078,0.7672231197357178,0.006605915725231171,0.0,0.7672231197357178,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/predictions/fold_0/checkpoint_best/argmax/Case1002.nii.gz,0.2033790796995163,False,m8_full_srr_context_arbitration_longrun
0.0,Case1002,CenterA,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/checkpoints/fold_0/propref_config/checkpoint_best.pt,myops_edema,0.0,1.0,argmax,0.0,0.048535142093896866,0.0008273654513888889,10.789752960205078,0.0,LGE-only,0,,,0.010420836508274078,0.0,0.006605915725231171,0.0,0.0,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/predictions/fold_0/checkpoint_best/argmax/Case1002.nii.gz,0.2033790796995163,False,m8_full_srr_context_arbitration_longrun
0.0003388722737630208,Case1007,CenterA,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/checkpoints/fold_0/propref_config/checkpoint_best.pt,myops_scar,-2.0,1.0,argmax,-0.01888701793106018,0.04952715337276459,0.0009771982828776042,0.42774102091789246,1.1639999151229858,LGE-only,0,0.03340333469577596,0.9445994420087684,0.010424415580928326,2.7661097049713135,0.006603257264941931,0.0,2.7661097049713135,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/predictions/fold_0/checkpoint_best/argmax/Case1007.nii.gz,0.20773503184318542,False,m8_full_srr_context_arbitration_longrun
0.0,Case1007,CenterA,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/checkpoints/fold_0/propref_config/checkpoint_best.pt,myops_edema,0.0,1.0,argmax,0.0,0.04952715337276459,0.0009771982828776042,10.789772033691406,0.0,LGE-only,0,,,0.010424415580928326,0.0,0.006603257264941931,0.0,0.0,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/predictions/fold_0/checkpoint_best/argmax/Case1007.nii.gz,0.20773503184318542,False,m8_full_srr_context_arbitration_longrun
0.00043201446533203125,Case1009,CenterA,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/checkpoints/fold_0/propref_config/checkpoint_best.pt,myops_scar,0.0,1.0,argmax,0.010702440428925875,0.04976307600736618,0.0009260177612304688,0.4403018355369568,-1.0868421022672088,LGE-only,0,0.07411879342484325,0.8555012224938875,0.010399038903415203,3.945312976837158,0.006583434529602528,0.0,3.945312976837158,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/predictions/fold_0/checkpoint_best/argmax/Case1009.nii.gz,0.2088036835193634,False,m8_full_srr_context_arbitration_longrun
0.0,Case1009,CenterA,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/checkpoints/fold_0/propref_config/checkpoint_best.pt,myops_edema,0.0,1.0,argmax,0.0,0.04976307600736618,0.0009260177612304688,10.78976058959961,0.0,LGE-only,0,,,0.010399038903415203,0.0,0.006583434529602528,0.0,0.0,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/predictions/fold_0/checkpoint_best/argmax/Case1009.nii.gz,0.2088036835193634,False,m8_full_srr_context_arbitration_longrun
0.0005391438802083334,Case1010,CenterA,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/checkpoints/fold_0/propref_config/checkpoint_best.pt,myops_scar,8.0,1.0,argmax,0.012141889042692144,0.04830644652247429,0.001033782958984375,0.4042452871799469,-0.10325413719827736,LGE-only,0,0.15189486552567238,0.7410536779324056,0.010415816679596901,0.5713734030723572,0.006601994391530752,0.0,0.5713734030723572,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/predictions/fold_0/checkpoint_best/argmax/Case1010.nii.gz,0.20237299799919128,False,m8_full_srr_context_arbitration_longrun
0.0,Case1010,CenterA,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/checkpoints/fold_0/propref_config/checkpoint_best.pt,myops_edema,0.0,1.0,argmax,0.0,0.04830644652247429,0.001033782958984375,10.789749145507812,0.0,LGE-only,0,,,0.010415816679596901,0.0,0.006601994391530752,0.0,0.0,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/predictions/fold_0/checkpoint_best/argmax/Case1010.nii.gz,0.20237299799919128,False,m8_full_srr_context_arbitration_longrun
0.00022252400716145834,Case1021,CenterA,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/checkpoints/fold_0/propref_config/checkpoint_best.pt,myops_scar,3.0,1.0,argmax,-0.00460738319031162,0.04850194975733757,0.0006930033365885416,0.4146839380264282,1.0279224703847483,LGE-only,0,0.10065489749430524,0.8006795016987542,0.010397499427199364,1.74530827999115,0.006590935401618481,0.0,1.74530827999115,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/predictions/fold_0/checkpoint_best/argmax/Case1021.nii.gz,0.20327900350093842,False,m8_full_srr_context_arbitration_longrun
0.0,Case1021,CenterA,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/checkpoints/fold_0/propref_config/checkpoint_best.pt,myops_edema,0.0,1.0,argmax,0.0,0.04850194975733757,0.0006930033365885416,10.789749145507812,0.0,LGE-only,0,,,0.010397499427199364,0.0,0.006590935401618481,0.0,0.0,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/predictions/fold_0/checkpoint_best/argmax/Case1021.nii.gz,0.20327900350093842,False,m8_full_srr_context_arbitration_longrun
