case_id,center,checkpoint_name,class_id,decode_mode,gt_coverage,gt_voxels,lesion_wise_recall,memory_negative_similarity_mean,metric_name,modality_group,neg_similarity_mean,outside_myocardium_fp_ratio,outside_myocardium_roi_ratio,pos_similarity_mean,pred_coverage,proposal_component_count,proposal_gate_mean,proposal_gate_p95,proposal_precision,proposal_recall,proposal_remote_fp_count,proposal_small_fp_count,proposal_threshold,proposal_voxels,residual_abs_mean,roi_mean,roi_threshold,roi_voxels,source_path,t2_present,variant
Case1009,CenterA,checkpoint_best,5,,,4090,0.2857142857142857,0.09903966635465622,myops_scar,LGE-only,0.10098153352737427,0.2294826364280652,,-0.09954781085252762,,37,0.018292659893631935,0.09442689269781113,0.44734231041814315,0.7716381418092909,12,30,0.2,7055,,,,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/proposal_pr_sweep_checkpoint_best.csv,False,m8_full_srr_context_arbitration_longrun
Case1009,CenterA,checkpoint_best,5,,,4090,0.2857142857142857,0.09903966635465622,myops_scar,LGE-only,0.10098153352737427,0.1422307962118555,,-0.09954781085252762,,4,0.018292659893631935,0.09442689269781113,0.5263065591020695,0.7337408312958436,0,2,0.3,5702,,,,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/proposal_pr_sweep_checkpoint_best.csv,False,m8_full_srr_context_arbitration_longrun
Case1009,CenterA,checkpoint_best,5,,,4090,0.2857142857142857,0.09903966635465622,myops_scar,LGE-only,0.10098153352737427,0.11504424778761062,,-0.09954781085252762,,3,0.018292659893631935,0.09442689269781113,0.5507887649095806,0.7,0,2,0.4,5198,,,,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/proposal_pr_sweep_checkpoint_best.csv,False,m8_full_srr_context_arbitration_longrun
Case1009,CenterA,checkpoint_best,5,,,4090,0.2857142857142857,0.09903966635465622,myops_scar,LGE-only,0.10098153352737427,0.09541588881974694,,-0.09954781085252762,,1,0.018292659893631935,0.09442689269781113,0.5685542418585355,0.6701711491442542,0,0,0.5,4821,,,,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/proposal_pr_sweep_checkpoint_best.csv,False,m8_full_srr_context_arbitration_longrun
Case1009,CenterA,checkpoint_best,5,,,4090,0.2857142857142857,0.09903966635465622,myops_scar,LGE-only,0.10098153352737427,0.08065226972234464,,-0.09954781085252762,,5,0.018292659893631935,0.09442689269781113,0.5857205817540767,0.649877750611247,0,4,0.6,4538,,,,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/proposal_pr_sweep_checkpoint_best.csv,False,m8_full_srr_context_arbitration_longrun
Case1009,CenterA,checkpoint_best,5,,,4090,0.2857142857142857,0.09903966635465622,myops_scar,LGE-only,0.10098153352737427,0.06906976744186047,,-0.09954781085252762,,4,0.018292659893631935,0.09442689269781113,0.5983720930232558,0.6290953545232274,0,3,0.7,4300,,,,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/proposal_pr_sweep_checkpoint_best.csv,False,m8_full_srr_context_arbitration_longrun
Case1009,CenterA,checkpoint_best,5,,,4090,0.2857142857142857,0.09903966635465622,myops_scar,LGE-only,0.10098153352737427,0.06086531410413102,,-0.09954781085252762,,1,0.018292659893631935,0.09442689269781113,0.6084087020288438,0.6085574572127139,0,0,0.8,4091,,,,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/proposal_pr_sweep_checkpoint_best.csv,False,m8_full_srr_context_arbitration_longrun
Case1009,CenterA,checkpoint_best,5,,,4090,0.2857142857142857,0.09903966635465622,myops_scar,LGE-only,0.10098153352737427,0.05715705765407555,,-0.09954781085252762,,1,0.018292659893631935,0.09442689269781113,0.6098409542743539,0.6,0,0,0.9,4024,,,,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/proposal_pr_sweep_checkpoint_best.csv,False,m8_full_srr_context_arbitration_longrun
Case1009,CenterA,checkpoint_best,4,,,0,,0.11516154557466507,myops_edema,LGE-only,0.25924983620643616,,,0.17148460447788239,,0,2.0611543583015646e-09,2.061153470123145e-09,,,0,0,0.05,0,,,,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/proposal_pr_sweep_checkpoint_best.csv,False,m8_full_srr_context_arbitration_longrun
Case1009,CenterA,checkpoint_best,4,,,0,,0.11516154557466507,myops_edema,LGE-only,0.25924983620643616,,,0.17148460447788239,,0,2.0611543583015646e-09,2.061153470123145e-09,,,0,0,0.1,0,,,,,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/proposal_pr_sweep_checkpoint_best.csv,False,m8_full_srr_context_arbitration_longrun
