batch_cases,component,grad_l2_norm,loss_value,model_variant,param_with_grad_count,requires_grad,source_model_variant,source_path,stage,status,step,t2_present_batch_fraction,target_voxel_count,variant,zero_justification
Case1068,loss_no_t2_edema_safety,0.0,0.0001350797392660752,m8_full_srr_context_arbitration_longrun,927,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,1,m8_full_srr_context_arbitration_longrun,"LEGITIMATE_SATURATED_NO_T2_SAFETY_BOUNDARY: no-T2 safety scalar is recorded, requires_grad is true, and zero local gradient reflects saturated near-zero edema outputs"
Case1068,loss_dictionary_entropy_coverage_load_balance,0.0029828201919238884,0.0021946076303720474,m8_full_srr_context_arbitration_longrun,120,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_full_srr_context_arbitration_longrun,
Case1068,loss_prototype_diversity_margin,3.577946725642807,0.2711646556854248,m8_full_srr_context_arbitration_longrun,881,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_full_srr_context_arbitration_longrun,
Case1068,m6_expanded_total_loss,12.661790139010908,3.092540740966797,m8_full_srr_context_arbitration_longrun,982,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_full_srr_context_arbitration_longrun,
Case1068,anatomy_scale0_semantic_family_mass,0.4006471195827277,0.8899576663970947,m8_full_srr_context_arbitration_longrun,22,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_full_srr_context_arbitration_longrun,
Case1068,anatomy_scale1_semantic_family_mass,9.81866546040945e-10,0.9900000095367432,m8_full_srr_context_arbitration_longrun,40,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_full_srr_context_arbitration_longrun,
Case1068,anatomy_scale2_semantic_family_mass,0.0,0.9900000095367432,m8_full_srr_context_arbitration_longrun,58,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_full_srr_context_arbitration_longrun,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance
Case1068,anatomy_scale3_semantic_family_mass,2.0101180530504435e-09,0.9900000691413879,m8_full_srr_context_arbitration_longrun,76,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_full_srr_context_arbitration_longrun,
Case1068,edema_scale0_semantic_family_mass,0.0,0.0,m8_full_srr_context_arbitration_longrun,22,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_full_srr_context_arbitration_longrun,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance
Case1068,edema_scale1_semantic_family_mass,0.0,0.0,m8_full_srr_context_arbitration_longrun,40,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_full_srr_context_arbitration_longrun,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance
Case1068,edema_scale2_semantic_family_mass,0.0,0.0,m8_full_srr_context_arbitration_longrun,58,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_full_srr_context_arbitration_longrun,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance
Case1068,edema_scale3_semantic_family_mass,0.0,0.0,m8_full_srr_context_arbitration_longrun,76,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_full_srr_context_arbitration_longrun,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance
Case1068,scar_scale0_semantic_family_mass,0.4529722509176053,0.6988745927810669,m8_full_srr_context_arbitration_longrun,22,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_full_srr_context_arbitration_longrun,
Case1068,scar_scale1_semantic_family_mass,0.6106078885983046,0.6793975234031677,m8_full_srr_context_arbitration_longrun,40,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_full_srr_context_arbitration_longrun,
Case1068,scar_scale2_semantic_family_mass,1.502764339036728,0.6820691227912903,m8_full_srr_context_arbitration_longrun,58,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_full_srr_context_arbitration_longrun,
Case1068,scar_scale3_semantic_family_mass,2.8986239917831,0.6469805240631104,m8_full_srr_context_arbitration_longrun,76,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_full_srr_context_arbitration_longrun,
Case1068,loss_anatomy_union_lv_rv,5.307756278028088,1.3853596448898315,m8_scar_precision_edema_safe_longrun,762,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,loss_scar_proposal,0.4622515313616978,0.2412327229976654,m8_scar_precision_edema_safe_longrun,807,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,loss_edema_proposal_t2_present_only,0.0,-0.0,m8_scar_precision_edema_safe_longrun,862,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,ZERO_GRAD_OR_DETACHED,1,0.0,0,m8_scar_precision_edema_safe_longrun,LEGITIMATE_MASKED_NA: no applicable T2/no-T2 target in this real M7 batch
Case1068,loss_scar_refiner_roi,1.7068707356860713,0.8628019094467163,m8_scar_precision_edema_safe_longrun,815,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,loss_edema_refiner_t2_present_roi,0.0,-0.0,m8_scar_precision_edema_safe_longrun,807,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,ZERO_GRAD_OR_DETACHED,1,0.0,0,m8_scar_precision_edema_safe_longrun,LEGITIMATE_MASKED_NA: no applicable T2/no-T2 target in this real M7 batch
Case1068,loss_anchor_preservation_outside_roi,0.00250226613659658,0.0006713072652928531,m8_scar_precision_edema_safe_longrun,862,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,loss_correction_opportunity,0.11399594122531878,0.9111173152923584,m8_scar_precision_edema_safe_longrun,854,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,loss_branch_arbitration_consistency,0.0,0.0,m8_scar_precision_edema_safe_longrun,854,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_scar_precision_edema_safe_longrun,LEGITIMATE_ZERO_AT_SATISFIED_BRANCH_ARBITRATION_CONSISTENCY
Case1068,loss_bounded_correction,0.031964982050340436,3.984534740447998,m8_scar_precision_edema_safe_longrun,860,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,loss_component_remote_fp,1.11227764199449,0.5678925514221191,m8_scar_precision_edema_safe_longrun,860,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,loss_no_t2_edema_safety,0.0,0.0001350797392660752,m8_scar_precision_edema_safe_longrun,807,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,1,m8_scar_precision_edema_safe_longrun,"LEGITIMATE_SATURATED_NO_T2_SAFETY_BOUNDARY: no-T2 safety scalar is recorded, requires_grad is true, and zero local gradient reflects saturated near-zero edema outputs"
Case1068,loss_dictionary_entropy_coverage_load_balance,0.0019449830608311222,0.0027445058804005384,m8_scar_precision_edema_safe_longrun,120,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,loss_prototype_diversity_margin,3.246833350026507,0.33442258834838867,m8_scar_precision_edema_safe_longrun,761,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,m6_expanded_total_loss,5.702377318304102,2.875732660293579,m8_scar_precision_edema_safe_longrun,862,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,anatomy_scale0_semantic_family_mass,5.526681828632363e-10,0.98499995470047,m8_scar_precision_edema_safe_longrun,22,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,anatomy_scale1_semantic_family_mass,6.010782860339121e-10,0.9850000739097595,m8_scar_precision_edema_safe_longrun,40,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,anatomy_scale2_semantic_family_mass,1.2481587671430262e-09,0.9850000143051147,m8_scar_precision_edema_safe_longrun,58,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,anatomy_scale3_semantic_family_mass,0.0,0.9850001335144043,m8_scar_precision_edema_safe_longrun,76,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_scar_precision_edema_safe_longrun,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance
Case1068,edema_scale0_semantic_family_mass,0.0,0.0,m8_scar_precision_edema_safe_longrun,22,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_scar_precision_edema_safe_longrun,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance
Case1068,edema_scale1_semantic_family_mass,0.0,0.0,m8_scar_precision_edema_safe_longrun,40,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_scar_precision_edema_safe_longrun,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance
Case1068,edema_scale2_semantic_family_mass,0.0,0.0,m8_scar_precision_edema_safe_longrun,58,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_scar_precision_edema_safe_longrun,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance
Case1068,edema_scale3_semantic_family_mass,0.0,0.0,m8_scar_precision_edema_safe_longrun,76,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_scar_precision_edema_safe_longrun,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance
Case1068,scar_scale0_semantic_family_mass,4.5707086357768287e-10,0.9850000143051147,m8_scar_precision_edema_safe_longrun,22,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,scar_scale1_semantic_family_mass,0.0,0.9850000739097595,m8_scar_precision_edema_safe_longrun,40,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_scar_precision_edema_safe_longrun,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance
Case1068,scar_scale2_semantic_family_mass,1.4330104748960022e-09,0.9850000143051147,m8_scar_precision_edema_safe_longrun,58,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_scar_precision_edema_safe_longrun,
Case1068,scar_scale3_semantic_family_mass,0.0,0.9850000143051147,m8_scar_precision_edema_safe_longrun,76,True,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_scar_precision_edema_safe_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS_ZERO_JUSTIFIED,1,0.0,2720,m8_scar_precision_edema_safe_longrun,DIAGNOSTIC_SEMANTIC_MASS_METRIC: logged gate mass can be locally flat; optimized semantic penalties are covered by semantic_retrieval_loss/loss_dictionary_entropy_coverage_load_balance
Case1068,loss_anatomy_union_lv_rv,8.368422067362708,1.3011925220489502,m8_t2_centerC_edema_repair_longrun,882,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_t2_centerC_edema_repair_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_t2_centerC_edema_repair_longrun,
Case1068,loss_scar_proposal,0.970811138258323,0.23230202496051788,m8_t2_centerC_edema_repair_longrun,927,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_t2_centerC_edema_repair_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_t2_centerC_edema_repair_longrun,
Case1068,loss_edema_proposal_t2_present_only,0.0,-0.0,m8_t2_centerC_edema_repair_longrun,982,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_t2_centerC_edema_repair_longrun/loss_component_gradient_sanity.csv,evidence_warmup,ZERO_GRAD_OR_DETACHED,1,0.0,0,m8_t2_centerC_edema_repair_longrun,LEGITIMATE_MASKED_NA: no applicable T2/no-T2 target in this real M7 batch
Case1068,loss_scar_refiner_roi,2.32288928355474,0.8762646913528442,m8_t2_centerC_edema_repair_longrun,935,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_t2_centerC_edema_repair_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_t2_centerC_edema_repair_longrun,
Case1068,loss_edema_refiner_t2_present_roi,0.0,-0.0,m8_t2_centerC_edema_repair_longrun,927,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_t2_centerC_edema_repair_longrun/loss_component_gradient_sanity.csv,evidence_warmup,ZERO_GRAD_OR_DETACHED,1,0.0,0,m8_t2_centerC_edema_repair_longrun,LEGITIMATE_MASKED_NA: no applicable T2/no-T2 target in this real M7 batch
Case1068,loss_anchor_preservation_outside_roi,0.004185128111876941,0.0011128225596621633,m8_t2_centerC_edema_repair_longrun,982,True,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_t2_centerC_edema_repair_longrun/loss_component_gradient_sanity.csv,evidence_warmup,PASS,1,0.0,2720,m8_t2_centerC_edema_repair_longrun,
