status,metric_name,n,value,reason
TEMPORAL_DICTIONARY_BLOCKED_BY_REGISTRATION_GAP_AFTER_MATURE_M8_ATTEMPT,myocardium_cinemyops_proxy,0,EVIDENCE_NOT_COMPUTED,M8 requires a usable non-reference registration row before temporal dictionary integration.
