anatomy_roi_prior_status,anatomy_scale0_semantic_family_mass,anatomy_scale1_semantic_family_mass,anatomy_scale2_semantic_family_mass,anatomy_scale3_semantic_family_mass,anchor_present_batch_fraction,baseline_gate_mean,baseline_gate_status,baseline_preservation_loss,baseline_preserve_gate_mean,baseline_preserve_voxels,baseline_residual_abs_mean,batch_cases,branch_correction_open_rate,component_present_batch_fraction,component_proposal_ranking_loss,correction_opportunity_loss,edema_anatomy_soft_gate_mean,edema_component_ranking_loss,edema_proposal_loss,edema_scale0_semantic_family_mass,edema_scale1_semantic_family_mass,edema_scale2_semantic_family_mass,edema_scale3_semantic_family_mass,edema_supervised_batch_fraction,elapsed_seconds,empty_union_fallback_fraction,encoder_profile,encoder_scale_channels,evidence_loss,final_logit_delta_roi_abs_mean,final_loss,local_refinement_status,loss,loss_anatomy_union_lv_rv,loss_anchor_preservation_outside_roi,loss_bounded_correction,loss_branch_arbitration_consistency,loss_component_remote_fp,loss_correction_opportunity,loss_dictionary_entropy_coverage_load_balance,loss_edema_proposal_t2_present_only,loss_edema_refiner_t2_present_roi,loss_no_t2_edema_safety,loss_prototype_diversity_margin,loss_scar_proposal,loss_scar_refiner_roi,lv_distance_mean,m6_expanded_total_loss,model_variant,p_lv_mean,p_rv_mean,p_union_mean,proposal_margin_loss,proposal_weight,proposal_weight_mean,prototype_source_edema,prototype_source_scar,refine_weight,refiner_weight_mean,roi_cover_loss,roi_remote_loss,rv_distance_mean,scar_anatomy_soft_gate_mean,scar_component_ranking_loss,scar_proposal_loss,scar_scale0_semantic_family_mass,scar_scale1_semantic_family_mass,scar_scale2_semantic_family_mass,scar_scale3_semantic_family_mass,semantic_retrieval_loss,source_model_variant,source_path,stage,step,union_distance_mean,variant
enabled_distance_soft_gates,0.8899576663970947,0.9900000095367432,0.9900000095367432,0.9900000691413879,1.0,0.01798621192574501,baseline_preserving_residual,0.0007763382163830101,-0.0,-0.0,0.07167620211839676,Case1068,1.0,1.0,0.5959062576293945,0.9318363666534424,0.0,0.0001350797392660752,-0.0,0.0,0.0,0.0,0.0,0.0,1.2010141470236704,0.0,full_4scale,32;64;128;256,1.5825161933898926,0.3744792640209198,3.092540740966797,enabled_crop_soft_roi,3.092540740966797,1.5825161933898926,0.0007763382163830101,3.9850642681121826,0.0,0.5959062576293945,0.9318363666534424,0.0021946076303720474,-0.0,-0.0,0.0001350797392660752,0.2711646556854248,0.247503399848938,0.8819676637649536,0.5933379530906677,3.092540740966797,m8_full_srr_context_arbitration_longrun,0.2577694058418274,0.3118962347507477,0.8238285183906555,0.2711646556854248,1.0,0.057976461946964264,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,1.0,0.057976461946964264,0.8819676637649536,0.5959062576293945,0.5360157489776611,0.594643235206604,0.5959062576293945,0.247503399848938,0.6988745927810669,0.6793975234031677,0.6820691227912903,0.6469805240631104,0.0021946076303720474,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/training_log.csv,evidence_warmup,1,0.09702154994010925,m8_full_srr_context_arbitration_longrun
enabled_distance_soft_gates,0.9887499809265137,0.8724556565284729,0.9035956859588623,0.8746023774147034,1.0,0.01798621192574501,baseline_preserving_residual,0.0035891325678676367,-0.0,-0.0,0.0716869980096817,Case2006,1.0,1.0,0.14289110898971558,0.9083910584449768,0.34992462396621704,-0.0,0.5223263502120972,0.9812501072883606,0.9812500476837158,0.8924900889396667,0.9812500476837158,1.0,15.092999159009196,0.0,full_4scale,32;64;128;256,0.6742931604385376,0.8791320323944092,2.509662389755249,enabled_crop_soft_roi,2.509662389755249,0.6742931604385376,0.0035891325678676367,3.985664129257202,0.0,0.14289110898971558,0.9083910584449768,0.0024706819094717503,0.5223263502120972,0.4856366813182831,-0.0,0.16635268926620483,0.12214259058237076,0.3951001763343811,0.7375373840332031,2.509662389755249,m8_full_srr_context_arbitration_longrun,0.1604739874601364,0.09965714812278748,0.4907202124595642,0.16635268926620483,1.0,0.1185862272977829,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,1.0,0.1171206533908844,0.3951001763343811,0.14289110898971558,0.8548049926757812,0.36623817682266235,0.14289110898971558,0.12214259058237076,0.981249988079071,0.9812499284744263,0.9812500476837158,0.9812500476837158,0.0024706819094717503,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/training_log.csv,evidence_warmup,100,0.3523373603820801,m8_full_srr_context_arbitration_longrun
enabled_distance_soft_gates,0.8912200331687927,0.857548177242279,0.8396843671798706,0.9900000691413879,1.0,0.01798621192574501,baseline_preserving_residual,2.597984166641254e-05,-0.0,-0.0,0.07186178863048553,Case8004,1.0,1.0,0.08518805354833603,0.9198979735374451,0.0,0.0001350797392660752,-0.0,0.0,0.0,0.0,0.0,0.0,29.20058477501152,0.0,full_4scale,32;64;128;256,0.5967782139778137,0.5164032578468323,1.411250352859497,enabled_crop_soft_roi,1.411250352859497,0.5967782139778137,2.597984166641254e-05,3.995382308959961,0.0,0.08518805354833603,0.9198979735374451,0.0022601825185120106,-0.0,-0.0,0.0001350797392660752,0.14929601550102234,0.05630725249648094,0.45537474751472473,0.7033272981643677,1.411250352859497,m8_full_srr_context_arbitration_longrun,0.15876683592796326,0.057849328964948654,0.3790053427219391,0.14929601550102234,1.0,0.06325818598270416,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,1.0,0.06210203468799591,0.45537474751472473,0.08518805354833603,0.9024041891098022,0.329048216342926,0.08518805354833603,0.05630725249648094,0.6722641587257385,0.699898898601532,0.6058385372161865,0.3024642765522003,0.0022601825185120106,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/training_log.csv,evidence_warmup,200,0.454730361700058,m8_full_srr_context_arbitration_longrun
enabled_distance_soft_gates,0.8831151723861694,0.8896511793136597,0.902060329914093,0.9163390398025513,1.0,0.01798621192574501,baseline_preserving_residual,0.0040928954258561134,-0.0,-0.0,0.07165609300136566,Case1061,1.0,1.0,0.028311967849731445,0.9080456495285034,0.0,0.0001350797392660752,-0.0,0.0,0.0,0.0,0.0,0.0,43.413048552989494,0.0,full_4scale,32;64;128;256,0.6197044849395752,0.41326940059661865,1.4251798391342163,enabled_crop_soft_roi,1.4251798391342163,0.6197044849395752,0.0040928954258561134,3.9839463233947754,0.0,0.028311967849731445,0.9080456495285034,0.0019877327140420675,-0.0,-0.0,0.0001350797392660752,0.1421266794204712,0.15292033553123474,0.3587266206741333,0.7143409848213196,1.4251798391342163,m8_full_srr_context_arbitration_longrun,0.17354542016983032,0.04388660192489624,0.33280593156814575,0.1421266794204712,1.0,0.04403742030262947,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,1.0,0.042803794145584106,0.3587266206741333,0.028311967849731445,0.9228202104568481,0.3010084629058838,0.028311967849731445,0.15292033553123474,0.6021691560745239,0.690862774848938,0.607330322265625,0.5455865859985352,0.0019877327140420675,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/training_log.csv,evidence_warmup,300,0.540773332118988,m8_full_srr_context_arbitration_longrun
,,,,,,,,,,,,,,,,,,,,,,,,,44.04153835802572,,,,,,,,,,,,,,,,,,,,,,,,m8_full_srr_context_arbitration_longrun,,,,,,,,,,,,,,,,,,,,,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/training_log.csv,evidence_warmup,300,,m8_full_srr_context_arbitration_longrun
enabled_distance_soft_gates,0.8830051422119141,0.9051762819290161,0.9193546772003174,0.9236387014389038,1.0,0.01798621192574501,baseline_preserving_residual,0.0002550322678871453,-0.0,-0.0,0.07182672619819641,Case8024,1.0,1.0,0.06549637764692307,0.8911488652229309,0.0,0.0001350797392660752,-0.0,0.0,0.0,0.0,0.0,0.0,59.43713270500302,0.0,full_4scale,32;64;128;256,0.46090659499168396,0.5907120704650879,1.2509716749191284,enabled_crop_soft_roi,1.2509716749191284,0.46090659499168396,0.0002550322678871453,3.9934329986572266,0.0,0.06549637764692307,0.8911488652229309,0.0020548980683088303,-0.0,-0.0,0.0001350797392660752,0.14536061882972717,0.06940052658319473,0.4264146387577057,0.7499193549156189,1.2509716749191284,m8_full_srr_context_arbitration_longrun,0.1250600963830948,0.03541412949562073,0.2998221516609192,0.14536061882972717,1.0,0.056237731128931046,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,1.0,0.05525832623243332,0.4264146387577057,0.06549637764692307,0.9345096945762634,0.2648094892501831,0.06549637764692307,0.06940052658319473,0.5769731998443604,0.6739327907562256,0.5998022556304932,0.48993343114852905,0.0020548980683088303,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/training_log.csv,evidence_warmup,400,0.5641510486602783,m8_full_srr_context_arbitration_longrun
enabled_distance_soft_gates,0.9887499213218689,0.6844493746757507,0.7188378572463989,0.8746309280395508,1.0,0.01798621192574501,baseline_preserving_residual,0.002486075973138213,-0.0,-0.0,0.07161194831132889,Case3010,1.0,1.0,0.06000259518623352,0.5902671813964844,0.3200521469116211,-0.0,0.27150583267211914,0.8001999855041504,0.9812500476837158,0.7668184041976929,0.06759192794561386,1.0,73.53555581899127,0.0,full_4scale,32;64;128;256,0.36221420764923096,1.151332139968872,2.4495136737823486,enabled_crop_soft_roi,2.4495136737823486,0.36221420764923096,0.002486075973138213,3.981492042541504,0.0,0.06000259518623352,0.5902671813964844,0.005538085475564003,0.27150583267211914,0.39198818802833557,-0.0,0.15492530167102814,0.5005027651786804,0.6870291233062744,0.7497022151947021,2.4495136737823486,m8_full_srr_context_arbitration_longrun,0.1249907836318016,0.04034242033958435,0.3938930928707123,0.15492530167102814,1.0,0.08980240672826767,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,1.0,0.08814864605665207,0.6870291233062744,0.06000259518623352,0.9101049900054932,0.3276515603065491,0.06000259518623352,0.5005027651786804,0.883732259273529,0.8976089954376221,0.874981701374054,0.9096453785896301,0.005538085475564003,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/training_log.csv,evidence_warmup,500,0.4307887554168701,m8_full_srr_context_arbitration_longrun
enabled_distance_soft_gates,0.8812479376792908,0.904384970664978,0.8077458143234253,0.9386367201805115,1.0,0.01798621192574501,baseline_preserving_residual,0.005491632502526045,-0.0,-0.0,0.07163182646036148,Case1066,1.0,1.0,0.008611024357378483,0.8658039569854736,0.0,0.0001350797392660752,-0.0,0.0,0.0,0.0,0.0,0.0,87.7124130440061,0.0,full_4scale,32;64;128;256,0.4686519503593445,0.4928928017616272,1.3344444036483765,enabled_crop_soft_roi,1.3344444036483765,0.4686519503593445,0.005491632502526045,3.9825968742370605,0.0,0.008611024357378483,0.8658039569854736,0.0023672091774642467,-0.0,-0.0,0.0001350797392660752,0.15236252546310425,0.17587795853614807,0.4041288197040558,0.6869755983352661,1.3344444036483765,m8_full_srr_context_arbitration_longrun,0.20564129948616028,0.027612440288066864,0.3227967917919159,0.15236252546310425,1.0,0.03504087030887604,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,1.0,0.03423666954040527,0.4041288197040558,0.008611024357378483,0.9480867385864258,0.2997662425041199,0.008611024357378483,0.17587795853614807,0.48576781153678894,0.6243057250976562,0.5845009684562683,0.3846735656261444,0.0023672091774642467,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/training_log.csv,evidence_warmup,600,0.5532902479171753,m8_full_srr_context_arbitration_longrun
,,,,,,,,,,,,,,,,,,,,,,,,,88.337043995969,,,,,,,,,,,,,,,,,,,,,,,,m8_full_srr_context_arbitration_longrun,,,,,,,,,,,,,,,,,,,,,,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/training_log.csv,evidence_warmup,600,,m8_full_srr_context_arbitration_longrun
enabled_distance_soft_gates,0.9887501001358032,0.7672570943832397,0.7166091203689575,0.9408595561981201,1.0,0.01798621192574501,baseline_preserving_residual,0.0009812148055061698,-0.0,-0.0,0.07166236639022827,Case2023,1.0,1.0,0.10196620225906372,0.6097307205200195,0.394687682390213,-0.0,0.1518915891647339,0.8117457032203674,0.9812501072883606,0.8781071901321411,0.33779919147491455,1.0,103.62546934001148,0.0,full_4scale,32;64;128;256,0.716174840927124,1.4678233861923218,1.9211623668670654,enabled_crop_soft_roi,1.9211623668670654,0.716174840927124,0.0009812148055061698,3.9842946529388428,0.0,0.10196620225906372,0.6097307205200195,0.0032778519671410322,0.1518915891647339,0.3198692500591278,-0.0,0.12915262579917908,0.16867941617965698,0.32603639364242554,0.6374714374542236,1.9211623668670654,m8_full_srr_context_arbitration_longrun,0.19065618515014648,0.07136611640453339,0.4756625294685364,0.12915262579917908,1.0,0.09490825980901718,train_oof_runtime_features_fold0,train_oof_runtime_features_fold0,1.0,0.09344841539859772,0.32603639364242554,0.10196620225906372,0.8238750696182251,0.40697723627090454,0.10196620225906372,0.16867941617965698,0.791531503200531,0.8903931379318237,0.9812500476837158,0.483122318983078,0.0032778519671410322,m6_full_srr_context_arbitration,/users/a/e/aereinh/CARE/results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/variants/m8_full_srr_context_arbitration_longrun/training_log.csv,evidence_warmup,700,0.2962166666984558,m8_full_srr_context_arbitration_longrun
