method,transform_family,case_id,center,fixed_frame,moving_frame,available_nonreference_prediction_frames,requested_pairs_per_case,pair_limit_reason,before_myocardium_dice,after_myocardium_dice,before_lv_dice,after_lv_dice,before_myocardium_hd95,after_myocardium_hd95,before_lv_hd95,after_lv_hd95,image_ncc_before,image_ncc_after,displacement_mean,displacement_p95,displacement_max,jacobian_fold_voxels,registration_metric,iterations,runtime_seconds,failure_reason,m7_continued_decision,module_available
ANTsPy_SyNOnly,SyNOnly_dense_displacement,Case1010,center_alpha,0,6,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.5331640471082703,0.6016696223885116,0.7372392365734576,0.7822037844473606,6.0,6.0,7.107802867889404,7.331476211547852,0.9246686778159189,EVIDENCE_NOT_FOUND,,,,,,25,0.8515697150141932,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
frame0_identity_control,identity_reference_control,Case1010,center_alpha,0,15,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,EVIDENCE_NOT_FOUND,,,,,,,0.0,reference-frame control row; not a non-reference registration method,NOT_USABLE_REFERENCE_CONTROL,
SimpleITK_Demons,dense_displacement,Case1010,center_alpha,0,15,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.6523710977059575,0.7752491309385863,0.8257425742574257,0.9180899774692928,4.817923545837402,3.5055389404296875,6.112727165222168,4.674072265625,0.952254944043125,EVIDENCE_NOT_FOUND,1.2543057203292847,3.375636613368988,15.01816177368164,19041,0.0003704103986199666,40,0.891976254992187,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
ANTsPy_SyNOnly,SyNOnly_dense_displacement,Case1010,center_alpha,0,15,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.6523710977059575,0.6876876876876877,0.8257425742574257,0.8530950656041214,4.817923545837402,4.817923545837402,6.112727165222168,6.112725734710693,0.952254944043125,EVIDENCE_NOT_FOUND,,,,,,25,0.8777093910030089,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
frame0_identity_control,identity_reference_control,Case1011,center_alpha,0,8,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0000000000000002,EVIDENCE_NOT_FOUND,,,,,,,0.0,reference-frame control row; not a non-reference registration method,NOT_USABLE_REFERENCE_CONTROL,
SimpleITK_Demons,dense_displacement,Case1011,center_alpha,0,8,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.5370194667102896,0.59226914817466,0.6162604518768903,0.7348433879046123,9.227970123291016,13.688874721527142,12.585296726226806,14.070777893066406,0.9047504043727311,EVIDENCE_NOT_FOUND,3.2557218074798584,9.39368486404419,23.116756439208984,49608,0.00359262286192728,40,0.8625148110440932,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
ANTsPy_SyNOnly,SyNOnly_dense_displacement,Case1011,center_alpha,0,8,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.5370194667102896,0.5370194667102896,0.6162604518768903,0.6162604518768903,9.227970123291016,9.227970123291016,12.585296726226806,12.585296726226806,0.9047504043727311,EVIDENCE_NOT_FOUND,,,,,,25,0.3401212369790301,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
frame0_identity_control,identity_reference_control,Case1011,center_alpha,0,15,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0000000000000002,EVIDENCE_NOT_FOUND,,,,,,,0.0,reference-frame control row; not a non-reference registration method,NOT_USABLE_REFERENCE_CONTROL,
SimpleITK_Demons,dense_displacement,Case1011,center_alpha,0,15,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.7190357155086806,0.7796480489671003,0.8253321256038647,0.9164423981064168,5.2257513999938965,7.482144832611084,6.813551902770996,11.039193153381348,0.9455302238493849,EVIDENCE_NOT_FOUND,2.5471436977386475,7.675700902938843,21.44138526916504,37599,0.0016526108705260194,40,0.8789201589534059,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
ANTsPy_SyNOnly,SyNOnly_dense_displacement,Case1011,center_alpha,0,15,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.7190357155086806,0.7190357155086806,0.8253321256038647,0.8253321256038647,5.2257513999938965,5.2257513999938965,6.813551902770996,6.813551902770996,0.9455302238493849,EVIDENCE_NOT_FOUND,,,,,,25,0.3349418040015735,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
frame0_identity_control,identity_reference_control,Case1012,center_alpha,0,6,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,EVIDENCE_NOT_FOUND,,,,,,,0.0,reference-frame control row; not a non-reference registration method,NOT_USABLE_REFERENCE_CONTROL,
SimpleITK_Demons,dense_displacement,Case1012,center_alpha,0,6,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.4751124041258926,0.43069888154235925,0.5537350735906693,0.672686230248307,12.0,10.144261360168457,14.518074035644531,10.922046422958374,0.8850114320117783,EVIDENCE_NOT_FOUND,4.77257776260376,12.037715530395507,28.272932052612305,53470,0.014612349524589022,40,0.48323785298271105,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
ANTsPy_SyNOnly,SyNOnly_dense_displacement,Case1012,center_alpha,0,6,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.4751124041258926,0.4751124041258926,0.5537350735906693,0.5537350735906693,12.0,12.0,14.518074035644531,14.518074035644531,0.8850114320117783,EVIDENCE_NOT_FOUND,,,,,,25,0.30331392801599577,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
frame0_identity_control,identity_reference_control,Case1012,center_alpha,0,15,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,EVIDENCE_NOT_FOUND,,,,,,,0.0,reference-frame control row; not a non-reference registration method,NOT_USABLE_REFERENCE_CONTROL,
SimpleITK_Demons,dense_displacement,Case1012,center_alpha,0,15,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.6285036653730056,0.5711180719810778,0.7940412263987529,0.7926338996239138,6.0,5.842573642730713,7.011086654663086,7.956666946411133,0.9283364113608911,EVIDENCE_NOT_FOUND,3.0972604751586914,8.419451904296873,18.567707061767578,36132,0.00469090067091905,40,0.4765199249959551,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
ANTsPy_SyNOnly,SyNOnly_dense_displacement,Case1012,center_alpha,0,15,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.6285036653730056,0.6285036653730056,0.7940412263987529,0.7940412263987529,6.0,6.0,7.011086654663086,7.011086654663086,0.9283364113608911,EVIDENCE_NOT_FOUND,,,,,,25,0.2972001090529375,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
frame0_identity_control,identity_reference_control,Case1013,center_alpha,0,9,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,EVIDENCE_NOT_FOUND,,,,,,,0.0,reference-frame control row; not a non-reference registration method,NOT_USABLE_REFERENCE_CONTROL,
SimpleITK_Demons,dense_displacement,Case1013,center_alpha,0,9,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.661160525201186,0.671667628390075,0.7003532911863146,0.867974725640173,8.37470531463623,7.011085510253906,12.97868824005127,6.2926483154296875,0.9075037254287935,EVIDENCE_NOT_FOUND,2.326453447341919,7.405978155136107,23.318029403686523,34360,0.0035588345379060017,40,0.8851801190176047,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
ANTsPy_SyNOnly,SyNOnly_dense_displacement,Case1013,center_alpha,0,9,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.661160525201186,0.6887113790504898,0.7003532911863146,0.7286012526096033,8.37470531463623,7.956665992736816,12.97868824005127,12.15564808845517,0.9075037254287935,EVIDENCE_NOT_FOUND,,,,,,25,0.8378454500343651,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
frame0_identity_control,identity_reference_control,Case1013,center_alpha,0,15,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,EVIDENCE_NOT_FOUND,,,,,,,0.0,reference-frame control row; not a non-reference registration method,NOT_USABLE_REFERENCE_CONTROL,
SimpleITK_Demons,dense_displacement,Case1013,center_alpha,0,15,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.72065880313303,0.8125433125433126,0.7792887029288703,0.9324934383202099,6.0,3.6951663494110107,8.262655258178711,6.0,0.9412431411866659,EVIDENCE_NOT_FOUND,1.5585781335830688,5.162073922157286,16.880126953125,21612,0.001125118144589854,40,0.888903035025578,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
ANTsPy_SyNOnly,SyNOnly_dense_displacement,Case1013,center_alpha,0,15,2,3,ONLY_2_NONREFERENCE_CINEMA_PREDICTIONS_AVAILABLE_FOR_REQUESTED_3,0.72065880313303,0.7396186506578742,0.7792887029288703,0.8050181633859931,6.0,6.0,8.262655258178711,8.179611206054688,0.9412431411866659,EVIDENCE_NOT_FOUND,,,,,,25,0.8585887880180962,,NOT_USABLE_FOR_TEMPORAL_DICTIONARY,
VoxelMorph,learned_dense_displacement,availability_probe,,,,,,,,,,,,,,,,,,,,,,,,No trained CARE CineMyoPS VoxelMorph weights were found or authorized for this M7 continued repair attempt.,NOT_USABLE_UNTRAINED_OR_NO_WEIGHTS,True
