stage,local_step,total_step,teacher_roi_fraction,loss,scar_active_loss,edema_active_loss,scar_p_coarse,edema_p_coarse,scar_refiner,edema_refiner,scar_proposal,edema_proposal,scar_utility,edema_utility,containment,identity,remote,grad_norm,elapsed_seconds
A1,1,1,0.75,8.076499938964844,3.1388509273529053,4.466681003570557,1.6113510131835938,1.96681547164917,1.304504156112671,1.20793616771698,0.14292067289352417,0.1800384223461151,0.3030710220336914,2.4038197994232178,0.010702494531869888,0.09714397042989731,0.010920503176748753,28.208173751831055,2.0
A1,50,50,0.75,5.3860554695129395,2.166386365890503,3.0593810081481934,1.3731496334075928,1.8059983253479004,0.6826872825622559,0.4344693720340729,0.04701650142669678,0.09864421933889389,0.17408227920532227,1.5391819477081299,0.03148224949836731,0.03404073044657707,0.0043755192309618,19.174577713012695,52.6
A1,100,100,0.75,4.543310165405273,1.8994446992874146,2.520670175552368,1.3108274936676025,1.659720778465271,0.5127199292182922,0.3589646816253662,0.04334062337875366,0.07290922105312347,0.10845392197370529,0.9310604333877563,0.04172179847955704,0.023359769955277443,0.002056678757071495,11.764055252075195,98.3
A1,150,150,0.75,4.095009803771973,1.7189710140228271,2.3056328296661377,1.2432516813278198,1.546851634979248,0.4221653342247009,0.3780646026134491,0.037897586822509766,0.07059364765882492,0.06921053677797318,0.6908396482467651,0.0511934757232666,0.009468966163694859,0.0007857281598262489,13.746909141540527,143.6
A1,200,200,0.75,3.917926788330078,1.6825121641159058,2.1611058712005615,1.2221879959106445,1.525787591934204,0.4249676465988159,0.32378217577934265,0.02586623653769493,0.0518091581761837,0.04484672471880913,0.5712632536888123,0.05835966765880585,0.004259798210114241,0.0004009369295090437,5.554535388946533,193.2
A1,250,250,0.75,4.032320976257324,1.6597346067428589,2.301830291748047,1.1254290342330933,1.3934681415557861,0.4919946491718292,0.614011287689209,0.03136185556650162,0.04874186962842941,0.05326010286808014,0.5399600267410278,0.05868542939424515,0.004970121197402477,0.0006127889500930905,5.964257717132568,239.5
A1,300,300,0.75,3.9015707969665527,1.6657789945602417,2.19653058052063,1.0777596235275269,1.331728458404541,0.5590221285820007,0.5884298086166382,0.02133149467408657,0.03198128193616867,0.03666293993592262,0.5207634568214417,0.05834570899605751,0.00534597784280777,0.0003338719252496958,3.62518310546875,286.1
A1,350,350,0.75,3.4096462726593018,1.4856661558151245,1.8940038681030273,1.0858474969863892,1.296926498413086,0.38115379214286804,0.3232104480266571,0.016441810876131058,0.030223099514842033,0.02088775485754013,0.5175107717514038,0.04275472089648247,0.0029139951802790165,0.00016556610353291035,7.505185127258301,338.9
A1,400,400,0.75,4.094627380371094,2.0236363410949707,2.0571117401123047,1.1702299118041992,1.3369698524475098,0.8432413935661316,0.4609180688858032,0.013084081001579762,0.030255533754825592,0.007246153429150581,0.4881918430328369,0.029009433463215828,0.00018803509010467678,2.8448410375858657e-05,5.3492751121521,389.0
A1,450,450,0.75,2.987257242202759,1.2511595487594604,1.7217602729797363,0.993858814239502,1.1933473348617554,0.24508103728294373,0.2664324641227722,0.015256963670253754,0.020449886098504066,0.009182394482195377,0.5035111904144287,0.026728535071015358,0.0008045033900998533,5.430027158581652e-05,4.173604488372803,433.6
A1,500,500,0.75,3.69442081451416,1.6389751434326172,2.0329270362854004,0.9585108757019043,1.1785658597946167,0.662348210811615,0.5955804586410522,0.019346067681908607,0.017311863601207733,0.016886070370674133,0.5002496838569641,0.050963860005140305,0.0017945152940228581,0.0001404709037160501,3.3304030895233154,479.9
A2,1,501,0.75,1.6957027912139893,1.691862940788269,0.0,1.1114882230758667,0.0,0.5672245621681213,0.0,0.010124316439032555,0.0,0.016176003962755203,0.0,0.0,0.00012936726852785796,1.7937971279025078e-05,17.271211624145508,2.0
A2,50,550,0.7255,2.895033359527588,1.2200406789779663,1.6681663990020752,1.0013514757156372,1.2138221263885498,0.21136517822742462,0.19700275361537933,0.011875873431563377,0.016664190217852592,0.002772051841020584,0.49801862239837646,0.0368817076086998,0.00014457946235779673,1.1903332051588222e-05,12.49100112915039,51.3
A2,100,600,0.7004999999999999,2.9779844284057617,1.2665516138076782,1.7068274021148682,1.027443528175354,1.2113831043243408,0.2322644740343094,0.24355047941207886,0.012108301743865013,0.015533646568655968,0.0015789027092978358,0.48825395107269287,0.028112582862377167,4.028801049571484e-05,5.691460046364227e-06,10.935904502868652,101.9
A2,150,650,0.6755,3.3948800563812256,1.7040684223175049,1.6813907623291016,0.95660799741745,1.0773719549179077,0.7368208169937134,0.35131943225860596,0.014353428967297077,0.012376600876450539,0.006925712805241346,0.493022084236145,0.0420786589384079,0.0003672819002531469,3.805823143920861e-05,4.534896373748779,150.6
A2,200,700,0.6505,2.5488638877868652,1.0516726970672607,1.4923207759857178,0.8394421339035034,1.0733065605163574,0.20659904181957245,0.1668897271156311,0.009629596956074238,0.011272805742919445,0.0016335647087544203,0.49297618865966797,0.03526414558291435,0.0001331674720859155,7.079049282765482e-06,3.1876418590545654,197.6
A2,250,750,0.6255,3.125600576400757,1.458099603652954,1.664501428604126,1.007752537727356,1.073257327079773,0.4467044472694397,0.3373456597328186,0.006293569691479206,0.012138835154473782,0.0009914805414155126,0.4956578016281128,0.023563086986541748,2.224428862973582e-05,2.1631551589962328e-06,5.867354393005371,245.9
A2,300,800,0.6005,2.7004101276397705,1.1007962226867676,1.5952153205871582,0.851405680179596,1.0648465156555176,0.24438445270061493,0.2786359190940857,0.008163140155375004,0.009969310835003853,0.0018488845089450479,0.49349653720855713,0.026849083602428436,0.0001651677885092795,7.074574568832759e-06,7.190986633300781,296.6
A2,350,850,0.5755,2.5090909004211426,0.9915177822113037,1.5126025676727295,0.7794322967529297,1.0107859373092651,0.20791231095790863,0.2519858777523041,0.006498704664409161,0.007721841335296631,0.0018475772812962532,0.4919394254684448,0.040249302983284,8.701403567101806e-05,5.215762030275073e-06,5.434962272644043,343.9
