ablation_id,label,source_variant,job_id,log,role,edema_gt_dice,edema_gt_hd95,edema_components,edema_remote_fp,scar_all_dice,scar_all_hd95,scar_components,scar_remote_fp,checkpoint_best,prediction_dir
B0,best_conditional_control,conditional_dualhead_control,20260621_anchor,results/20260621_srr_fold0/result.md,previous best conditional dual-head control,0.11031195688175752,138.13772965551766,159.6875,126.6875,0.0581369138129236,113.44915153919219,190.72727272727272,139.8181818181818,/overflow/htzhu/CARE/results/20260621_srr_fold0/variants/conditional_dualhead_control/checkpoints/fold_0/srr_fold0_config/checkpoint_best.pt,/overflow/htzhu/CARE/results/20260621_srr_fold0/variants/conditional_dualhead_control/predictions/fold_0/checkpoint_best
B1,best_srr_recovered,srr_expert_dropout,56315547,logs/SRRDropF0_56315547_20260624_172908.log,best recovered SRR checkpoint from Phase 1,0.1927567637448626,97.72481985625915,34.5625,22.625,0.09230958402923188,127.03165757912724,92.95454545454545,71.63636363636364,/overflow/htzhu/CARE/results/20260625_srr_recovery/variants/srr_expert_dropout/checkpoints/fold_0/srr_fold0_config/checkpoint_best.pt,/overflow/htzhu/CARE/results/20260625_srr_recovery/variants/srr_expert_dropout/predictions/fold_0/checkpoint_best
B2,late_fusion_no_dictionary,late_fusion_no_dictionary,56469952,logs/SRRLateF0_56469952_20260625_001729.log,fresh availability-aware late fusion without dictionary retrieval,0.06014729903323426,129.99646555337088,87.625,65.4375,0.04417598933924044,130.5623499508338,201.5,141.52272727272728,/overflow/htzhu/CARE/results/20260625_srr_rescue_ablate/variants/late_fusion_no_dictionary/checkpoints/fold_0/srr_fold0_config/checkpoint_best.pt,/overflow/htzhu/CARE/results/20260625_srr_rescue_ablate/variants/late_fusion_no_dictionary/predictions/fold_0/checkpoint_best
B3,retrieval_no_sip_or_weak_sip,retrieval_no_sip_or_weak_sip,56469990,logs/SRRWeakF0_56469990_20260625_064840.log,fresh retrieval model with weak SIP/integrativeness regularization,0.13584885398524968,115.49099224691841,66.6875,52.3125,0.07022141738967506,129.123044696875,88.18181818181819,64.6590909090909,/overflow/htzhu/CARE/results/20260625_srr_rescue_ablate/variants/retrieval_no_sip_or_weak_sip/checkpoints/fold_0/srr_fold0_config/checkpoint_best.pt,/overflow/htzhu/CARE/results/20260625_srr_rescue_ablate/variants/retrieval_no_sip_or_weak_sip/predictions/fold_0/checkpoint_best
