label,component_index,component_voxels,overlaps_baseline_support,kept,case_id,mode,source_label
4,0,0,False,False,Case1002,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1009,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1010,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1021,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1023,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1029,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1033,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1040,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1042,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1045,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1047,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1053,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1062,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1070,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1073,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,0,0,False,False,Case1080,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,1,2772,True,True,Case2002,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,2,1,True,True,Case2002,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,3,1,True,True,Case2002,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,4,1,True,True,Case2002,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,1,1232,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,2,1,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,3,1,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,4,1,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,5,1,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,6,1,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,7,1,False,False,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,8,4,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,9,3,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,10,1,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,11,1,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,12,1,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,13,1,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,14,1,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,15,2,True,True,Case2007,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,1,2,True,True,Case2008,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,2,3,True,True,Case2008,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,3,1193,True,True,Case2008,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,4,1,True,True,Case2008,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,5,10,True,True,Case2008,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,6,1,True,True,Case2008,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,7,1,True,True,Case2008,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,8,1,False,False,Case2008,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,9,1,True,True,Case2008,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,1,2132,True,True,Case2017,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,2,161,True,True,Case2017,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,3,44,True,True,Case2017,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,4,1,True,True,Case2017,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,5,1,True,True,Case2017,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,6,1,True,True,Case2017,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,1,960,True,True,Case2020,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,2,12,True,True,Case2020,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,3,2,True,True,Case2020,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,1,50,True,True,Case2031,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
4,2,3,True,True,Case2031,edema_overlap_dilate2_keep_scar,coarse_to_fine_srr_roi_signal_seek
