label,component_index,component_voxels,overlaps_baseline_support,kept,case_id,mode,source_label
4,0,0,False,False,Case1002,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,1,1385,True,True,Case1002,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,2,1,True,True,Case1002,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,3,2,True,True,Case1002,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
4,0,0,False,False,Case1007,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,1,4481,True,True,Case1007,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,2,24,True,True,Case1007,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,3,2,True,True,Case1007,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,4,2,True,True,Case1007,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,5,1,False,False,Case1007,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,6,1,False,False,Case1007,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,7,1,False,False,Case1007,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,8,1,True,True,Case1007,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,9,1,True,True,Case1007,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,10,1,True,True,Case1007,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,11,1,True,True,Case1007,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
4,0,0,False,False,Case1009,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,1,4133,True,True,Case1009,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
4,0,0,False,False,Case1010,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,1,100,True,True,Case1010,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,2,1902,True,True,Case1010,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,3,1,True,True,Case1010,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,4,2,True,True,Case1010,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,5,1,True,True,Case1010,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
4,0,0,False,False,Case1021,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,1,90,True,True,Case1021,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,2,1398,True,True,Case1021,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,3,1,True,True,Case1021,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,4,8,True,True,Case1021,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
4,0,0,False,False,Case1023,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,1,10,True,True,Case1023,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,2,2562,True,True,Case1023,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,3,1,True,True,Case1023,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,4,1,True,True,Case1023,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
4,0,0,False,False,Case1029,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,1,5048,True,True,Case1029,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,2,4,True,True,Case1029,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,3,1,False,False,Case1029,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,4,1,False,False,Case1029,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,5,1,False,False,Case1029,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,6,8,True,True,Case1029,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,7,15,True,True,Case1029,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,8,4,True,True,Case1029,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,9,1,True,True,Case1029,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,10,1,True,True,Case1029,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,11,3,True,True,Case1029,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
4,0,0,False,False,Case1033,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,1,5999,True,True,Case1033,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,2,2,True,True,Case1033,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,3,11,True,True,Case1033,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
4,0,0,False,False,Case1040,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,1,2987,True,True,Case1040,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,2,5,True,True,Case1040,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,3,1,True,True,Case1040,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,4,4,True,True,Case1040,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
4,0,0,False,False,Case1042,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,1,38,True,True,Case1042,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,2,898,True,True,Case1042,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,3,6,True,True,Case1042,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
4,0,0,False,False,Case1045,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,1,1,True,True,Case1045,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,2,40,True,True,Case1045,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,3,277,True,True,Case1045,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,4,110,True,True,Case1045,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,5,23,True,True,Case1045,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,6,12,True,True,Case1045,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,7,1,True,True,Case1045,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
4,0,0,False,False,Case1047,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,1,4201,True,True,Case1047,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,2,1,True,True,Case1047,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,3,1,True,True,Case1047,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,4,1,True,True,Case1047,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
5,5,1,True,True,Case1047,pathology_overlap_dilate1,nnunet_pathology_teacher_srr_refiner_signal_seek
