page,path,width,height,pixel_std,status
1,v4_pdf_pages/page-01.png,1241,1754,26.384113147510327,PASS_NONBLANK
2,v4_pdf_pages/page-02.png,1241,1754,39.61604869324204,PASS_NONBLANK
3,v4_pdf_pages/page-03.png,1241,1754,22.794083866674022,PASS_NONBLANK
4,v4_pdf_pages/page-04.png,1241,1754,35.59437255696394,PASS_NONBLANK
5,v4_pdf_pages/page-05.png,1241,1754,14.688133574747996,PASS_NONBLANK
6,v4_pdf_pages/page-06.png,1241,1754,40.53039790184752,PASS_NONBLANK
7,v4_pdf_pages/page-07.png,1241,1754,14.542023621967287,PASS_NONBLANK
8,v4_pdf_pages/page-08.png,1241,1754,41.50987041904123,PASS_NONBLANK
9,v4_pdf_pages/page-09.png,1241,1754,36.11557449129332,PASS_NONBLANK
10,v4_pdf_pages/page-10.png,1241,1754,21.677589498490406,PASS_NONBLANK
11,v4_pdf_pages/page-11.png,1241,1754,25.83758994075255,PASS_NONBLANK
12,v4_pdf_pages/page-12.png,1241,1754,23.628752024585552,PASS_NONBLANK
13,v4_pdf_pages/page-13.png,1241,1754,23.283968212757877,PASS_NONBLANK
14,v4_pdf_pages/page-14.png,1241,1754,34.11995151223006,PASS_NONBLANK
15,v4_pdf_pages/page-15.png,1241,1754,33.86667489056349,PASS_NONBLANK
16,v4_pdf_pages/page-16.png,1241,1754,36.09940348970615,PASS_NONBLANK
17,v4_pdf_pages/page-17.png,1241,1754,27.4117479749416,PASS_NONBLANK
18,v4_pdf_pages/page-18.png,1241,1754,31.3640979370367,PASS_NONBLANK
19,v4_pdf_pages/page-19.png,1241,1754,69.39960633026635,PASS_NONBLANK
20,v4_pdf_pages/page-20.png,1241,1754,39.19441951351804,PASS_NONBLANK
21,v4_pdf_pages/page-21.png,1241,1754,21.994331474642284,PASS_NONBLANK
22,v4_pdf_pages/page-22.png,1241,1754,40.03142992515592,PASS_NONBLANK
23,v4_pdf_pages/page-23.png,1241,1754,33.37024653244872,PASS_NONBLANK
24,v4_pdf_pages/page-24.png,1241,1754,23.73455276985984,PASS_NONBLANK
