case_id,center,stage_id,stage_name,evidence_source,checkpoint_scope,edema_reliable,prediction_voxels_myo,prediction_voxels_lv,prediction_voxels_rv,prediction_voxels_pure_edema,prediction_voxels_scar,notes,myo_dice,lv_dice,rv_dice,pure_edema_dice,scar_dice,lesion_union_dice
Case1048,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,10371,15644,6569,0,5161,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.14613497522728366,0.21713824698899326,0.0,,0.0,0.0
Case1051,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,13667,27558,14116,0,6797,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4168801495534169,0.8314548897755061,0.0,,0.18886887266521285,0.18886887266521285
Case1051,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,13667,27558,14116,0,6797,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4168801495534169,0.8314548897755061,0.0,,0.18886887266521285,0.18886887266521285
Case1055,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,8577,19540,5550,0,4298,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.06365531619179986,0.15247897457889595,0.0,,0.037584634517065084,0.037584634517065084
Case1055,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,8577,19540,5550,0,4298,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.06365531619179986,0.15247897457889595,0.0,,0.037584634517065084,0.037584634517065084
Case1057,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,7260,12887,5371,0,1863,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.5758389261744966,0.8684680487615498,0.0,,0.21476084890719038,0.21476084890719038
Case1057,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,7260,12887,5371,0,1863,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.5758389261744966,0.8684680487615498,0.0,,0.21476084890719038,0.21476084890719038
Case1059,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,6818,13992,10028,0,2290,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.2988542078229949,0.7210838901262064,0.0,,0.4098313803943984,0.4098313803943984
Case1059,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,6818,13992,10028,0,2290,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.2988542078229949,0.7210838901262064,0.0,,0.4098313803943984,0.4098313803943984
Case1068,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,17956,49653,11658,0,5897,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.332009790590155,0.8340364562604473,0.0,,0.28498554667573545,0.28498554667573545
Case1068,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,17956,49653,11658,0,5897,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.332009790590155,0.8340364562604473,0.0,,0.28498554667573545,0.28498554667573545
Case2006,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,5638,4134,3368,0,1505,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4854771784232365,0.9242832065535401,0.877008652657602,0.0,0.7763304800893189,0.44170185125040595
Case2006,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,5638,4134,3368,0,1505,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4854771784232365,0.9242832065535401,0.877008652657602,0.0,0.7763304800893189,0.44170185125040595
Case2009,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,3740,3663,5262,0,885,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.2565694185805918,0.8914285714285715,0.8313451254627725,0.0,0.7393162393162394,0.3914293180036582
Case2009,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,3740,3663,5262,0,885,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.2565694185805918,0.8914285714285715,0.8313451254627725,0.0,0.7393162393162394,0.3914293180036582
Case2014,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,5418,3505,4992,0,939,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.5321232385956532,0.8502415458937198,0.8313073895933537,0.0,0.7765072765072765,0.4876769795490299
Case2014,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,5418,3505,4992,0,939,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.5321232385956532,0.8502415458937198,0.8313073895933537,0.0,0.7765072765072765,0.4876769795490299
Case2019,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,2341,1574,2143,0,647,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.1368337311058075,0.0,0.0,0.0,0.0,0.0
Case2019,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,2341,1574,2143,0,647,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.1368337311058075,0.0,0.0,0.0,0.0,0.0
Case2022,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,6711,5160,5174,0,1131,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6407363956321631,0.916234096692112,0.8653317628582646,0.0,0.7382847038019452,0.4306982595932061
Case2022,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,6711,5160,5174,0,1131,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6407363956321631,0.916234096692112,0.8653317628582646,0.0,0.7382847038019452,0.4306982595932061
Case2023,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,5459,5240,5798,0,1218,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6991818753933291,0.9131403118040089,0.8874675565443085,0.0,0.8141799766264122,0.5705838876570584
Case2023,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,5459,5240,5798,0,1218,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6991818753933291,0.9131403118040089,0.8874675565443085,0.0,0.8141799766264122,0.5705838876570584
Case2034,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,4929,3755,3394,0,852,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6858197761624553,0.8878212827288013,0.8329094988780853,0.0,0.8074935400516796,0.5339221196306704
Case2034,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,4929,3755,3394,0,852,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6858197761624553,0.8878212827288013,0.8329094988780853,0.0,0.8074935400516796,0.5339221196306704
Case3006,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,7900,7285,7193,0,1453,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.8549296731670857,0.9442495126705653,0.9243435060326473,0.0,0.7960363336085879,0.8304521276595744
Case3006,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,7900,7285,7193,0,1453,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.8549296731670857,0.9442495126705653,0.9243435060326473,0.0,0.7960363336085879,0.8304521276595744
Case3008,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,11930,10965,15674,0,3987,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.527021409270422,0.9122760800842993,0.9380263984915148,0.0,0.47851833186342446,0.33498298793690073
Case3008,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,11930,10965,15674,0,3987,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.527021409270422,0.9122760800842993,0.9380263984915148,0.0,0.47851833186342446,0.33498298793690073
Case3015,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,17427,14804,12750,0,5884,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.8092735534023102,0.9229631124113118,0.9095648053076376,0.0,0.7854892601431981,0.7332461337231669
Case3015,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,17427,14804,12750,0,5884,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.8092735534023102,0.9229631124113118,0.9095648053076376,0.0,0.7854892601431981,0.7332461337231669
Case3016,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,11257,11431,9030,0,3412,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7632956448911222,0.9387618888703487,0.9015976966070118,0.0,0.7534983853606028,0.7250948766603416
Case3016,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,11257,11431,9030,0,3412,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7632956448911222,0.9387618888703487,0.9015976966070118,0.0,0.7534983853606028,0.7250948766603416
Case3017,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,16344,13468,12872,0,5050,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.5835455263851085,0.881937964241723,0.176346446057741,0.0,0.09125859975718333,0.08327947557935556
Case3017,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,16344,13468,12872,0,5050,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.5835455263851085,0.881937964241723,0.176346446057741,0.0,0.09125859975718333,0.08327947557935556
Case3024,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,10644,7202,8013,0,5081,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6669374492282697,0.8898834989797934,0.9095080295692073,0.0,0.784688995215311,0.6794939777289599
Case3024,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,10644,7202,8013,0,5081,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6669374492282697,0.8898834989797934,0.9095080295692073,0.0,0.784688995215311,0.6794939777289599
Case3027,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,9482,7765,10507,0,3095,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6910739962393541,0.8988433765735829,0.9091080431607219,0.0,0.1515919977458439,0.40288791572967214
Case3027,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,9482,7765,10507,0,3095,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6910739962393541,0.8988433765735829,0.9091080431607219,0.0,0.1515919977458439,0.40288791572967214
Case3035,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,11319,6162,8946,0,1224,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6673509186082316,0.8563367035034094,0.823473099751101,0.0,0.5858695652173913,0.21371927042030134
Case3035,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,11319,6162,8946,0,1224,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6673509186082316,0.8563367035034094,0.823473099751101,0.0,0.5858695652173913,0.21371927042030134
Case3037,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,1,9541,5996,4361,0,3661,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6815701461010385,0.9127792248796275,0.8110929853181077,0.0,0.8950573573148279,0.706067150991557
Case3037,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,1,9541,5996,4361,0,3661,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6815701461010385,0.9127792248796275,0.8110929853181077,0.0,0.8950573573148279,0.706067150991557
Case5001,CenterE,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,5985,8904,7969,0,205,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0861878453038674,0.1127102288392611,0.3596687420661307,,0.0,0.0
Case5001,CenterE,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,5985,8904,7969,0,205,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0861878453038674,0.1127102288392611,0.3596687420661307,,0.0,0.0
Case5006,CenterE,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,2605,3849,3909,0,570,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.12692692692692692,0.0,0.0,,0.0,0.0
Case5006,CenterE,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,2605,3849,3909,0,570,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.12692692692692692,0.0,0.0,,0.0,0.0
Case6003,CenterF,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,5879,11955,8869,0,2313,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.24359575865628225,0.7593198432893089,0.010789936964052473,,0.11215791834903545,0.11215791834903545
Case6003,CenterF,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,5879,11955,8869,0,2313,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.24359575865628225,0.7593198432893089,0.010789936964052473,,0.11215791834903545,0.11215791834903545
Case7002,CenterG,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,7862,10943,6681,0,268,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.8113448484441159,0.9333273870579316,0.8777577355348967,,0.40641711229946526,0.40641711229946526
Case7002,CenterG,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,7862,10943,6681,0,268,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.8113448484441159,0.9333273870579316,0.8777577355348967,,0.40641711229946526,0.40641711229946526
Case7010,CenterG,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,5552,6061,3890,0,111,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.8160202513335142,0.922951087845575,0.8305164319248827,,0.0,0.0
Case7010,CenterG,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,5552,6061,3890,0,111,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.8160202513335142,0.922951087845575,0.8305164319248827,,0.0,0.0
Case8002,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,3030,2960,2863,0,634,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.631578947368421,0.631578947368421
Case8002,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,3030,2960,2863,0,634,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.631578947368421,0.631578947368421
Case8005,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,3194,4322,1791,0,1285,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.7368421052631579,0.7368421052631579
Case8005,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,3194,4322,1791,0,1285,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.7368421052631579,0.7368421052631579
Case8009,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,3528,6405,2995,0,918,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.35773955773955773,0.35773955773955773
Case8009,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,3528,6405,2995,0,918,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.35773955773955773,0.35773955773955773
Case8017,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,5173,7631,7126,0,143,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.0,0.0
Case8017,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,5173,7631,7126,0,143,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.0,0.0
Case8027,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,4209,7249,4233,0,1577,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.6517189835575485,0.6517189835575485
Case8027,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,4209,7249,4233,0,1577,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.6517189835575485,0.6517189835575485
Case8028,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,5054,5628,4523,0,314,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.0,0.0
Case8028,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,5054,5628,4523,0,314,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.0,0.0
Case8033,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,3913,4953,4154,0,972,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.6906558328496808,0.6906558328496808
Case8033,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,3913,4953,4154,0,972,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.6906558328496808,0.6906558328496808
Case1011,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,7467,16321,6976,0,955,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.3935474052655608,0.7871427320234724,0.0,,0.0,0.0
Case1011,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,7467,16321,6976,0,955,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.3935474052655608,0.7871427320234724,0.0,,0.0,0.0
Case1018,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,5721,13882,6208,0,2089,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.06898946637342285,0.49153223107303035,0.0,,0.07747933884297521,0.07747933884297521
Case1018,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,5721,13882,6208,0,2089,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.06898946637342285,0.49153223107303035,0.0,,0.07747933884297521,0.07747933884297521
Case1019,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,6115,9429,3755,0,347,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6247065982787099,0.9062677327830797,0.0,,0.06884681583476764,0.06884681583476764
Case1019,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,6115,9429,3755,0,347,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6247065982787099,0.9062677327830797,0.0,,0.06884681583476764,0.06884681583476764
Case1022,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,12895,25330,10901,0,2248,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4002024633035262,0.7660342604531222,0.0,,0.0,0.0
Case1022,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,12895,25330,10901,0,2248,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4002024633035262,0.7660342604531222,0.0,,0.0,0.0
Case1026,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,19964,41319,16650,0,3191,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.07950884728512068,0.4626687205782551,0.0,,0.07344632768361582,0.07344632768361582
Case1026,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,19964,41319,16650,0,3191,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.07950884728512068,0.4626687205782551,0.0,,0.07344632768361582,0.07344632768361582
Case1028,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,12137,25213,14487,0,4800,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.3998486059127802,0.7684286161725962,0.0,,0.14983482774893817,0.14983482774893817
Case1028,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,12137,25213,14487,0,4800,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.3998486059127802,0.7684286161725962,0.0,,0.14983482774893817,0.14983482774893817
Case1031,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,11232,19549,2006,0,4286,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.07897357334354653,0.43541285646548805,0.0,,0.2035216592848655,0.2035216592848655
Case1031,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,11232,19549,2006,0,4286,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.07897357334354653,0.43541285646548805,0.0,,0.2035216592848655,0.2035216592848655
Case1034,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,12027,36953,18161,0,6994,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.04797235491411729,0.4702104887620407,0.0,,0.09287925696594428,0.09287925696594428
Case1034,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,12027,36953,18161,0,6994,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.04797235491411729,0.4702104887620407,0.0,,0.09287925696594428,0.09287925696594428
Case1035,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,13401,32510,6497,0,4116,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.051555400209716884,0.5401061239426311,0.0,,0.05313930673642904,0.05313930673642904
Case1035,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,13401,32510,6497,0,4116,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.051555400209716884,0.5401061239426311,0.0,,0.05313930673642904,0.05313930673642904
Case1050,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,9056,21667,11549,0,6820,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.43124325620429205,0.6785425475381808,0.0,,0.16669234324449236,0.16669234324449236
Case1050,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,9056,21667,11549,0,6820,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.43124325620429205,0.6785425475381808,0.0,,0.16669234324449236,0.16669234324449236
Case1061,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,13433,24781,10401,0,5863,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.058683449566252766,0.4417538669442466,0.0,,0.07770919761206112,0.07770919761206112
Case1061,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,13433,24781,10401,0,5863,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.058683449566252766,0.4417538669442466,0.0,,0.07770919761206112,0.07770919761206112
Case1065,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,4885,8243,4143,0,1853,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4309249235114144,0.8006038787597259,0.0,,0.29371462615430444,0.29371462615430444
Case1065,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,4885,8243,4143,0,1853,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4309249235114144,0.8006038787597259,0.0,,0.29371462615430444,0.29371462615430444
Case1066,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,12376,27925,11278,0,4158,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.3699033594109526,0.8904867828875899,0.0,,0.2848286245682402,0.2848286245682402
Case1066,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,12376,27925,11278,0,4158,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.3699033594109526,0.8904867828875899,0.0,,0.2848286245682402,0.2848286245682402
Case1071,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,14182,23367,13506,0,5286,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.2052988193289244,0.7754312618438275,0.0,,0.3150668718191502,0.3150668718191502
Case1071,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,14182,23367,13506,0,5286,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.2052988193289244,0.7754312618438275,0.0,,0.3150668718191502,0.3150668718191502
Case1078,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,16951,26135,11519,0,1708,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.22785261388811082,0.6659604913493523,0.0,,0.005776636713735558,0.005776636713735558
Case1078,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,16951,26135,11519,0,1708,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.22785261388811082,0.6659604913493523,0.0,,0.005776636713735558,0.005776636713735558
Case1081,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,0,4253,6554,2539,0,852,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.34073583029499505,0.7135606454971369,0.0,,0.2023529411764706,0.2023529411764706
Case1081,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold3,0,4253,6554,2539,0,852,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.34073583029499505,0.7135606454971369,0.0,,0.2023529411764706,0.2023529411764706
Case2004,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold3,1,7594,8195,5408,0,2588,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4845186044436513,0.9481205716344422,0.8578671900556101,0.0,0.7821138211382114,0.4831321223062169
